	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0000683	GBNXA_007261-T1, GBNXA_007262-T1	GBNXB_006041-T1, GBNXB_006043-T1
OG0000684	GBNXA_007286-T1	GBNXB_004507-T1, GBNXB_006070-T1, GBNXB_013674-T1
OG0000685	GBNXA_007317-T1	GBNXB_009510-T1, GBNXB_013101-T1, GBNXB_018910-T1
OG0000686	GBNXA_007347-T1, GBNXA_007464-T1	GBNXB_001163-T1, GBNXB_008751-T1
OG0000687	GBNXA_007432-T1	GBNXB_008844-T1, GBNXB_011750-T1, GBNXB_011780-T1
OG0000688	GBNXA_007489-T1	GBNXB_003213-T1, GBNXB_003252-T1, GBNXB_018057-T1
OG0000689	GBNXA_007521-T1, GBNXA_009636-T1	GBNXB_001032-T1, GBNXB_010092-T1
OG0000690	GBNXA_007530-T1	GBNXB_013461-T1, GBNXB_016571-T1, GBNXB_017295-T1
OG0000691	GBNXA_007578-T1, GBNXA_007579-T1	GBNXB_007007-T1, GBNXB_010193-T1
OG0000692	GBNXA_007586-T1, GBNXA_007655-T1	GBNXB_010198-T1, GBNXB_014049-T1
OG0000693	GBNXA_007635-T1	GBNXB_005634-T1, GBNXB_007643-T1, GBNXB_013594-T1
OG0000694	GBNXA_007674-T1	GBNXB_003230-T1, GBNXB_003235-T1, GBNXB_006470-T1
OG0000695	GBNXA_007683-T1, GBNXA_007684-T1	GBNXB_013117-T1, GBNXB_013118-T1
OG0000696	GBNXA_007812-T1, GBNXA_008639-T1	GBNXB_003672-T1, GBNXB_007990-T1
OG0000697	GBNXA_007851-T1, GBNXA_008005-T1	GBNXB_000007-T1, GBNXB_008186-T1
OG0000698	GBNXA_007886-T1, GBNXA_009615-T1	GBNXB_002219-T1, GBNXB_005140-T1
OG0000699	GBNXA_007895-T1, GBNXA_007896-T1	GBNXB_018463-T1, GBNXB_018464-T1
OG0000700	GBNXA_007913-T1, GBNXA_008963-T1	GBNXB_005038-T1, GBNXB_011042-T1
OG0000701	GBNXA_008025-T1, GBNXA_009543-T1	GBNXB_018324-T1, GBNXB_020547-T1
OG0000702	GBNXA_008073-T1	GBNXB_013857-T1, GBNXB_015740-T1, GBNXB_018763-T1
OG0000703	GBNXA_008076-T1	GBNXB_000932-T1, GBNXB_015720-T1, GBNXB_018834-T1
OG0000704	GBNXA_008166-T1, GBNXA_008167-T1	GBNXB_000834-T1, GBNXB_009319-T1
OG0000705	GBNXA_008169-T1	GBNXB_000770-T1, GBNXB_008030-T1, GBNXB_009320-T1
OG0000706	GBNXA_008245-T1, GBNXA_009110-T1	GBNXB_004760-T1, GBNXB_017690-T1
OG0000707	GBNXA_008249-T1	GBNXB_004756-T1, GBNXB_017718-T1, GBNXB_020786-T1
OG0000708	GBNXA_008324-T1, GBNXA_008326-T1	GBNXB_005874-T1, GBNXB_005877-T1
OG0000709	GBNXA_008402-T1, GBNXA_008685-T1	GBNXB_012790-T1, GBNXB_020874-T1
OG0000710	GBNXA_008440-T1, GBNXA_008467-T1	GBNXB_004053-T1, GBNXB_018217-T1
OG0000711	GBNXA_008484-T1, GBNXA_008485-T1	GBNXB_005932-T1, GBNXB_019198-T1
OG0000712	GBNXA_008506-T1	GBNXB_004368-T1, GBNXB_012597-T1, GBNXB_017590-T1
OG0000713	GBNXA_008522-T1, GBNXA_008526-T1	GBNXB_013809-T1, GBNXB_016297-T1
OG0000714	GBNXA_008744-T1, GBNXA_009640-T1	GBNXB_010096-T1, GBNXB_012820-T1
OG0000715	GBNXA_008827-T1	GBNXB_011002-T1, GBNXB_014117-T1, GBNXB_014995-T1
OG0000716	GBNXA_008839-T1, GBNXA_008840-T1	GBNXB_012192-T1, GBNXB_012193-T1
OG0000717	GBNXA_008890-T1, GBNXA_009127-T1	GBNXB_012338-T1, GBNXB_016347-T1
OG0000718	GBNXA_008926-T1, GBNXA_008927-T1	GBNXB_016602-T1, GBNXB_016604-T1
OG0000719	GBNXA_008938-T1	GBNXB_016619-T1, GBNXB_018721-T1, GBNXB_020294-T1
OG0000720	GBNXA_008967-T1	GBNXB_000523-T1, GBNXB_003634-T1, GBNXB_011039-T1
OG0000721	GBNXA_008973-T1, GBNXA_008988-T1	GBNXB_011032-T1, GBNXB_016291-T1
OG0000722	GBNXA_009116-T1	GBNXB_012353-T1, GBNXB_019248-T1, GBNXB_019608-T1
OG0000723	GBNXA_009119-T1	GBNXB_006253-T1, GBNXB_012350-T1, GBNXB_018220-T1
OG0000724	GBNXA_009184-T1, GBNXA_009528-T1	GBNXB_000449-T1, GBNXB_017509-T1
OG0000725	GBNXA_009197-T1	GBNXB_003534-T1, GBNXB_004084-T1, GBNXB_005229-T1
OG0000726	GBNXA_009199-T1	GBNXB_006913-T1, GBNXB_008394-T1, GBNXB_014024-T1
OG0000727	GBNXA_009341-T1, GBNXA_009342-T1	GBNXB_010459-T1, GBNXB_010460-T1
OG0000728	GBNXA_009390-T1	GBNXB_000277-T1, GBNXB_000723-T1, GBNXB_016184-T1
OG0000729	GBNXA_009412-T1, GBNXA_009417-T1	GBNXB_016215-T1, GBNXB_016221-T1
OG0000730	GBNXA_009713-T1	GBNXB_003269-T1, GBNXB_004680-T1, GBNXB_013290-T1
OG0000731	GBNXA_009753-T1	GBNXB_007674-T1, GBNXB_013344-T1, GBNXB_020639-T1
OG0000732	GBNXA_009756-T1, GBNXA_009757-T1	GBNXB_013338-T1, GBNXB_013341-T1
OG0000733	GBNXA_000007-T1	GBNXB_014495-T1, GBNXB_021182-T1
OG0000734	GBNXA_000008-T1, GBNXA_007154-T1	GBNXB_014496-T1
OG0000735	GBNXA_000009-T1	GBNXB_013885-T1, GBNXB_014498-T1
OG0000736	GBNXA_000010-T1	GBNXB_005275-T1, GBNXB_014501-T1
OG0000737	GBNXA_000011-T1, GBNXA_008989-T1	GBNXB_014502-T1
OG0000738	GBNXA_000013-T1	GBNXB_002156-T1, GBNXB_014504-T1
OG0000739	GBNXA_000016-T1	GBNXB_014508-T1, GBNXB_018091-T1
OG0000740	GBNXA_000023-T1	GBNXB_014513-T1, GBNXB_016494-T1
OG0000741	GBNXA_000024-T1	GBNXB_014514-T1, GBNXB_016495-T1
OG0000742	GBNXA_000033-T1	GBNXB_005448-T1, GBNXB_014528-T1
OG0000743	GBNXA_000034-T1	GBNXB_005447-T1, GBNXB_014529-T1
OG0000744	GBNXA_000047-T1	GBNXB_006712-T1, GBNXB_014542-T1
OG0000745	GBNXA_000050-T1	GBNXB_000730-T1, GBNXB_014544-T1
OG0000746	GBNXA_000055-T1	GBNXB_007322-T1, GBNXB_014552-T1
OG0000747	GBNXA_000063-T1	GBNXB_009953-T1, GBNXB_010143-T1
OG0000748	GBNXA_000067-T1	GBNXB_006914-T1, GBNXB_009957-T1
OG0000749	GBNXA_000076-T1	GBNXB_009970-T1, GBNXB_018167-T1
OG0000750	GBNXA_000093-T1	GBNXB_009239-T1, GBNXB_016117-T1
OG0000751	GBNXA_000104-T1	GBNXB_008780-T1, GBNXB_016860-T1
OG0000752	GBNXA_000105-T1	GBNXB_008781-T1, GBNXB_018093-T1
OG0000753	GBNXA_000107-T1	GBNXB_000541-T1, GBNXB_008783-T1
OG0000754	GBNXA_000114-T1	GBNXB_008794-T1, GBNXB_014994-T1
OG0000755	GBNXA_000121-T1	GBNXB_003861-T1, GBNXB_011466-T1
OG0000756	GBNXA_000128-T1	GBNXB_003872-T1, GBNXB_007658-T1
OG0000757	GBNXA_000149-T1	GBNXB_003896-T1, GBNXB_019039-T1
OG0000758	GBNXA_000161-T1	GBNXB_017521-T1, GBNXB_021761-T1
OG0000759	GBNXA_000164-T1	GBNXB_017526-T1, GBNXB_021628-T1
OG0000760	GBNXA_000165-T1	GBNXB_011513-T1, GBNXB_017527-T1
OG0000761	GBNXA_000187-T1	GBNXB_017553-T1, GBNXB_021708-T1
OG0000762	GBNXA_000188-T1	GBNXB_017554-T1, GBNXB_021709-T1
OG0000763	GBNXA_000196-T1	GBNXB_007418-T1, GBNXB_017562-T1
OG0000764	GBNXA_000213-T1	GBNXB_011251-T1, GBNXB_020198-T1
OG0000765	GBNXA_000221-T1	GBNXB_011240-T1, GBNXB_017147-T1
OG0000766	GBNXA_000225-T1	GBNXB_011236-T1, GBNXB_018469-T1
OG0000767	GBNXA_000251-T1	GBNXB_015118-T1, GBNXB_018776-T1
OG0000768	GBNXA_000257-T1	GBNXB_009789-T1, GBNXB_018770-T1
OG0000769	GBNXA_000278-T1	GBNXB_004241-T1, GBNXB_020750-T1
OG0000770	GBNXA_000292-T1, GBNXA_004600-T1	GBNXB_003382-T1
OG0000771	GBNXA_000304-T1	GBNXB_000498-T1, GBNXB_009117-T1
OG0000772	GBNXA_000315-T1	GBNXB_012641-T1, GBNXB_019101-T1
OG0000773	GBNXA_000324-T1	GBNXB_008743-T1, GBNXB_013168-T1
OG0000774	GBNXA_000332-T1	GBNXB_007004-T1, GBNXB_013179-T1
OG0000775	GBNXA_000335-T1	GBNXB_013182-T1, GBNXB_016686-T1
OG0000776	GBNXA_000340-T1	GBNXB_005096-T1, GBNXB_013187-T1
OG0000777	GBNXA_000349-T1	GBNXB_013196-T1, GBNXB_017713-T1
OG0000778	GBNXA_000368-T1	GBNXB_002069-T1, GBNXB_013221-T1
OG0000779	GBNXA_000377-T1	GBNXB_002318-T1, GBNXB_011672-T1
OG0000780	GBNXA_000390-T1	GBNXB_019062-T1, GBNXB_021540-T1
OG0000781	GBNXA_000396-T1	GBNXB_002807-T1, GBNXB_021533-T1
OG0000782	GBNXA_000400-T1	GBNXB_018414-T1, GBNXB_021527-T1
OG0000783	GBNXA_000403-T1	GBNXB_006294-T1, GBNXB_021524-T1
OG0000784	GBNXA_000408-T1	GBNXB_002299-T1, GBNXB_021518-T1
OG0000785	GBNXA_000438-T1	GBNXB_008168-T1, GBNXB_018676-T1
OG0000786	GBNXA_000446-T1	GBNXB_000398-T1, GBNXB_008181-T1
OG0000787	GBNXA_000448-T1	GBNXB_001284-T1, GBNXB_004626-T1
OG0000788	GBNXA_000460-T1	GBNXB_015290-T1, GBNXB_017981-T1
OG0000789	GBNXA_000483-T1	GBNXB_000751-T1, GBNXB_018359-T1
OG0000790	GBNXA_000486-T1, GBNXA_007620-T1	GBNXB_010210-T1
OG0000791	GBNXA_000513-T1	GBNXB_001405-T1, GBNXB_014905-T1
OG0000792	GBNXA_000516-T1	GBNXB_014908-T1, GBNXB_017745-T1
OG0000793	GBNXA_000526-T1	GBNXB_014930-T1, GBNXB_016783-T1
OG0000794	GBNXA_000531-T1	GBNXB_016437-T1, GBNXB_018990-T1
OG0000795	GBNXA_000533-T1	GBNXB_019728-T1, GBNXB_021034-T1
OG0000796	GBNXA_000535-T1, GBNXA_002575-T1	GBNXB_007596-T1
OG0000797	GBNXA_000538-T1	GBNXB_006682-T1, GBNXB_017786-T1
OG0000798	GBNXA_000541-T1	GBNXB_006684-T1, GBNXB_017790-T1
OG0000799	GBNXA_000544-T1	GBNXB_006680-T1, GBNXB_017793-T1
OG0000800	GBNXA_000552-T1, GBNXA_008136-T1	GBNXB_006516-T1
OG0000801	GBNXA_000558-T1	GBNXB_002490-T1, GBNXB_012512-T1
OG0000802	GBNXA_000573-T1	GBNXB_012540-T1, GBNXB_019605-T1
OG0000803	GBNXA_000575-T1	GBNXB_005120-T1, GBNXB_018550-T1
OG0000804	GBNXA_000577-T1	GBNXB_008032-T1, GBNXB_018548-T1
OG0000805	GBNXA_000580-T1	GBNXB_016787-T1, GBNXB_018544-T1
OG0000806	GBNXA_000582-T1	GBNXB_004232-T1, GBNXB_018541-T1
OG0000807	GBNXA_000583-T1	GBNXB_010786-T1, GBNXB_018540-T1
OG0000808	GBNXA_000595-T1	GBNXB_013465-T1, GBNXB_014615-T1
OG0000809	GBNXA_000596-T1	GBNXB_013395-T1, GBNXB_014616-T1
OG0000810	GBNXA_000598-T1	GBNXB_014618-T1, GBNXB_017694-T1
OG0000811	GBNXA_000605-T1	GBNXB_001520-T1, GBNXB_014628-T1
OG0000812	GBNXA_000609-T1	GBNXB_012291-T1, GBNXB_014181-T1
OG0000813	GBNXA_000621-T1	GBNXB_012290-T1, GBNXB_014164-T1
OG0000814	GBNXA_000652-T1	GBNXB_013898-T1, GBNXB_019026-T1
OG0000815	GBNXA_000654-T1	GBNXB_013259-T1, GBNXB_019024-T1
OG0000816	GBNXA_000662-T1	GBNXB_005460-T1, GBNXB_007647-T1
OG0000817	GBNXA_000668-T1	GBNXB_008482-T1, GBNXB_011758-T1
OG0000818	GBNXA_000669-T1	GBNXB_008483-T1, GBNXB_011757-T1
OG0000819	GBNXA_000673-T1	GBNXB_008487-T1, GBNXB_020791-T1
OG0000820	GBNXA_000674-T1	GBNXB_008488-T1, GBNXB_010804-T1
OG0000821	GBNXA_000700-T1	GBNXB_016786-T1, GBNXB_020369-T1
OG0000822	GBNXA_000701-T1	GBNXB_007582-T1, GBNXB_019892-T1
OG0000823	GBNXA_000702-T1	GBNXB_001315-T1, GBNXB_019891-T1
OG0000824	GBNXA_000706-T1	GBNXB_000946-T1, GBNXB_019885-T1
OG0000825	GBNXA_000718-T1	GBNXB_011674-T1, GBNXB_019870-T1
OG0000826	GBNXA_000722-T1	GBNXB_011285-T1, GBNXB_019867-T1
OG0000827	GBNXA_000730-T1	GBNXB_011743-T1, GBNXB_019854-T1
OG0000828	GBNXA_000736-T1	GBNXB_019847-T1, GBNXB_021822-T1
OG0000829	GBNXA_000737-T1	GBNXB_019396-T1, GBNXB_019844-T1
OG0000830	GBNXA_000738-T1	GBNXB_005798-T1, GBNXB_019843-T1
OG0000831	GBNXA_000742-T1	GBNXB_014315-T1, GBNXB_019837-T1
OG0000832	GBNXA_000745-T1	GBNXB_014323-T1, GBNXB_019832-T1
OG0000833	GBNXA_000749-T1	GBNXB_019115-T1, GBNXB_019824-T1
OG0000834	GBNXA_000753-T1	GBNXB_018408-T1, GBNXB_019820-T1
OG0000835	GBNXA_000758-T1	GBNXB_017493-T1, GBNXB_019811-T1
OG0000836	GBNXA_000769-T1	GBNXB_011646-T1, GBNXB_019798-T1
OG0000837	GBNXA_000776-T1	GBNXB_011634-T1, GBNXB_019791-T1
OG0000838	GBNXA_000779-T1	GBNXB_009517-T1, GBNXB_019787-T1
OG0000839	GBNXA_000785-T1	GBNXB_011639-T1, GBNXB_014754-T1
OG0000840	GBNXA_000790-T1	GBNXB_012375-T1, GBNXB_014759-T1
OG0000841	GBNXA_000792-T1	GBNXB_006332-T1, GBNXB_014761-T1
OG0000842	GBNXA_000813-T1	GBNXB_010672-T1, GBNXB_012649-T1
OG0000843	GBNXA_000821-T1	GBNXB_009278-T1, GBNXB_017428-T1
OG0000844	GBNXA_000830-T1	GBNXB_017413-T1, GBNXB_019159-T1
OG0000845	GBNXA_000834-T1	GBNXB_005302-T1, GBNXB_010429-T1
OG0000846	GBNXA_000842-T1	GBNXB_003471-T1, GBNXB_005311-T1
OG0000847	GBNXA_000847-T1	GBNXB_001676-T1, GBNXB_003827-T1
OG0000848	GBNXA_000854-T1	GBNXB_001611-T1, GBNXB_001669-T1
OG0000849	GBNXA_000859-T1	GBNXB_001661-T1, GBNXB_008698-T1
OG0000850	GBNXA_000868-T1	GBNXB_001651-T1, GBNXB_012651-T1
OG0000851	GBNXA_000873-T1	GBNXB_001643-T1, GBNXB_003154-T1
OG0000852	GBNXA_000874-T1, GBNXA_001967-T1	GBNXB_005124-T1
OG0000853	GBNXA_000883-T1	GBNXB_019069-T1, GBNXB_019070-T1
OG0000854	GBNXA_000887-T1	GBNXB_016775-T1, GBNXB_017664-T1
OG0000855	GBNXA_000934-T1	GBNXB_002773-T1, GBNXB_012425-T1
OG0000856	GBNXA_000949-T1	GBNXB_002792-T1, GBNXB_003002-T1
OG0000857	GBNXA_000951-T1	GBNXB_002794-T1, GBNXB_008566-T1
OG0000858	GBNXA_000964-T1	GBNXB_001576-T1, GBNXB_012078-T1
OG0000859	GBNXA_000982-T1	GBNXB_009757-T1, GBNXB_016089-T1
OG0000860	GBNXA_000994-T1	GBNXB_013917-T1, GBNXB_015227-T1
OG0000861	GBNXA_001000-T1	GBNXB_013925-T1, GBNXB_019316-T1
OG0000862	GBNXA_001013-T1	GBNXB_000526-T1, GBNXB_007238-T1
OG0000863	GBNXA_001030-T1	GBNXB_007218-T1, GBNXB_021922-T1
OG0000864	GBNXA_001035-T1	GBNXB_014951-T1, GBNXB_017189-T1
OG0000865	GBNXA_001046-T1	GBNXB_021380-T1, GBNXB_021716-T1
OG0000866	GBNXA_001052-T1	GBNXB_019029-T1, GBNXB_021483-T1
OG0000867	GBNXA_001072-T1	GBNXB_016664-T1, GBNXB_017161-T1
OG0000868	GBNXA_001078-T1	GBNXB_016674-T1, GBNXB_017026-T1
OG0000869	GBNXA_001079-T1	GBNXB_014766-T1, GBNXB_016675-T1
OG0000870	GBNXA_001082-T1	GBNXB_013425-T1, GBNXB_016678-T1
OG0000871	GBNXA_001088-T1	GBNXB_010323-T1, GBNXB_012358-T1
OG0000872	GBNXA_001105-T1	GBNXB_003718-T1, GBNXB_013987-T1
OG0000873	GBNXA_001107-T1, GBNXA_004477-T1	GBNXB_003912-T1
OG0000874	GBNXA_001138-T1	GBNXB_000163-T1, GBNXB_020596-T1
OG0000875	GBNXA_001157-T1	GBNXB_000187-T1, GBNXB_019736-T1
OG0000876	GBNXA_001163-T1	GBNXB_000201-T1, GBNXB_007054-T1
OG0000877	GBNXA_001172-T1	GBNXB_000211-T1, GBNXB_011178-T1
OG0000878	GBNXA_001195-T1	GBNXB_000239-T1, GBNXB_004996-T1
OG0000879	GBNXA_001198-T1	GBNXB_000240-T1, GBNXB_000569-T1
OG0000880	GBNXA_001201-T1	GBNXB_000244-T1, GBNXB_016874-T1
OG0000881	GBNXA_001204-T1	GBNXB_000247-T1, GBNXB_014874-T1
OG0000882	GBNXA_001208-T1	GBNXB_007550-T1, GBNXB_017303-T1
OG0000883	GBNXA_001210-T1	GBNXB_007544-T1, GBNXB_007664-T1
OG0000884	GBNXA_001211-T1	GBNXB_007543-T1, GBNXB_007663-T1
OG0000885	GBNXA_001214-T1	GBNXB_007540-T1, GBNXB_019924-T1
OG0000886	GBNXA_001220-T1	GBNXB_007530-T1, GBNXB_020608-T1
OG0000887	GBNXA_001223-T1	GBNXB_007073-T1, GBNXB_007526-T1
OG0000888	GBNXA_001241-T1	GBNXB_007737-T1, GBNXB_010132-T1
OG0000889	GBNXA_001243-T1	GBNXB_005434-T1, GBNXB_007734-T1
OG0000890	GBNXA_001249-T1	GBNXB_007084-T1, GBNXB_007712-T1
OG0000891	GBNXA_001259-T1	GBNXB_008233-T1, GBNXB_008619-T1
OG0000892	GBNXA_001276-T1	GBNXB_008827-T1, GBNXB_010967-T1
OG0000893	GBNXA_001283-T1	GBNXB_008815-T1, GBNXB_017492-T1
OG0000894	GBNXA_001310-T1	GBNXB_001235-T1, GBNXB_008127-T1
OG0000895	GBNXA_001311-T1	GBNXB_001236-T1, GBNXB_008126-T1
OG0000896	GBNXA_001314-T1	GBNXB_008122-T1, GBNXB_011029-T1
OG0000897	GBNXA_001317-T1	GBNXB_009130-T1, GBNXB_015503-T1
OG0000898	GBNXA_001328-T1	GBNXB_002447-T1, GBNXB_015489-T1
OG0000899	GBNXA_001329-T1	GBNXB_000997-T1, GBNXB_015488-T1
OG0000900	GBNXA_001336-T1	GBNXB_000845-T1, GBNXB_008836-T1
OG0000901	GBNXA_001341-T1	GBNXB_015375-T1, GBNXB_016491-T1
OG0000902	GBNXA_001346-T1	GBNXB_011642-T1, GBNXB_019169-T1
OG0000903	GBNXA_001347-T1	GBNXB_014313-T1, GBNXB_019172-T1
OG0000904	GBNXA_001349-T1	GBNXB_014312-T1, GBNXB_019174-T1
OG0000905	GBNXA_001361-T1	GBNXB_005270-T1, GBNXB_016966-T1
OG0000906	GBNXA_001369-T1	GBNXB_007140-T1, GBNXB_011640-T1
OG0000907	GBNXA_001372-T1	GBNXB_007144-T1, GBNXB_011790-T1
OG0000908	GBNXA_001380-T1	GBNXB_001744-T1, GBNXB_007150-T1
OG0000909	GBNXA_001382-T1	GBNXB_001742-T1, GBNXB_007152-T1
OG0000910	GBNXA_001384-T1	GBNXB_007154-T1, GBNXB_010371-T1
OG0000911	GBNXA_001390-T1	GBNXB_001935-T1, GBNXB_017337-T1
OG0000912	GBNXA_001394-T1	GBNXB_000301-T1, GBNXB_017342-T1
OG0000913	GBNXA_001397-T1	GBNXB_000968-T1, GBNXB_015755-T1
OG0000914	GBNXA_001412-T1	GBNXB_003465-T1, GBNXB_009984-T1
OG0000915	GBNXA_001422-T1, GBNXA_009058-T1	GBNXB_006999-T1
OG0000916	GBNXA_001428-T1	GBNXB_010006-T1, GBNXB_020811-T1
OG0000917	GBNXA_001436-T1	GBNXB_015824-T1, GBNXB_020169-T1
OG0000918	GBNXA_001439-T1	GBNXB_015821-T1, GBNXB_018949-T1
OG0000919	GBNXA_001441-T1	GBNXB_007332-T1, GBNXB_015818-T1
OG0000920	GBNXA_001455-T1	GBNXB_011721-T1, GBNXB_015801-T1
OG0000921	GBNXA_001467-T1	GBNXB_009137-T1, GBNXB_015786-T1
OG0000922	GBNXA_001483-T1	GBNXB_013760-T1, GBNXB_014989-T1
OG0000923	GBNXA_001489-T1	GBNXB_000294-T1, GBNXB_013765-T1
OG0000924	GBNXA_001511-T1	GBNXB_002408-T1, GBNXB_004321-T1
OG0000925	GBNXA_001529-T1	GBNXB_004300-T1, GBNXB_019394-T1
OG0000926	GBNXA_001543-T1	GBNXB_004285-T1, GBNXB_007502-T1
OG0000927	GBNXA_001558-T1	GBNXB_004265-T1, GBNXB_009672-T1
OG0000928	GBNXA_001569-T1	GBNXB_004254-T1, GBNXB_009682-T1
OG0000929	GBNXA_001586-T1, GBNXA_006320-T1	GBNXB_003730-T1
OG0000930	GBNXA_001610-T1	GBNXB_007595-T1, GBNXB_009593-T1
OG0000931	GBNXA_001611-T1, GBNXA_006938-T1	GBNXB_009592-T1
OG0000932	GBNXA_001613-T1	GBNXB_009589-T1, GBNXB_019495-T1
OG0000933	GBNXA_001617-T1	GBNXB_000719-T1, GBNXB_009583-T1
OG0000934	GBNXA_001636-T1	GBNXB_002814-T1, GBNXB_007696-T1
OG0000935	GBNXA_001651-T1	GBNXB_013658-T1, GBNXB_021580-T1
OG0000936	GBNXA_001662-T1	GBNXB_011012-T1, GBNXB_014406-T1
OG0000937	GBNXA_001677-T1	GBNXB_012720-T1, GBNXB_014875-T1
OG0000938	GBNXA_001685-T1	GBNXB_012729-T1, GBNXB_014794-T1
OG0000939	GBNXA_001692-T1	GBNXB_009490-T1, GBNXB_011745-T1
OG0000940	GBNXA_001694-T1	GBNXB_009488-T1, GBNXB_015744-T1
OG0000941	GBNXA_001703-T1	GBNXB_009476-T1, GBNXB_012444-T1
OG0000942	GBNXA_001714-T1	GBNXB_007396-T1, GBNXB_017840-T1
OG0000943	GBNXA_001715-T1	GBNXB_007395-T1, GBNXB_017839-T1
OG0000944	GBNXA_001733-T1	GBNXB_012097-T1, GBNXB_018296-T1
OG0000945	GBNXA_001752-T1	GBNXB_000620-T1, GBNXB_013971-T1
OG0000946	GBNXA_001754-T1	GBNXB_000623-T1, GBNXB_013969-T1
OG0000947	GBNXA_001761-T1	GBNXB_011494-T1, GBNXB_014367-T1
OG0000948	GBNXA_001764-T1	GBNXB_011496-T1, GBNXB_012678-T1
OG0000949	GBNXA_001766-T1	GBNXB_010744-T1, GBNXB_011498-T1
OG0000950	GBNXA_001767-T1	GBNXB_006520-T1, GBNXB_007675-T1
OG0000951	GBNXA_001769-T1	GBNXB_006522-T1, GBNXB_017357-T1
OG0000952	GBNXA_001771-T1	GBNXB_006524-T1, GBNXB_007677-T1
OG0000953	GBNXA_001786-T1	GBNXB_008276-T1, GBNXB_015506-T1
OG0000954	GBNXA_001800-T1	GBNXB_001356-T1, GBNXB_008299-T1
OG0000955	GBNXA_001817-T1	GBNXB_002279-T1, GBNXB_007357-T1
OG0000956	GBNXA_001823-T1	GBNXB_002285-T1, GBNXB_012625-T1
OG0000957	GBNXA_001828-T1	GBNXB_002290-T1, GBNXB_012543-T1
OG0000958	GBNXA_001837-T1	GBNXB_006246-T1, GBNXB_013240-T1
OG0000959	GBNXA_001839-T1	GBNXB_013238-T1, GBNXB_022008-T1
OG0000960	GBNXA_001847-T1	GBNXB_000613-T1, GBNXB_014963-T1
OG0000961	GBNXA_001853-T1	GBNXB_005080-T1, GBNXB_014957-T1
OG0000962	GBNXA_001855-T1	GBNXB_005085-T1, GBNXB_014955-T1
OG0000963	GBNXA_001860-T1	GBNXB_008257-T1, GBNXB_019323-T1
OG0000964	GBNXA_001869-T1	GBNXB_001196-T1, GBNXB_010599-T1
OG0000965	GBNXA_001879-T1	GBNXB_006281-T1, GBNXB_010588-T1
OG0000966	GBNXA_001889-T1	GBNXB_003433-T1, GBNXB_010573-T1
OG0000967	GBNXA_001890-T1	GBNXB_009500-T1, GBNXB_010572-T1
OG0000968	GBNXA_001901-T1	GBNXB_012314-T1, GBNXB_012580-T1
OG0000969	GBNXA_001905-T1	GBNXB_012311-T1, GBNXB_014459-T1
OG0000970	GBNXA_001907-T1	GBNXB_012309-T1, GBNXB_014921-T1
OG0000971	GBNXA_001918-T1	GBNXB_007967-T1, GBNXB_013851-T1
OG0000972	GBNXA_001927-T1	GBNXB_015158-T1, GBNXB_018849-T1
OG0000973	GBNXA_001930-T1	GBNXB_010999-T1, GBNXB_015163-T1
OG0000974	GBNXA_001935-T1	GBNXB_000764-T1, GBNXB_019087-T1
OG0000975	GBNXA_001944-T1	GBNXB_013863-T1, GBNXB_016796-T1
OG0000976	GBNXA_001945-T1	GBNXB_015225-T1, GBNXB_016798-T1
OG0000977	GBNXA_001948-T1	GBNXB_013892-T1, GBNXB_016804-T1
OG0000978	GBNXA_001963-T1	GBNXB_009656-T1, GBNXB_019568-T1
OG0000979	GBNXA_001973-T1	GBNXB_012751-T1, GBNXB_013563-T1
OG0000980	GBNXA_001976-T1	GBNXB_012755-T1, GBNXB_019373-T1
OG0000981	GBNXA_001988-T1	GBNXB_002971-T1, GBNXB_016814-T1
OG0000982	GBNXA_002005-T1	GBNXB_002884-T1, GBNXB_020469-T1
OG0000983	GBNXA_002017-T1, GBNXA_002915-T1	GBNXB_011208-T1
OG0000984	GBNXA_002025-T1	GBNXB_006671-T1, GBNXB_011220-T1
OG0000985	GBNXA_002039-T1	GBNXB_010396-T1, GBNXB_015178-T1
OG0000986	GBNXA_002042-T1	GBNXB_005931-T1, GBNXB_015172-T1
OG0000987	GBNXA_002060-T1	GBNXB_010945-T1, GBNXB_018214-T1
OG0000988	GBNXA_002061-T1	GBNXB_010944-T1, GBNXB_020109-T1
OG0000989	GBNXA_002064-T1	GBNXB_003278-T1, GBNXB_010940-T1
OG0000990	GBNXA_002067-T1	GBNXB_010935-T1, GBNXB_020201-T1
OG0000991	GBNXA_002079-T1	GBNXB_014797-T1, GBNXB_018621-T1
OG0000992	GBNXA_002083-T1	GBNXB_019266-T1, GBNXB_020131-T1
OG0000993	GBNXA_002090-T1	GBNXB_000861-T1, GBNXB_015937-T1
OG0000994	GBNXA_002103-T1	GBNXB_005551-T1, GBNXB_012489-T1
OG0000995	GBNXA_002110-T1	GBNXB_013695-T1, GBNXB_015238-T1
OG0000996	GBNXA_002119-T1	GBNXB_001364-T1, GBNXB_006619-T1
OG0000997	GBNXA_002138-T1	GBNXB_006595-T1, GBNXB_016884-T1
OG0000998	GBNXA_002144-T1	GBNXB_012336-T1, GBNXB_016885-T1
OG0000999	GBNXA_002151-T1	GBNXB_005973-T1, GBNXB_012329-T1
