	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0001049	GBNWP_008795-T1, GBNWP_010618-T1	CHXZG_008382-T1
OG0001050	GBNWP_008838-T1, GBNWP_009043-T1	CHXZG_009058-T1
OG0001051	GBNWP_008896-T1, GBNWP_010320-T1	CHXZG_009645-T1
OG0001052	GBNWP_009020-T1	CHXZG_000589-T1, CHXZG_001402-T1
OG0001053	GBNWP_009045-T1	CHXZG_009463-T1, CHXZG_010119-T1
OG0001054	GBNWP_009160-T1	CHXZG_008113-T1, CHXZG_010770-T1
OG0001055	GBNWP_009187-T1	CHXZG_006220-T1, CHXZG_008505-T1
OG0001056	GBNWP_009504-T1	CHXZG_004250-T1, CHXZG_009019-T1
OG0001057	GBNWP_009564-T1	CHXZG_008836-T1, CHXZG_010825-T1
OG0001058	GBNWP_009583-T1	CHXZG_000458-T1, CHXZG_006204-T1
OG0001059	GBNWP_009720-T1	CHXZG_000098-T1, CHXZG_011500-T1
OG0001060	GBNWP_009797-T1	CHXZG_004272-T1, CHXZG_008044-T1
OG0001061	GBNWP_009835-T1	CHXZG_005657-T1, CHXZG_009727-T1
OG0001062	GBNWP_009910-T1	CHXZG_000598-T1, CHXZG_009585-T1
OG0001063	GBNWP_009976-T1	CHXZG_001621-T1, CHXZG_004392-T1
OG0001064	GBNWP_010125-T1, GBNWP_011021-T1	CHXZG_001309-T1
OG0001065	GBNWP_010198-T1	CHXZG_005571-T1, CHXZG_009315-T1
OG0001066	GBNWP_010246-T1	CHXZG_002779-T1, CHXZG_011565-T1
OG0001067	GBNWP_010359-T1	CHXZG_006524-T1, CHXZG_008381-T1
OG0001068	GBNWP_010511-T1	CHXZG_006893-T1, CHXZG_011087-T1
OG0001069	GBNWP_010832-T1, GBNWP_010837-T1	CHXZG_006496-T1
OG0001070	GBNWP_010864-T1	CHXZG_001825-T1, CHXZG_002832-T1
OG0001071	GBNWP_010867-T1	CHXZG_007456-T1, CHXZG_009130-T1
OG0001072	GBNWP_010910-T1	CHXZG_000830-T1, CHXZG_002004-T1
OG0001073	GBNWP_010969-T1	CHXZG_007627-T1, CHXZG_011008-T1
OG0001074	GBNWP_011070-T1	CHXZG_004608-T1, CHXZG_009267-T1
OG0001075		CHXZG_000349-T1, CHXZG_002457-T1, CHXZG_002599-T1
OG0001076	GBNWP_000001-T1	CHXZG_001976-T1
OG0001077	GBNWP_000003-T1	CHXZG_001974-T1
OG0001078	GBNWP_000004-T1	CHXZG_001973-T1
OG0001079	GBNWP_000005-T1	CHXZG_001972-T1
OG0001080	GBNWP_000009-T1	CHXZG_001968-T1
OG0001081	GBNWP_000010-T1	CHXZG_001967-T1
OG0001082	GBNWP_000011-T1	CHXZG_001966-T1
OG0001083	GBNWP_000012-T1	CHXZG_001965-T1
OG0001084	GBNWP_000013-T1	CHXZG_001964-T1
OG0001085	GBNWP_000014-T1	CHXZG_001963-T1
OG0001086	GBNWP_000015-T1	CHXZG_001962-T1
OG0001087	GBNWP_000016-T1	CHXZG_001961-T1
OG0001088	GBNWP_000020-T1	CHXZG_001958-T1
OG0001089	GBNWP_000021-T1	CHXZG_001957-T1
OG0001090	GBNWP_000022-T1	CHXZG_001956-T1
OG0001091	GBNWP_000023-T1	CHXZG_001955-T1
OG0001092	GBNWP_000025-T1	CHXZG_001952-T1
OG0001093	GBNWP_000026-T1	CHXZG_001951-T1
OG0001094	GBNWP_000027-T1	CHXZG_001950-T1
OG0001095	GBNWP_000028-T1	CHXZG_001949-T1
OG0001096	GBNWP_000029-T1	CHXZG_001948-T1
OG0001097	GBNWP_000030-T1	CHXZG_001947-T1
OG0001098	GBNWP_000031-T1	CHXZG_001946-T1
OG0001099	GBNWP_000033-T1	CHXZG_001943-T1
OG0001100	GBNWP_000034-T1	CHXZG_001942-T1
OG0001101	GBNWP_000035-T1	CHXZG_001941-T1
OG0001102	GBNWP_000037-T1	CHXZG_001938-T1
OG0001103	GBNWP_000038-T1	CHXZG_001937-T1
OG0001104	GBNWP_000040-T1	CHXZG_001934-T1
OG0001105	GBNWP_000042-T1	CHXZG_001932-T1
OG0001106	GBNWP_000043-T1	CHXZG_001931-T1
OG0001107	GBNWP_000045-T1	CHXZG_001929-T1
OG0001108	GBNWP_000046-T1	CHXZG_001928-T1
OG0001109	GBNWP_000047-T1	CHXZG_001927-T1
OG0001110	GBNWP_000048-T1	CHXZG_001926-T1
OG0001111	GBNWP_000049-T1	CHXZG_001925-T1
OG0001112	GBNWP_000050-T1	CHXZG_001924-T1
OG0001113	GBNWP_000051-T1	CHXZG_001923-T1
OG0001114	GBNWP_000052-T1	CHXZG_001921-T1
OG0001115	GBNWP_000054-T1	CHXZG_001919-T1
OG0001116	GBNWP_000055-T1	CHXZG_001918-T1
OG0001117	GBNWP_000056-T1	CHXZG_001917-T1
OG0001118	GBNWP_000057-T1	CHXZG_001916-T1
OG0001119	GBNWP_000062-T1	CHXZG_001911-T1
OG0001120	GBNWP_000064-T1	CHXZG_001909-T1
OG0001121	GBNWP_000065-T1	CHXZG_001908-T1
OG0001122	GBNWP_000066-T1	CHXZG_001907-T1
OG0001123	GBNWP_000068-T1	CHXZG_001905-T1
OG0001124	GBNWP_000070-T1	CHXZG_001902-T1
OG0001125	GBNWP_000071-T1	CHXZG_001901-T1
OG0001126	GBNWP_000072-T1	CHXZG_001900-T1
OG0001127	GBNWP_000073-T1	CHXZG_001899-T1
OG0001128	GBNWP_000074-T1	CHXZG_001898-T1
OG0001129	GBNWP_000075-T1	CHXZG_001897-T1
OG0001130	GBNWP_000077-T1	CHXZG_001895-T1
OG0001131	GBNWP_000078-T1	CHXZG_001894-T1
OG0001132	GBNWP_000079-T1	CHXZG_001893-T1
OG0001133	GBNWP_000080-T1	CHXZG_001892-T1
OG0001134	GBNWP_000081-T1	CHXZG_001891-T1
OG0001135	GBNWP_000082-T1	CHXZG_001890-T1
OG0001136	GBNWP_000083-T1	CHXZG_001889-T1
OG0001137	GBNWP_000084-T1	CHXZG_001888-T1
OG0001138	GBNWP_000087-T1	CHXZG_010904-T1
OG0001139	GBNWP_000088-T1	CHXZG_010905-T1
OG0001140	GBNWP_000089-T1	CHXZG_010906-T1
OG0001141	GBNWP_000092-T1	CHXZG_010909-T1
OG0001142	GBNWP_000093-T1	CHXZG_010910-T1
OG0001143	GBNWP_000094-T1	CHXZG_010911-T1
OG0001144	GBNWP_000095-T1	CHXZG_010912-T1
OG0001145	GBNWP_000096-T1	CHXZG_010913-T1
OG0001146	GBNWP_000097-T1	CHXZG_010914-T1
OG0001147	GBNWP_000098-T1	CHXZG_010915-T1
OG0001148	GBNWP_000099-T1	CHXZG_010916-T1
OG0001149	GBNWP_000100-T1	CHXZG_010917-T1
OG0001150	GBNWP_000101-T1	CHXZG_010918-T1
OG0001151	GBNWP_000102-T1	CHXZG_010919-T1
OG0001152	GBNWP_000104-T1	CHXZG_010922-T1
OG0001153	GBNWP_000105-T1	CHXZG_010923-T1
OG0001154	GBNWP_000106-T1	CHXZG_010924-T1
OG0001155	GBNWP_000107-T1	CHXZG_010925-T1
OG0001156	GBNWP_000108-T1	CHXZG_010926-T1
OG0001157	GBNWP_000112-T1	CHXZG_010931-T1
OG0001158	GBNWP_000113-T1	CHXZG_010932-T1
OG0001159	GBNWP_000114-T1	CHXZG_010933-T1
OG0001160	GBNWP_000118-T1	CHXZG_010937-T1
OG0001161	GBNWP_000119-T1	CHXZG_010938-T1
OG0001162	GBNWP_000120-T1	CHXZG_010939-T1
OG0001163	GBNWP_000121-T1	CHXZG_010940-T1
OG0001164	GBNWP_000122-T1	CHXZG_010941-T1
OG0001165	GBNWP_000124-T1	CHXZG_010943-T1
OG0001166	GBNWP_000125-T1	CHXZG_010944-T1
OG0001167	GBNWP_000126-T1	CHXZG_010945-T1
OG0001168	GBNWP_000130-T1	CHXZG_000637-T1
OG0001169	GBNWP_000132-T1	CHXZG_000639-T1
OG0001170	GBNWP_000133-T1	CHXZG_000640-T1
OG0001171	GBNWP_000134-T1	CHXZG_000641-T1
OG0001172	GBNWP_000135-T1	CHXZG_000642-T1
OG0001173	GBNWP_000136-T1	CHXZG_000643-T1
OG0001174	GBNWP_000137-T1	CHXZG_000644-T1
OG0001175	GBNWP_000140-T1	CHXZG_000647-T1
OG0001176	GBNWP_000141-T1	CHXZG_000648-T1
OG0001177	GBNWP_000143-T1	CHXZG_000650-T1
OG0001178	GBNWP_000144-T1	CHXZG_000652-T1
OG0001179	GBNWP_000145-T1	CHXZG_000653-T1
OG0001180	GBNWP_000147-T1	CHXZG_000656-T1
OG0001181	GBNWP_000149-T1	CHXZG_000658-T1
OG0001182	GBNWP_000150-T1	CHXZG_000659-T1
OG0001183	GBNWP_000152-T1	CHXZG_000661-T1
OG0001184	GBNWP_000153-T1	CHXZG_000662-T1
OG0001185	GBNWP_000155-T1	CHXZG_000664-T1
OG0001186	GBNWP_000156-T1	CHXZG_000665-T1
OG0001187	GBNWP_000157-T1	CHXZG_000666-T1
OG0001188	GBNWP_000158-T1	CHXZG_000667-T1
OG0001189	GBNWP_000159-T1	CHXZG_000668-T1
OG0001190	GBNWP_000160-T1	CHXZG_000669-T1
OG0001191	GBNWP_000161-T1	CHXZG_000670-T1
OG0001192	GBNWP_000165-T1	CHXZG_000673-T1
OG0001193	GBNWP_000166-T1	CHXZG_000674-T1
OG0001194	GBNWP_000167-T1	CHXZG_000675-T1
OG0001195	GBNWP_000168-T1	CHXZG_000676-T1
OG0001196	GBNWP_000171-T1	CHXZG_000679-T1
OG0001197	GBNWP_000172-T1	CHXZG_000680-T1
OG0001198	GBNWP_000173-T1	CHXZG_000681-T1
OG0001199	GBNWP_000174-T1	CHXZG_000682-T1
OG0001200	GBNWP_000175-T1	CHXZG_000683-T1
OG0001201	GBNWP_000178-T1	CHXZG_000685-T1
OG0001202	GBNWP_000179-T1	CHXZG_000686-T1
OG0001203	GBNWP_000180-T1	CHXZG_000687-T1
OG0001204	GBNWP_000181-T1	CHXZG_000688-T1
OG0001205	GBNWP_000182-T1	CHXZG_000689-T1
OG0001206	GBNWP_000185-T1	CHXZG_000696-T1
OG0001207	GBNWP_000186-T1	CHXZG_000697-T1
OG0001208	GBNWP_000188-T1	CHXZG_000699-T1
OG0001209	GBNWP_000189-T1	CHXZG_000700-T1
OG0001210	GBNWP_000190-T1	CHXZG_000701-T1
OG0001211	GBNWP_000192-T1	CHXZG_000704-T1
OG0001212	GBNWP_000193-T1	CHXZG_000705-T1
OG0001213	GBNWP_000194-T1	CHXZG_000707-T1
OG0001214	GBNWP_000199-T1	CHXZG_004344-T1
OG0001215	GBNWP_000200-T1	CHXZG_004345-T1
OG0001216	GBNWP_000201-T1	CHXZG_004346-T1
OG0001217	GBNWP_000202-T1	CHXZG_004348-T1
OG0001218	GBNWP_000204-T1	CHXZG_004350-T1
OG0001219	GBNWP_000205-T1	CHXZG_004351-T1
OG0001220	GBNWP_000206-T1	CHXZG_004352-T1
OG0001221	GBNWP_000207-T1	CHXZG_004353-T1
OG0001222	GBNWP_000208-T1	CHXZG_004354-T1
OG0001223	GBNWP_000209-T1	CHXZG_004355-T1
OG0001224	GBNWP_000210-T1	CHXZG_004356-T1
OG0001225	GBNWP_000211-T1	CHXZG_004357-T1
OG0001226	GBNWP_000214-T1	CHXZG_008939-T1
OG0001227	GBNWP_000215-T1	CHXZG_008938-T1
OG0001228	GBNWP_000216-T1	CHXZG_008937-T1
OG0001229	GBNWP_000217-T1	CHXZG_008936-T1
OG0001230	GBNWP_000220-T1	CHXZG_008934-T1
OG0001231	GBNWP_000221-T1	CHXZG_008933-T1
OG0001232	GBNWP_000222-T1	CHXZG_008932-T1
OG0001233	GBNWP_000223-T1	CHXZG_008931-T1
OG0001234	GBNWP_000224-T1	CHXZG_008930-T1
OG0001235	GBNWP_000225-T1	CHXZG_008929-T1
OG0001236	GBNWP_000229-T1	CHXZG_008924-T1
OG0001237	GBNWP_000230-T1	CHXZG_008923-T1
OG0001238	GBNWP_000231-T1	CHXZG_008922-T1
OG0001239	GBNWP_000233-T1	CHXZG_008920-T1
OG0001240	GBNWP_000234-T1	CHXZG_008919-T1
OG0001241	GBNWP_000236-T1	CHXZG_008917-T1
OG0001242	GBNWP_000237-T1	CHXZG_008916-T1
OG0001243	GBNWP_000238-T1	CHXZG_008915-T1
OG0001244	GBNWP_000242-T1	CHXZG_008911-T1
OG0001245	GBNWP_000243-T1	CHXZG_008910-T1
OG0001246	GBNWP_000244-T1	CHXZG_008909-T1
OG0001247	GBNWP_000245-T1	CHXZG_008908-T1
OG0001248	GBNWP_000246-T1	CHXZG_008907-T1
OG0001249	GBNWP_000247-T1	CHXZG_008906-T1
OG0001250	GBNWP_000249-T1	CHXZG_008904-T1
OG0001251	GBNWP_000250-T1	CHXZG_008903-T1
OG0001252	GBNWP_000251-T1	CHXZG_008902-T1
OG0001253	GBNWP_000252-T1	CHXZG_008901-T1
OG0001254	GBNWP_000253-T1	CHXZG_008900-T1
OG0001255	GBNWP_000254-T1	CHXZG_008899-T1
OG0001256	GBNWP_000255-T1	CHXZG_008898-T1
OG0001257	GBNWP_000256-T1	CHXZG_008897-T1
OG0001258	GBNWP_000257-T1	CHXZG_008896-T1
OG0001259	GBNWP_000258-T1	CHXZG_008895-T1
OG0001260	GBNWP_000259-T1	CHXZG_008894-T1
OG0001261	GBNWP_000261-T1	CHXZG_008892-T1
OG0001262	GBNWP_000264-T1	CHXZG_008888-T1
OG0001263	GBNWP_000266-T1	CHXZG_004830-T1
OG0001264	GBNWP_000268-T1	CHXZG_004828-T1
OG0001265	GBNWP_000269-T1	CHXZG_004827-T1
OG0001266	GBNWP_000270-T1	CHXZG_004826-T1
OG0001267	GBNWP_000274-T1	CHXZG_004822-T1
OG0001268	GBNWP_000275-T1	CHXZG_004821-T1
OG0001269	GBNWP_000277-T1	CHXZG_004819-T1
OG0001270	GBNWP_000279-T1	CHXZG_004817-T1
OG0001271	GBNWP_000282-T1	CHXZG_004860-T1
OG0001272	GBNWP_000283-T1	CHXZG_004859-T1
OG0001273	GBNWP_000284-T1	CHXZG_004858-T1
OG0001274	GBNWP_000285-T1	CHXZG_004857-T1
OG0001275	GBNWP_000286-T1	CHXZG_004856-T1
OG0001276	GBNWP_000287-T1	CHXZG_004855-T1
OG0001277	GBNWP_000288-T1	CHXZG_004854-T1
OG0001278	GBNWP_000289-T1	CHXZG_004853-T1
OG0001279	GBNWP_000290-T1	CHXZG_004852-T1
OG0001280	GBNWP_000291-T1	CHXZG_004851-T1
OG0001281	GBNWP_000292-T1	CHXZG_004850-T1
OG0001282	GBNWP_000293-T1	CHXZG_004849-T1
OG0001283	GBNWP_000294-T1	CHXZG_004847-T1
OG0001284	GBNWP_000298-T1	CHXZG_010422-T1
OG0001285	GBNWP_000299-T1	CHXZG_010423-T1
OG0001286	GBNWP_000300-T1	CHXZG_010424-T1
OG0001287	GBNWP_000301-T1	CHXZG_010425-T1
OG0001288	GBNWP_000302-T1	CHXZG_010426-T1
OG0001289	GBNWP_000304-T1	CHXZG_010428-T1
OG0001290	GBNWP_000305-T1	CHXZG_010429-T1
OG0001291	GBNWP_000306-T1	CHXZG_010430-T1
OG0001292	GBNWP_000307-T1	CHXZG_010431-T1
OG0001293	GBNWP_000309-T1	CHXZG_010432-T1
OG0001294	GBNWP_000310-T1	CHXZG_010433-T1
OG0001295	GBNWP_000311-T1	CHXZG_010434-T1
OG0001296	GBNWP_000313-T1	CHXZG_010437-T1
OG0001297	GBNWP_000314-T1	CHXZG_010438-T1
OG0001298	GBNWP_000317-T1	CHXZG_003684-T1
OG0001299	GBNWP_000318-T1	CHXZG_003685-T1
OG0001300	GBNWP_000319-T1	CHXZG_003686-T1
OG0001301	GBNWP_000320-T1	CHXZG_003687-T1
OG0001302	GBNWP_000322-T1	CHXZG_003689-T1
OG0001303	GBNWP_000323-T1	CHXZG_003690-T1
OG0001304	GBNWP_000326-T1	CHXZG_003693-T1
OG0001305	GBNWP_000327-T1	CHXZG_003694-T1
OG0001306	GBNWP_000329-T1	CHXZG_000988-T1
OG0001307	GBNWP_000330-T1	CHXZG_011027-T1
OG0001308	GBNWP_000333-T1	CHXZG_001344-T1
OG0001309	GBNWP_000335-T1	CHXZG_011356-T1
OG0001310	GBNWP_000336-T1	CHXZG_011357-T1
OG0001311	GBNWP_000337-T1	CHXZG_011358-T1
OG0001312	GBNWP_000338-T1	CHXZG_011359-T1
OG0001313	GBNWP_000340-T1	CHXZG_011361-T1
OG0001314	GBNWP_000341-T1	CHXZG_011362-T1
OG0001315	GBNWP_000342-T1	CHXZG_011363-T1
OG0001316	GBNWP_000343-T1	CHXZG_011364-T1
OG0001317	GBNWP_000344-T1	CHXZG_011365-T1
OG0001318	GBNWP_000345-T1	CHXZG_011366-T1
OG0001319	GBNWP_000346-T1	CHXZG_011367-T1
OG0001320	GBNWP_000347-T1	CHXZG_011369-T1
OG0001321	GBNWP_000348-T1	CHXZG_011370-T1
OG0001322	GBNWP_000349-T1	CHXZG_011371-T1
OG0001323	GBNWP_000350-T1	CHXZG_011372-T1
OG0001324	GBNWP_000351-T1	CHXZG_011373-T1
OG0001325	GBNWP_000352-T1	CHXZG_011374-T1
OG0001326	GBNWP_000353-T1	CHXZG_011375-T1
OG0001327	GBNWP_000355-T1	CHXZG_011377-T1
OG0001328	GBNWP_000356-T1	CHXZG_011379-T1
OG0001329	GBNWP_000358-T1	CHXZG_011382-T1
OG0001330	GBNWP_000359-T1	CHXZG_011026-T1
OG0001331	GBNWP_000361-T1	CHXZG_011025-T1
OG0001332	GBNWP_000363-T1	CHXZG_001760-T1
OG0001333	GBNWP_000364-T1	CHXZG_001759-T1
OG0001334	GBNWP_000365-T1	CHXZG_001758-T1
OG0001335	GBNWP_000366-T1	CHXZG_001757-T1
OG0001336	GBNWP_000367-T1	CHXZG_001756-T1
OG0001337	GBNWP_000369-T1	CHXZG_001754-T1
OG0001338	GBNWP_000370-T1	CHXZG_001753-T1
OG0001339	GBNWP_000371-T1	CHXZG_001752-T1
OG0001340	GBNWP_000373-T1	CHXZG_002426-T1
OG0001341	GBNWP_000374-T1	CHXZG_002425-T1
OG0001342	GBNWP_000377-T1	CHXZG_002422-T1
OG0001343	GBNWP_000378-T1	CHXZG_002421-T1
OG0001344	GBNWP_000379-T1	CHXZG_002420-T1
OG0001345	GBNWP_000381-T1	CHXZG_002418-T1
OG0001346	GBNWP_000382-T1	CHXZG_002417-T1
OG0001347	GBNWP_000383-T1	CHXZG_002416-T1
OG0001348	GBNWP_000384-T1	CHXZG_002415-T1
OG0001349	GBNWP_000386-T1	CHXZG_002413-T1
OG0001350	GBNWP_000387-T1	CHXZG_002412-T1
OG0001351	GBNWP_000388-T1	CHXZG_002411-T1
OG0001352	GBNWP_000389-T1	CHXZG_002410-T1
OG0001353	GBNWP_000390-T1	CHXZG_002409-T1
OG0001354	GBNWP_000391-T1	CHXZG_002408-T1
OG0001355	GBNWP_000392-T1	CHXZG_002407-T1
OG0001356	GBNWP_000393-T1	CHXZG_002406-T1
OG0001357	GBNWP_000394-T1	CHXZG_002405-T1
OG0001358	GBNWP_000400-T1	CHXZG_011453-T1
OG0001359	GBNWP_000402-T1	CHXZG_011451-T1
OG0001360	GBNWP_000403-T1	CHXZG_011450-T1
OG0001361	GBNWP_000404-T1	CHXZG_011449-T1
OG0001362	GBNWP_000405-T1	CHXZG_011448-T1
OG0001363	GBNWP_000406-T1	CHXZG_011447-T1
OG0001364	GBNWP_000407-T1	CHXZG_011446-T1
OG0001365	GBNWP_000408-T1	CHXZG_011445-T1
OG0001366	GBNWP_000409-T1	CHXZG_011444-T1
OG0001367	GBNWP_000410-T1	CHXZG_011443-T1
OG0001368	GBNWP_000411-T1	CHXZG_011442-T1
OG0001369	GBNWP_000412-T1	CHXZG_011441-T1
OG0001370	GBNWP_000413-T1	CHXZG_011440-T1
OG0001371	GBNWP_000414-T1	CHXZG_011439-T1
OG0001372	GBNWP_000415-T1	CHXZG_011438-T1
OG0001373	GBNWP_000416-T1	CHXZG_011437-T1
OG0001374	GBNWP_000417-T1	CHXZG_011436-T1
OG0001375	GBNWP_000421-T1	CHXZG_011432-T1
OG0001376	GBNWP_000422-T1	CHXZG_011431-T1
OG0001377	GBNWP_000423-T1	CHXZG_011430-T1
OG0001378	GBNWP_000424-T1	CHXZG_011429-T1
OG0001379	GBNWP_000425-T1	CHXZG_011428-T1
OG0001380	GBNWP_000426-T1	CHXZG_011427-T1
OG0001381	GBNWP_000427-T1	CHXZG_011426-T1
OG0001382	GBNWP_000430-T1	CHXZG_011423-T1
OG0001383	GBNWP_000431-T1	CHXZG_011422-T1
OG0001384	GBNWP_000434-T1	CHXZG_002097-T1
OG0001385	GBNWP_000435-T1	CHXZG_004122-T1
OG0001386	GBNWP_000436-T1	CHXZG_000630-T1
OG0001387	GBNWP_000439-T1	CHXZG_011460-T1
OG0001388	GBNWP_000440-T1	CHXZG_011461-T1
OG0001389	GBNWP_000441-T1	CHXZG_011463-T1
OG0001390	GBNWP_000442-T1	CHXZG_011464-T1
OG0001391	GBNWP_000443-T1	CHXZG_011465-T1
OG0001392	GBNWP_000444-T1	CHXZG_011466-T1
OG0001393	GBNWP_000447-T1	CHXZG_011469-T1
OG0001394	GBNWP_000448-T1	CHXZG_011470-T1
OG0001395	GBNWP_000449-T1	CHXZG_011471-T1
OG0001396	GBNWP_000450-T1	CHXZG_011472-T1
OG0001397	GBNWP_000451-T1	CHXZG_011473-T1
OG0001398	GBNWP_000452-T1	CHXZG_011474-T1
OG0001399	GBNWP_000453-T1	CHXZG_011475-T1
OG0001400	GBNWP_000455-T1	CHXZG_011477-T1
OG0001401	GBNWP_000459-T1	CHXZG_011482-T1
OG0001402	GBNWP_000460-T1	CHXZG_011483-T1
OG0001403	GBNWP_000466-T1	CHXZG_011489-T1
OG0001404	GBNWP_000468-T1	CHXZG_011491-T1
OG0001405	GBNWP_000469-T1	CHXZG_011492-T1
OG0001406	GBNWP_000471-T1	CHXZG_010395-T1
OG0001407	GBNWP_000474-T1	CHXZG_004224-T1
OG0001408	GBNWP_000476-T1	CHXZG_004225-T1
OG0001409	GBNWP_000477-T1	CHXZG_004226-T1
OG0001410	GBNWP_000478-T1	CHXZG_004227-T1
OG0001411	GBNWP_000479-T1	CHXZG_004228-T1
OG0001412	GBNWP_000480-T1	CHXZG_004229-T1
OG0001413	GBNWP_000482-T1	CHXZG_004231-T1
OG0001414	GBNWP_000483-T1	CHXZG_004232-T1
OG0001415	GBNWP_000484-T1	CHXZG_004233-T1
OG0001416	GBNWP_000486-T1	CHXZG_004235-T1
OG0001417	GBNWP_000487-T1	CHXZG_004236-T1
OG0001418	GBNWP_000488-T1	CHXZG_004237-T1
OG0001419	GBNWP_000489-T1	CHXZG_004238-T1
OG0001420	GBNWP_000490-T1	CHXZG_004240-T1
OG0001421	GBNWP_000491-T1	CHXZG_004241-T1
OG0001422	GBNWP_000495-T1	CHXZG_004245-T1
OG0001423	GBNWP_000497-T1	CHXZG_004247-T1
OG0001424	GBNWP_000502-T1	CHXZG_004254-T1
OG0001425	GBNWP_000503-T1	CHXZG_004255-T1
OG0001426	GBNWP_000506-T1	CHXZG_004258-T1
OG0001427	GBNWP_000508-T1	CHXZG_004260-T1
OG0001428	GBNWP_000510-T1	CHXZG_004262-T1
OG0001429	GBNWP_000511-T1	CHXZG_004263-T1
OG0001430	GBNWP_000512-T1	CHXZG_004264-T1
OG0001431	GBNWP_000513-T1	CHXZG_004265-T1
OG0001432	GBNWP_000515-T1	CHXZG_004358-T1
OG0001433	GBNWP_000518-T1	CHXZG_006007-T1
OG0001434	GBNWP_000520-T1	CHXZG_003446-T1
OG0001435	GBNWP_000521-T1	CHXZG_009693-T1
OG0001436	GBNWP_000522-T1	CHXZG_002625-T1
OG0001437	GBNWP_000523-T1	CHXZG_000420-T1
OG0001438	GBNWP_000525-T1	CHXZG_000418-T1
OG0001439	GBNWP_000526-T1	CHXZG_000417-T1
OG0001440	GBNWP_000527-T1	CHXZG_000416-T1
OG0001441	GBNWP_000528-T1	CHXZG_000415-T1
OG0001442	GBNWP_000529-T1	CHXZG_000414-T1
OG0001443	GBNWP_000532-T1	CHXZG_000410-T1
OG0001444	GBNWP_000534-T1	CHXZG_000408-T1
OG0001445	GBNWP_000535-T1	CHXZG_000407-T1
OG0001446	GBNWP_000536-T1	CHXZG_000406-T1
OG0001447	GBNWP_000537-T1	CHXZG_000405-T1
OG0001448	GBNWP_000538-T1	CHXZG_000404-T1
OG0001449	GBNWP_000540-T1	CHXZG_000402-T1
OG0001450	GBNWP_000541-T1	CHXZG_000401-T1
OG0001451	GBNWP_000542-T1	CHXZG_000400-T1
OG0001452	GBNWP_000543-T1	CHXZG_000399-T1
OG0001453	GBNWP_000544-T1	CHXZG_000398-T1
OG0001454	GBNWP_000545-T1	CHXZG_000397-T1
OG0001455	GBNWP_000547-T1	CHXZG_000395-T1
OG0001456	GBNWP_000548-T1	CHXZG_000394-T1
OG0001457	GBNWP_000549-T1	CHXZG_000393-T1
OG0001458	GBNWP_000550-T1	CHXZG_000391-T1
OG0001459	GBNWP_000551-T1	CHXZG_000390-T1
OG0001460	GBNWP_000552-T1	CHXZG_000389-T1
OG0001461	GBNWP_000553-T1	CHXZG_000388-T1
OG0001462	GBNWP_000554-T1	CHXZG_000387-T1
OG0001463	GBNWP_000555-T1	CHXZG_001695-T1
OG0001464	GBNWP_000556-T1	CHXZG_010236-T1
OG0001465	GBNWP_000557-T1	CHXZG_001244-T1
OG0001466	GBNWP_000559-T1	CHXZG_001246-T1
OG0001467	GBNWP_000561-T1	CHXZG_001248-T1
OG0001468	GBNWP_000562-T1	CHXZG_001249-T1
OG0001469	GBNWP_000563-T1	CHXZG_001250-T1
OG0001470	GBNWP_000564-T1	CHXZG_001251-T1
OG0001471	GBNWP_000565-T1	CHXZG_001252-T1
OG0001472	GBNWP_000566-T1	CHXZG_001253-T1
OG0001473	GBNWP_000567-T1	CHXZG_001254-T1
OG0001474	GBNWP_000568-T1	CHXZG_001255-T1
OG0001475	GBNWP_000569-T1	CHXZG_001256-T1
OG0001476	GBNWP_000570-T1	CHXZG_001257-T1
OG0001477	GBNWP_000571-T1	CHXZG_001258-T1
OG0001478	GBNWP_000572-T1	CHXZG_001259-T1
OG0001479	GBNWP_000573-T1	CHXZG_001260-T1
OG0001480	GBNWP_000575-T1	CHXZG_001262-T1
OG0001481	GBNWP_000576-T1	CHXZG_001263-T1
OG0001482	GBNWP_000580-T1	CHXZG_001266-T1
OG0001483	GBNWP_000581-T1	CHXZG_001267-T1
OG0001484	GBNWP_000582-T1	CHXZG_001268-T1
OG0001485	GBNWP_000583-T1	CHXZG_001269-T1
OG0001486	GBNWP_000584-T1	CHXZG_001271-T1
OG0001487	GBNWP_000586-T1	CHXZG_007572-T1
OG0001488	GBNWP_000588-T1	CHXZG_007571-T1
OG0001489	GBNWP_000591-T1	CHXZG_000601-T1
OG0001490	GBNWP_000594-T1	CHXZG_000832-T1
OG0001491	GBNWP_000595-T1	CHXZG_000833-T1
OG0001492	GBNWP_000596-T1	CHXZG_000834-T1
OG0001493	GBNWP_000597-T1	CHXZG_000835-T1
OG0001494	GBNWP_000598-T1	CHXZG_000836-T1
OG0001495	GBNWP_000599-T1	CHXZG_000837-T1
OG0001496	GBNWP_000600-T1	CHXZG_000838-T1
OG0001497	GBNWP_000602-T1	CHXZG_000840-T1
OG0001498	GBNWP_000603-T1	CHXZG_000844-T1
OG0001499	GBNWP_000604-T1	CHXZG_000845-T1
OG0001500	GBNWP_000606-T1	CHXZG_000847-T1
OG0001501	GBNWP_000607-T1	CHXZG_000848-T1
OG0001502	GBNWP_000608-T1	CHXZG_000849-T1
