	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0001589	GBNUN_000750-T1	CHXZO_001425-T1
OG0001590	GBNUN_000752-T1	CHXZO_001538-T1
OG0001591	GBNUN_000753-T1	CHXZO_002453-T1
OG0001592	GBNUN_000755-T1	CHXZO_004037-T1
OG0001593	GBNUN_000757-T1	CHXZO_004035-T1
OG0001594	GBNUN_000758-T1	CHXZO_004034-T1
OG0001595	GBNUN_000760-T1	CHXZO_004033-T1
OG0001596	GBNUN_000762-T1	CHXZO_004031-T1
OG0001597	GBNUN_000763-T1	CHXZO_004030-T1
OG0001598	GBNUN_000765-T1	CHXZO_004027-T1
OG0001599	GBNUN_000766-T1	CHXZO_004026-T1
OG0001600	GBNUN_000767-T1	CHXZO_004025-T1
OG0001601	GBNUN_000768-T1	CHXZO_004024-T1
OG0001602	GBNUN_000769-T1	CHXZO_004023-T1
OG0001603	GBNUN_000770-T1	CHXZO_004022-T1
OG0001604	GBNUN_000773-T1	CHXZO_004019-T1
OG0001605	GBNUN_000774-T1	CHXZO_004018-T1
OG0001606	GBNUN_000775-T1	CHXZO_004017-T1
OG0001607	GBNUN_000776-T1	CHXZO_004016-T1
OG0001608	GBNUN_000777-T1	CHXZO_004015-T1
OG0001609	GBNUN_000778-T1	CHXZO_004013-T1
OG0001610	GBNUN_000779-T1	CHXZO_004012-T1
OG0001611	GBNUN_000780-T1	CHXZO_004011-T1
OG0001612	GBNUN_000781-T1	CHXZO_004010-T1
OG0001613	GBNUN_000783-T1	CHXZO_004008-T1
OG0001614	GBNUN_000784-T1	CHXZO_004007-T1
OG0001615	GBNUN_000785-T1	CHXZO_004006-T1
OG0001616	GBNUN_000786-T1	CHXZO_004005-T1
OG0001617	GBNUN_000788-T1	CHXZO_004003-T1
OG0001618	GBNUN_000789-T1	CHXZO_001457-T1
OG0001619	GBNUN_000793-T1	CHXZO_006858-T1
OG0001620	GBNUN_000795-T1	CHXZO_006855-T1
OG0001621	GBNUN_000796-T1	CHXZO_006854-T1
OG0001622	GBNUN_000797-T1	CHXZO_006853-T1
OG0001623	GBNUN_000798-T1	CHXZO_006852-T1
OG0001624	GBNUN_000799-T1	CHXZO_006851-T1
OG0001625	GBNUN_000800-T1	CHXZO_006850-T1
OG0001626	GBNUN_000801-T1	CHXZO_006849-T1
OG0001627	GBNUN_000802-T1	CHXZO_006848-T1
OG0001628	GBNUN_000803-T1	CHXZO_006847-T1
OG0001629	GBNUN_000804-T1	CHXZO_006846-T1
OG0001630	GBNUN_000805-T1	CHXZO_006845-T1
OG0001631	GBNUN_000806-T1	CHXZO_006844-T1
OG0001632	GBNUN_000810-T1	CHXZO_006115-T1
OG0001633	GBNUN_000811-T1	CHXZO_006116-T1
OG0001634	GBNUN_000812-T1	CHXZO_006117-T1
OG0001635	GBNUN_000813-T1	CHXZO_006118-T1
OG0001636	GBNUN_000814-T1	CHXZO_006119-T1
OG0001637	GBNUN_000816-T1	CHXZO_006121-T1
OG0001638	GBNUN_000817-T1	CHXZO_006122-T1
OG0001639	GBNUN_000818-T1	CHXZO_006123-T1
OG0001640	GBNUN_000820-T1	CHXZO_006124-T1
OG0001641	GBNUN_000822-T1	CHXZO_006126-T1
OG0001642	GBNUN_000828-T1	CHXZO_000921-T1
OG0001643	GBNUN_000831-T1	CHXZO_012361-T1
OG0001644	GBNUN_000832-T1	CHXZO_012362-T1
OG0001645	GBNUN_000835-T1	CHXZO_012095-T1
OG0001646	GBNUN_000837-T1	CHXZO_012093-T1
OG0001647	GBNUN_000838-T1	CHXZO_012092-T1
OG0001648	GBNUN_000842-T1	CHXZO_012088-T1
OG0001649	GBNUN_000843-T1	CHXZO_012087-T1
OG0001650	GBNUN_000844-T1	CHXZO_012086-T1
OG0001651	GBNUN_000845-T1	CHXZO_012085-T1
OG0001652	GBNUN_000846-T1	CHXZO_012084-T1
OG0001653	GBNUN_000848-T1	CHXZO_012082-T1
OG0001654	GBNUN_000849-T1	CHXZO_012081-T1
OG0001655	GBNUN_000850-T1	CHXZO_012080-T1
OG0001656	GBNUN_000851-T1	CHXZO_012079-T1
OG0001657	GBNUN_000852-T1	CHXZO_012077-T1
OG0001658	GBNUN_000853-T1	CHXZO_012076-T1
OG0001659	GBNUN_000855-T1	CHXZO_012075-T1
OG0001660	GBNUN_000856-T1	CHXZO_012074-T1
OG0001661	GBNUN_000857-T1	CHXZO_012073-T1
OG0001662	GBNUN_000860-T1	CHXZO_012070-T1
OG0001663	GBNUN_000861-T1	CHXZO_012069-T1
OG0001664	GBNUN_000862-T1	CHXZO_012068-T1
OG0001665	GBNUN_000863-T1	CHXZO_012067-T1
OG0001666	GBNUN_000864-T1	CHXZO_012066-T1
OG0001667	GBNUN_000866-T1	CHXZO_012064-T1
OG0001668	GBNUN_000867-T1	CHXZO_012063-T1
OG0001669	GBNUN_000868-T1	CHXZO_012062-T1
OG0001670	GBNUN_000869-T1	CHXZO_012061-T1
OG0001671	GBNUN_000870-T1	CHXZO_001016-T1
OG0001672	GBNUN_000874-T1	CHXZO_012173-T1
OG0001673	GBNUN_000875-T1	CHXZO_002693-T1
OG0001674	GBNUN_000877-T1	CHXZO_008713-T1
OG0001675	GBNUN_000878-T1	CHXZO_002949-T1
OG0001676	GBNUN_000879-T1	CHXZO_002948-T1
OG0001677	GBNUN_000880-T1	CHXZO_002947-T1
OG0001678	GBNUN_000881-T1	CHXZO_002946-T1
OG0001679	GBNUN_000882-T1	CHXZO_002945-T1
OG0001680	GBNUN_000883-T1	CHXZO_002944-T1
OG0001681	GBNUN_000884-T1	CHXZO_002943-T1
OG0001682	GBNUN_000885-T1	CHXZO_002942-T1
OG0001683	GBNUN_000886-T1	CHXZO_002941-T1
OG0001684	GBNUN_000887-T1	CHXZO_002940-T1
OG0001685	GBNUN_000888-T1	CHXZO_002939-T1
OG0001686	GBNUN_000889-T1	CHXZO_002938-T1
OG0001687	GBNUN_000890-T1	CHXZO_002937-T1
OG0001688	GBNUN_000891-T1	CHXZO_002936-T1
OG0001689	GBNUN_000895-T1	CHXZO_007362-T1
OG0001690	GBNUN_000896-T1	CHXZO_007361-T1
OG0001691	GBNUN_000897-T1	CHXZO_007360-T1
OG0001692	GBNUN_000898-T1	CHXZO_007359-T1
OG0001693	GBNUN_000900-T1	CHXZO_007357-T1
OG0001694	GBNUN_000901-T1	CHXZO_007356-T1
OG0001695	GBNUN_000902-T1	CHXZO_007355-T1
OG0001696	GBNUN_000905-T1	CHXZO_003517-T1
OG0001697	GBNUN_000909-T1	CHXZO_003131-T1
OG0001698	GBNUN_000910-T1	CHXZO_012178-T1
OG0001699	GBNUN_000911-T1	CHXZO_012179-T1
OG0001700	GBNUN_000912-T1	CHXZO_012180-T1
OG0001701	GBNUN_000913-T1	CHXZO_012182-T1
OG0001702	GBNUN_000914-T1	CHXZO_012183-T1
OG0001703	GBNUN_000915-T1	CHXZO_012184-T1
OG0001704	GBNUN_000916-T1	CHXZO_012185-T1
OG0001705	GBNUN_000917-T1	CHXZO_012186-T1
OG0001706	GBNUN_000918-T1	CHXZO_012187-T1
OG0001707	GBNUN_000919-T1	CHXZO_012188-T1
OG0001708	GBNUN_000920-T1	CHXZO_012189-T1
OG0001709	GBNUN_000921-T1	CHXZO_012190-T1
OG0001710	GBNUN_000922-T1	CHXZO_012191-T1
OG0001711	GBNUN_000923-T1	CHXZO_012192-T1
OG0001712	GBNUN_000924-T1	CHXZO_012193-T1
OG0001713	GBNUN_000925-T1	CHXZO_012194-T1
OG0001714	GBNUN_000928-T1	CHXZO_012197-T1
OG0001715	GBNUN_000930-T1	CHXZO_012199-T1
OG0001716	GBNUN_000931-T1	CHXZO_012200-T1
OG0001717	GBNUN_000932-T1	CHXZO_012201-T1
OG0001718	GBNUN_000933-T1	CHXZO_012202-T1
OG0001719	GBNUN_000934-T1	CHXZO_012203-T1
OG0001720	GBNUN_000935-T1	CHXZO_012205-T1
OG0001721	GBNUN_000937-T1	CHXZO_012207-T1
OG0001722	GBNUN_000938-T1	CHXZO_012208-T1
OG0001723	GBNUN_000942-T1	CHXZO_002664-T1
OG0001724	GBNUN_000943-T1	CHXZO_002110-T1
OG0001725	GBNUN_000947-T1	CHXZO_012288-T1
OG0001726	GBNUN_000948-T1	CHXZO_012289-T1
OG0001727	GBNUN_000949-T1	CHXZO_012290-T1
OG0001728	GBNUN_000950-T1	CHXZO_012291-T1
OG0001729	GBNUN_000951-T1	CHXZO_012292-T1
OG0001730	GBNUN_000952-T1	CHXZO_012293-T1
OG0001731	GBNUN_000953-T1	CHXZO_012295-T1
OG0001732	GBNUN_000954-T1	CHXZO_012296-T1
OG0001733	GBNUN_000956-T1	CHXZO_012297-T1
OG0001734	GBNUN_000959-T1	CHXZO_012300-T1
OG0001735	GBNUN_000960-T1	CHXZO_012301-T1
OG0001736	GBNUN_000961-T1	CHXZO_012302-T1
OG0001737	GBNUN_000964-T1	CHXZO_012305-T1
OG0001738	GBNUN_000965-T1	CHXZO_012306-T1
OG0001739	GBNUN_000966-T1	CHXZO_012308-T1
OG0001740	GBNUN_000967-T1	CHXZO_012309-T1
OG0001741	GBNUN_000968-T1	CHXZO_012310-T1
OG0001742	GBNUN_000969-T1	CHXZO_012311-T1
OG0001743	GBNUN_000970-T1	CHXZO_012312-T1
OG0001744	GBNUN_000971-T1	CHXZO_012313-T1
OG0001745	GBNUN_000972-T1	CHXZO_012314-T1
OG0001746	GBNUN_000973-T1	CHXZO_012315-T1
OG0001747	GBNUN_000974-T1	CHXZO_012316-T1
OG0001748	GBNUN_000975-T1	CHXZO_012317-T1
OG0001749	GBNUN_000976-T1	CHXZO_012318-T1
OG0001750	GBNUN_000977-T1	CHXZO_012319-T1
OG0001751	GBNUN_000978-T1	CHXZO_012320-T1
OG0001752	GBNUN_000980-T1	CHXZO_001994-T1
OG0001753	GBNUN_000982-T1	CHXZO_002576-T1
OG0001754	GBNUN_000985-T1	CHXZO_000215-T1
OG0001755	GBNUN_000986-T1	CHXZO_000216-T1
OG0001756	GBNUN_000988-T1	CHXZO_000219-T1
OG0001757	GBNUN_000991-T1	CHXZO_000222-T1
OG0001758	GBNUN_000992-T1	CHXZO_000223-T1
OG0001759	GBNUN_000993-T1	CHXZO_000224-T1
OG0001760	GBNUN_000994-T1	CHXZO_000225-T1
OG0001761	GBNUN_000995-T1	CHXZO_000226-T1
OG0001762	GBNUN_000996-T1	CHXZO_000227-T1
OG0001763	GBNUN_000997-T1	CHXZO_000228-T1
OG0001764	GBNUN_000998-T1	CHXZO_000229-T1
OG0001765	GBNUN_000999-T1	CHXZO_000230-T1
OG0001766	GBNUN_001002-T1	CHXZO_000233-T1
OG0001767	GBNUN_001003-T1	CHXZO_000234-T1
OG0001768	GBNUN_001004-T1	CHXZO_000235-T1
OG0001769	GBNUN_001005-T1	CHXZO_000236-T1
OG0001770	GBNUN_001006-T1	CHXZO_000237-T1
OG0001771	GBNUN_001007-T1	CHXZO_000238-T1
OG0001772	GBNUN_001009-T1	CHXZO_000241-T1
OG0001773	GBNUN_001010-T1	CHXZO_000242-T1
OG0001774	GBNUN_001011-T1	CHXZO_000755-T1
OG0001775	GBNUN_001012-T1	CHXZO_000281-T1
OG0001776	GBNUN_001017-T1	CHXZO_004762-T1
OG0001777	GBNUN_001018-T1	CHXZO_004761-T1
OG0001778	GBNUN_001019-T1	CHXZO_004760-T1
OG0001779	GBNUN_001021-T1	CHXZO_004757-T1
OG0001780	GBNUN_001022-T1	CHXZO_004756-T1
OG0001781	GBNUN_001023-T1	CHXZO_004755-T1
OG0001782	GBNUN_001024-T1	CHXZO_004754-T1
OG0001783	GBNUN_001025-T1	CHXZO_007741-T1
OG0001784	GBNUN_001026-T1	CHXZO_007742-T1
OG0001785	GBNUN_001027-T1	CHXZO_007743-T1
OG0001786	GBNUN_001029-T1	CHXZO_007745-T1
OG0001787	GBNUN_001037-T1	CHXZO_001487-T1
OG0001788	GBNUN_001039-T1	CHXZO_012366-T1
OG0001789	GBNUN_001040-T1	CHXZO_012367-T1
OG0001790	GBNUN_001041-T1	CHXZO_012368-T1
OG0001791	GBNUN_001042-T1	CHXZO_012369-T1
OG0001792	GBNUN_001043-T1	CHXZO_012370-T1
OG0001793	GBNUN_001044-T1	CHXZO_012371-T1
OG0001794	GBNUN_001045-T1	CHXZO_012372-T1
OG0001795	GBNUN_001046-T1	CHXZO_012373-T1
OG0001796	GBNUN_001047-T1	CHXZO_012374-T1
OG0001797	GBNUN_001048-T1	CHXZO_012375-T1
OG0001798	GBNUN_001049-T1	CHXZO_012376-T1
OG0001799	GBNUN_001050-T1	CHXZO_012377-T1
OG0001800	GBNUN_001055-T1	CHXZO_012382-T1
OG0001801	GBNUN_001057-T1	CHXZO_012384-T1
OG0001802	GBNUN_001059-T1	CHXZO_012386-T1
OG0001803	GBNUN_001063-T1	CHXZO_012389-T1
OG0001804	GBNUN_001064-T1	CHXZO_012390-T1
OG0001805	GBNUN_001066-T1	CHXZO_012392-T1
OG0001806	GBNUN_001067-T1	CHXZO_012393-T1
OG0001807	GBNUN_001068-T1	CHXZO_012394-T1
OG0001808	GBNUN_001069-T1	CHXZO_012395-T1
OG0001809	GBNUN_001071-T1	CHXZO_012397-T1
OG0001810	GBNUN_001072-T1	CHXZO_012398-T1
OG0001811	GBNUN_001073-T1	CHXZO_004283-T1
OG0001812	GBNUN_001074-T1	CHXZO_012323-T1
OG0001813	GBNUN_001083-T1	CHXZO_009165-T1
OG0001814	GBNUN_001086-T1	CHXZO_009167-T1
OG0001815	GBNUN_001087-T1	CHXZO_009168-T1
OG0001816	GBNUN_001088-T1	CHXZO_009169-T1
OG0001817	GBNUN_001091-T1	CHXZO_009172-T1
OG0001818	GBNUN_001093-T1	CHXZO_009174-T1
OG0001819	GBNUN_001094-T1	CHXZO_009175-T1
OG0001820	GBNUN_001096-T1	CHXZO_009178-T1
OG0001821	GBNUN_001097-T1	CHXZO_009179-T1
OG0001822	GBNUN_001098-T1	CHXZO_009181-T1
OG0001823	GBNUN_001099-T1	CHXZO_009182-T1
OG0001824	GBNUN_001100-T1	CHXZO_009183-T1
OG0001825	GBNUN_001102-T1	CHXZO_009185-T1
OG0001826	GBNUN_001104-T1	CHXZO_009187-T1
OG0001827	GBNUN_001105-T1	CHXZO_009188-T1
OG0001828	GBNUN_001106-T1	CHXZO_009189-T1
OG0001829	GBNUN_001107-T1	CHXZO_009190-T1
OG0001830	GBNUN_001109-T1	CHXZO_009192-T1
OG0001831	GBNUN_001110-T1	CHXZO_009193-T1
OG0001832	GBNUN_001111-T1	CHXZO_009194-T1
OG0001833	GBNUN_001112-T1	CHXZO_009195-T1
OG0001834	GBNUN_001113-T1	CHXZO_009196-T1
OG0001835	GBNUN_001114-T1	CHXZO_009197-T1
OG0001836	GBNUN_001115-T1	CHXZO_009198-T1
OG0001837	GBNUN_001116-T1	CHXZO_009199-T1
OG0001838	GBNUN_001117-T1	CHXZO_009200-T1
OG0001839	GBNUN_001118-T1	CHXZO_009201-T1
OG0001840	GBNUN_001121-T1	CHXZO_009203-T1
OG0001841	GBNUN_001122-T1	CHXZO_009204-T1
OG0001842	GBNUN_001124-T1	CHXZO_009206-T1
OG0001843	GBNUN_001125-T1	CHXZO_009207-T1
OG0001844	GBNUN_001130-T1	CHXZO_009212-T1
OG0001845	GBNUN_001131-T1	CHXZO_009213-T1
OG0001846	GBNUN_001133-T1	CHXZO_009215-T1
OG0001847	GBNUN_001134-T1	CHXZO_009216-T1
OG0001848	GBNUN_001135-T1	CHXZO_009217-T1
OG0001849	GBNUN_001136-T1	CHXZO_009218-T1
OG0001850	GBNUN_001137-T1	CHXZO_009219-T1
OG0001851	GBNUN_001139-T1	CHXZO_009221-T1
OG0001852	GBNUN_001140-T1	CHXZO_009222-T1
OG0001853	GBNUN_001143-T1	CHXZO_009224-T1
OG0001854	GBNUN_001144-T1	CHXZO_009225-T1
OG0001855	GBNUN_001145-T1	CHXZO_009226-T1
OG0001856	GBNUN_001146-T1	CHXZO_009227-T1
OG0001857	GBNUN_001147-T1	CHXZO_009228-T1
OG0001858	GBNUN_001148-T1	CHXZO_009229-T1
OG0001859	GBNUN_001149-T1	CHXZO_009230-T1
OG0001860	GBNUN_001150-T1	CHXZO_009231-T1
OG0001861	GBNUN_001151-T1	CHXZO_009232-T1
OG0001862	GBNUN_001152-T1	CHXZO_009233-T1
OG0001863	GBNUN_001153-T1	CHXZO_009234-T1
OG0001864	GBNUN_001154-T1	CHXZO_009235-T1
OG0001865	GBNUN_001155-T1	CHXZO_009236-T1
OG0001866	GBNUN_001156-T1	CHXZO_009237-T1
OG0001867	GBNUN_001157-T1	CHXZO_009238-T1
OG0001868	GBNUN_001158-T1	CHXZO_009239-T1
OG0001869	GBNUN_001160-T1	CHXZO_000289-T1
OG0001870	GBNUN_001161-T1	CHXZO_000290-T1
OG0001871	GBNUN_001162-T1	CHXZO_000291-T1
OG0001872	GBNUN_001163-T1	CHXZO_000292-T1
OG0001873	GBNUN_001164-T1	CHXZO_000294-T1
OG0001874	GBNUN_001165-T1	CHXZO_000295-T1
OG0001875	GBNUN_001168-T1	CHXZO_000298-T1
OG0001876	GBNUN_001169-T1	CHXZO_000299-T1
OG0001877	GBNUN_001173-T1	CHXZO_000304-T1
OG0001878	GBNUN_001174-T1	CHXZO_000305-T1
OG0001879	GBNUN_001177-T1	CHXZO_000308-T1
OG0001880	GBNUN_001179-T1	CHXZO_000309-T1
OG0001881	GBNUN_001180-T1	CHXZO_000310-T1
OG0001882	GBNUN_001181-T1	CHXZO_000311-T1
OG0001883	GBNUN_001182-T1	CHXZO_000313-T1
OG0001884	GBNUN_001183-T1	CHXZO_000314-T1
OG0001885	GBNUN_001187-T1	CHXZO_000209-T1
OG0001886	GBNUN_001188-T1	CHXZO_000208-T1
OG0001887	GBNUN_001189-T1	CHXZO_000207-T1
OG0001888	GBNUN_001192-T1	CHXZO_000204-T1
OG0001889	GBNUN_001193-T1	CHXZO_000203-T1
OG0001890	GBNUN_001194-T1	CHXZO_000202-T1
OG0001891	GBNUN_001195-T1	CHXZO_000201-T1
OG0001892	GBNUN_001196-T1	CHXZO_000200-T1
OG0001893	GBNUN_001197-T1	CHXZO_000199-T1
OG0001894	GBNUN_001198-T1	CHXZO_000197-T1
OG0001895	GBNUN_001199-T1	CHXZO_000196-T1
OG0001896	GBNUN_001200-T1	CHXZO_000195-T1
OG0001897	GBNUN_001201-T1	CHXZO_000194-T1
OG0001898	GBNUN_001204-T1	CHXZO_000191-T1
OG0001899	GBNUN_001208-T1	CHXZO_000187-T1
OG0001900	GBNUN_001209-T1	CHXZO_000186-T1
OG0001901	GBNUN_001210-T1	CHXZO_000185-T1
OG0001902	GBNUN_001211-T1	CHXZO_000184-T1
OG0001903	GBNUN_001213-T1	CHXZO_000182-T1
OG0001904	GBNUN_001214-T1	CHXZO_000181-T1
OG0001905	GBNUN_001215-T1	CHXZO_000180-T1
OG0001906	GBNUN_001217-T1	CHXZO_003132-T1
OG0001907	GBNUN_001223-T1	CHXZO_002528-T1
OG0001908	GBNUN_001227-T1	CHXZO_002532-T1
OG0001909	GBNUN_001228-T1	CHXZO_002533-T1
OG0001910	GBNUN_001230-T1	CHXZO_002534-T1
OG0001911	GBNUN_001232-T1	CHXZO_002536-T1
OG0001912	GBNUN_001233-T1	CHXZO_002537-T1
OG0001913	GBNUN_001234-T1	CHXZO_002538-T1
OG0001914	GBNUN_001237-T1	CHXZO_002540-T1
OG0001915	GBNUN_001238-T1	CHXZO_002541-T1
OG0001916	GBNUN_001239-T1	CHXZO_002542-T1
OG0001917	GBNUN_001240-T1	CHXZO_002543-T1
OG0001918	GBNUN_001241-T1	CHXZO_002544-T1
OG0001919	GBNUN_001242-T1	CHXZO_002545-T1
OG0001920	GBNUN_001251-T1	CHXZO_009295-T1
OG0001921	GBNUN_001252-T1	CHXZO_009294-T1
OG0001922	GBNUN_001253-T1	CHXZO_009293-T1
OG0001923	GBNUN_001254-T1	CHXZO_001595-T1
OG0001924	GBNUN_001258-T1	CHXZO_001171-T1
OG0001925	GBNUN_001262-T1	CHXZO_008803-T1
OG0001926	GBNUN_001263-T1	CHXZO_008804-T1
OG0001927	GBNUN_001264-T1	CHXZO_008805-T1
OG0001928	GBNUN_001265-T1	CHXZO_008806-T1
OG0001929	GBNUN_001267-T1	CHXZO_002105-T1
OG0001930	GBNUN_001268-T1	CHXZO_002104-T1
OG0001931	GBNUN_001269-T1	CHXZO_002103-T1
OG0001932	GBNUN_001270-T1	CHXZO_002102-T1
OG0001933	GBNUN_001271-T1	CHXZO_002101-T1
OG0001934	GBNUN_001272-T1	CHXZO_002099-T1
OG0001935	GBNUN_001274-T1	CHXZO_002097-T1
OG0001936	GBNUN_001275-T1	CHXZO_002096-T1
OG0001937	GBNUN_001276-T1	CHXZO_002095-T1
OG0001938	GBNUN_001277-T1	CHXZO_002094-T1
OG0001939	GBNUN_001278-T1	CHXZO_002093-T1
OG0001940	GBNUN_001279-T1	CHXZO_002092-T1
OG0001941	GBNUN_001280-T1	CHXZO_002091-T1
OG0001942	GBNUN_001281-T1	CHXZO_002090-T1
OG0001943	GBNUN_001282-T1	CHXZO_002089-T1
OG0001944	GBNUN_001283-T1	CHXZO_002088-T1
OG0001945	GBNUN_001284-T1	CHXZO_002087-T1
OG0001946	GBNUN_001285-T1	CHXZO_002086-T1
OG0001947	GBNUN_001286-T1	CHXZO_002085-T1
OG0001948	GBNUN_001287-T1	CHXZO_002084-T1
OG0001949	GBNUN_001288-T1	CHXZO_002083-T1
OG0001950	GBNUN_001293-T1	CHXZO_000432-T1
OG0001951	GBNUN_001295-T1	CHXZO_000433-T1
OG0001952	GBNUN_001297-T1	CHXZO_000435-T1
OG0001953	GBNUN_001298-T1	CHXZO_000436-T1
OG0001954	GBNUN_001299-T1	CHXZO_000437-T1
OG0001955	GBNUN_001300-T1	CHXZO_000438-T1
OG0001956	GBNUN_001301-T1	CHXZO_000439-T1
OG0001957	GBNUN_001303-T1	CHXZO_000441-T1
OG0001958	GBNUN_001305-T1	CHXZO_000443-T1
OG0001959	GBNUN_001306-T1	CHXZO_000444-T1
OG0001960	GBNUN_001307-T1	CHXZO_000445-T1
OG0001961	GBNUN_001309-T1	CHXZO_000447-T1
OG0001962	GBNUN_001310-T1	CHXZO_000448-T1
OG0001963	GBNUN_001311-T1	CHXZO_000449-T1
OG0001964	GBNUN_001312-T1	CHXZO_000450-T1
OG0001965	GBNUN_001314-T1	CHXZO_000452-T1
OG0001966	GBNUN_001315-T1	CHXZO_000453-T1
OG0001967	GBNUN_001316-T1	CHXZO_000454-T1
OG0001968	GBNUN_001317-T1	CHXZO_000455-T1
OG0001969	GBNUN_001318-T1	CHXZO_000456-T1
OG0001970	GBNUN_001319-T1	CHXZO_000457-T1
OG0001971	GBNUN_001321-T1	CHXZO_000459-T1
OG0001972	GBNUN_001322-T1	CHXZO_000460-T1
OG0001973	GBNUN_001323-T1	CHXZO_000461-T1
OG0001974	GBNUN_001324-T1	CHXZO_000462-T1
OG0001975	GBNUN_001325-T1	CHXZO_000463-T1
OG0001976	GBNUN_001328-T1	CHXZO_001962-T1
OG0001977	GBNUN_001334-T1	CHXZO_000389-T1
OG0001978	GBNUN_001335-T1	CHXZO_000388-T1
OG0001979	GBNUN_001337-T1	CHXZO_000386-T1
OG0001980	GBNUN_001338-T1	CHXZO_000385-T1
OG0001981	GBNUN_001339-T1	CHXZO_000384-T1
OG0001982	GBNUN_001340-T1	CHXZO_000383-T1
OG0001983	GBNUN_001341-T1	CHXZO_000382-T1
OG0001984	GBNUN_001342-T1	CHXZO_000381-T1
OG0001985	GBNUN_001343-T1	CHXZO_000380-T1
OG0001986	GBNUN_001348-T1	CHXZO_000374-T1
OG0001987	GBNUN_001351-T1	CHXZO_000370-T1
OG0001988	GBNUN_001352-T1	CHXZO_000369-T1
OG0001989	GBNUN_001353-T1	CHXZO_000368-T1
OG0001990	GBNUN_001355-T1	CHXZO_000366-T1
OG0001991	GBNUN_001357-T1	CHXZO_000364-T1
OG0001992	GBNUN_001360-T1	CHXZO_000360-T1
OG0001993	GBNUN_001366-T1	CHXZO_001233-T1
OG0001994	GBNUN_001369-T1	CHXZO_001400-T1
OG0001995	GBNUN_001372-T1	CHXZO_009426-T1
OG0001996	GBNUN_001373-T1	CHXZO_009425-T1
OG0001997	GBNUN_001374-T1	CHXZO_009424-T1
OG0001998	GBNUN_001376-T1	CHXZO_008325-T1
OG0001999	GBNUN_001378-T1	CHXZO_008326-T1
OG0002000	GBNUN_001379-T1	CHXZO_008328-T1
OG0002001	GBNUN_001380-T1	CHXZO_008329-T1
OG0002002	GBNUN_001381-T1	CHXZO_008330-T1
OG0002003	GBNUN_001383-T1	CHXZO_008333-T1
OG0002004	GBNUN_001385-T1	CHXZO_010401-T1
OG0002005	GBNUN_001386-T1	CHXZO_010402-T1
OG0002006	GBNUN_001390-T1	CHXZO_008904-T1
OG0002007	GBNUN_001391-T1	CHXZO_008905-T1
OG0002008	GBNUN_001392-T1	CHXZO_008906-T1
OG0002009	GBNUN_001393-T1	CHXZO_008907-T1
OG0002010	GBNUN_001396-T1	CHXZO_004865-T1
OG0002011	GBNUN_001397-T1	CHXZO_004864-T1
OG0002012	GBNUN_001398-T1	CHXZO_004863-T1
OG0002013	GBNUN_001399-T1	CHXZO_004862-T1
OG0002014	GBNUN_001400-T1	CHXZO_004861-T1
OG0002015	GBNUN_001402-T1	CHXZO_004859-T1
OG0002016	GBNUN_001403-T1	CHXZO_004858-T1
OG0002017	GBNUN_001404-T1	CHXZO_004857-T1
OG0002018	GBNUN_001405-T1	CHXZO_004856-T1
OG0002019	GBNUN_001406-T1	CHXZO_004855-T1
OG0002020	GBNUN_001407-T1	CHXZO_004854-T1
OG0002021	GBNUN_001409-T1	CHXZO_004852-T1
OG0002022	GBNUN_001410-T1	CHXZO_004851-T1
OG0002023	GBNUN_001411-T1	CHXZO_004850-T1
OG0002024	GBNUN_001412-T1	CHXZO_004849-T1
OG0002025	GBNUN_001413-T1	CHXZO_004848-T1
OG0002026	GBNUN_001414-T1	CHXZO_007188-T1
OG0002027	GBNUN_001416-T1	CHXZO_007191-T1
OG0002028	GBNUN_001417-T1	CHXZO_007192-T1
OG0002029	GBNUN_001418-T1	CHXZO_007193-T1
OG0002030	GBNUN_001419-T1	CHXZO_007195-T1
OG0002031	GBNUN_001420-T1	CHXZO_007196-T1
OG0002032	GBNUN_001422-T1	CHXZO_007198-T1
OG0002033	GBNUN_001423-T1	CHXZO_007199-T1
OG0002034	GBNUN_001426-T1	CHXZO_001299-T1
OG0002035	GBNUN_001430-T1	CHXZO_008794-T1
OG0002036	GBNUN_001432-T1	CHXZO_008792-T1
OG0002037	GBNUN_001435-T1	CHXZO_008789-T1
OG0002038	GBNUN_001438-T1	CHXZO_009388-T1
OG0002039	GBNUN_001441-T1	CHXZO_009391-T1
OG0002040	GBNUN_001444-T1	CHXZO_008674-T1
OG0002041	GBNUN_001446-T1	CHXZO_008672-T1
OG0002042	GBNUN_001447-T1	CHXZO_008671-T1
OG0002043	GBNUN_001449-T1	CHXZO_008669-T1
OG0002044	GBNUN_001450-T1	CHXZO_008668-T1
OG0002045	GBNUN_001452-T1	CHXZO_002825-T1
OG0002046	GBNUN_001453-T1	CHXZO_002826-T1
OG0002047	GBNUN_001455-T1	CHXZO_002828-T1
OG0002048	GBNUN_001457-T1	CHXZO_001452-T1
OG0002049	GBNUN_001461-T1	CHXZO_008052-T1
OG0002050	GBNUN_001462-T1	CHXZO_008053-T1
OG0002051	GBNUN_001464-T1	CHXZO_008055-T1
OG0002052	GBNUN_001465-T1	CHXZO_008056-T1
