	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0008457		GBNWZ_005403-T1
OG0008458		GBNWZ_005404-T1
OG0008459		GBNWZ_005405-T1
OG0008460		GBNWZ_005412-T1
OG0008461		GBNWZ_005415-T1
OG0008462		GBNWZ_005417-T1
OG0008463		GBNWZ_005418-T1
OG0008464		GBNWZ_005419-T1
OG0008465		GBNWZ_005420-T1
OG0008466		GBNWZ_005421-T1
OG0008467		GBNWZ_005427-T1
OG0008468		GBNWZ_005428-T1
OG0008469		GBNWZ_005429-T1
OG0008470		GBNWZ_005430-T1
OG0008471		GBNWZ_005431-T1
OG0008472		GBNWZ_005433-T1
OG0008473		GBNWZ_005443-T1
OG0008474		GBNWZ_005445-T1
OG0008475		GBNWZ_005449-T1
OG0008476		GBNWZ_005453-T1
OG0008477		GBNWZ_005457-T1
OG0008478		GBNWZ_005466-T1
OG0008479		GBNWZ_005470-T1
OG0008480		GBNWZ_005478-T1
OG0008481		GBNWZ_005482-T1
OG0008482		GBNWZ_005485-T1
OG0008483		GBNWZ_005487-T1
OG0008484		GBNWZ_005488-T1
OG0008485		GBNWZ_005494-T1
OG0008486		GBNWZ_005496-T1
OG0008487		GBNWZ_005498-T1
OG0008488		GBNWZ_005509-T1
OG0008489		GBNWZ_005513-T1
OG0008490		GBNWZ_005514-T1
OG0008491		GBNWZ_005516-T1
OG0008492		GBNWZ_005517-T1
OG0008493		GBNWZ_005519-T1
OG0008494		GBNWZ_005520-T1
OG0008495		GBNWZ_005521-T1
OG0008496		GBNWZ_005527-T1
OG0008497		GBNWZ_005528-T1
OG0008498		GBNWZ_005529-T1
OG0008499		GBNWZ_005531-T1
OG0008500		GBNWZ_005532-T1
OG0008501		GBNWZ_005533-T1
OG0008502		GBNWZ_005547-T1
OG0008503		GBNWZ_005550-T1
OG0008504		GBNWZ_005551-T1
OG0008505		GBNWZ_005552-T1
OG0008506		GBNWZ_005555-T1
OG0008507		GBNWZ_005556-T1
OG0008508		GBNWZ_005557-T1
OG0008509		GBNWZ_005561-T1
OG0008510		GBNWZ_005565-T1
OG0008511		GBNWZ_005566-T1
OG0008512		GBNWZ_005576-T1
OG0008513		GBNWZ_005577-T1
OG0008514		GBNWZ_005578-T1
OG0008515		GBNWZ_005580-T1
OG0008516		GBNWZ_005583-T1
OG0008517		GBNWZ_005584-T1
OG0008518		GBNWZ_005587-T1
OG0008519		GBNWZ_005588-T1
OG0008520		GBNWZ_005592-T1
OG0008521		GBNWZ_005594-T1
OG0008522		GBNWZ_005595-T1
OG0008523		GBNWZ_005604-T1
OG0008524		GBNWZ_005606-T1
OG0008525		GBNWZ_005607-T1
OG0008526		GBNWZ_005610-T1
OG0008527		GBNWZ_005612-T1
OG0008528		GBNWZ_005615-T1
OG0008529		GBNWZ_005617-T1
OG0008530		GBNWZ_005618-T1
OG0008531		GBNWZ_005624-T1
OG0008532		GBNWZ_005626-T1
OG0008533		GBNWZ_005627-T1
OG0008534		GBNWZ_005628-T1
OG0008535		GBNWZ_005641-T1
OG0008536		GBNWZ_005643-T1
OG0008537		GBNWZ_005647-T1
OG0008538		GBNWZ_005648-T1
OG0008539		GBNWZ_005649-T1
OG0008540		GBNWZ_005654-T1
OG0008541		GBNWZ_005660-T1
OG0008542		GBNWZ_005662-T1
OG0008543		GBNWZ_005663-T1
OG0008544		GBNWZ_005665-T1
OG0008545		GBNWZ_005669-T1
OG0008546		GBNWZ_005671-T1
OG0008547		GBNWZ_005672-T1
OG0008548		GBNWZ_005675-T1
OG0008549		GBNWZ_005676-T1
OG0008550		GBNWZ_005677-T1
OG0008551		GBNWZ_005678-T1
OG0008552		GBNWZ_005682-T1
OG0008553		GBNWZ_005683-T1
OG0008554		GBNWZ_005684-T1
OG0008555		GBNWZ_005686-T1
OG0008556		GBNWZ_005687-T1
OG0008557		GBNWZ_005688-T1
OG0008558		GBNWZ_005690-T1
OG0008559		GBNWZ_005691-T1
OG0008560		GBNWZ_005693-T1
OG0008561		GBNWZ_005705-T1
OG0008562		GBNWZ_005706-T1
OG0008563		GBNWZ_005707-T1
OG0008564		GBNWZ_005709-T1
OG0008565		GBNWZ_005710-T1
OG0008566		GBNWZ_005712-T1
OG0008567		GBNWZ_005714-T1
OG0008568		GBNWZ_005715-T1
OG0008569		GBNWZ_005716-T1
OG0008570		GBNWZ_005721-T1
OG0008571		GBNWZ_005722-T1
OG0008572		GBNWZ_005725-T1
OG0008573		GBNWZ_005729-T1
OG0008574		GBNWZ_005730-T1
OG0008575		GBNWZ_005731-T1
OG0008576		GBNWZ_005734-T1
OG0008577		GBNWZ_005735-T1
OG0008578		GBNWZ_005736-T1
OG0008579		GBNWZ_005738-T1
OG0008580		GBNWZ_005743-T1
OG0008581		GBNWZ_005744-T1
OG0008582		GBNWZ_005745-T1
OG0008583		GBNWZ_005746-T1
OG0008584		GBNWZ_005748-T1
OG0008585		GBNWZ_005749-T1
OG0008586		GBNWZ_005750-T1
OG0008587		GBNWZ_005752-T1
OG0008588		GBNWZ_005757-T1
OG0008589		GBNWZ_005758-T1
OG0008590		GBNWZ_005761-T1
OG0008591		GBNWZ_005763-T1
OG0008592		GBNWZ_005764-T1
OG0008593		GBNWZ_005765-T1
OG0008594		GBNWZ_005766-T1
OG0008595		GBNWZ_005767-T1
OG0008596		GBNWZ_005769-T1
OG0008597		GBNWZ_005772-T1
OG0008598		GBNWZ_005774-T1
OG0008599		GBNWZ_005775-T1
OG0008600		GBNWZ_005784-T1
OG0008601		GBNWZ_005785-T1
OG0008602		GBNWZ_005787-T1
OG0008603		GBNWZ_005790-T1
OG0008604		GBNWZ_005791-T1
OG0008605		GBNWZ_005792-T1
OG0008606		GBNWZ_005793-T1
OG0008607		GBNWZ_005794-T1
OG0008608		GBNWZ_005795-T1
OG0008609		GBNWZ_005796-T1
OG0008610		GBNWZ_005797-T1
OG0008611		GBNWZ_005798-T1
OG0008612		GBNWZ_005801-T1
OG0008613		GBNWZ_005804-T1
OG0008614		GBNWZ_005807-T1
OG0008615		GBNWZ_005810-T1
OG0008616		GBNWZ_005811-T1
OG0008617		GBNWZ_005813-T1
OG0008618		GBNWZ_005816-T1
OG0008619		GBNWZ_005819-T1
OG0008620		GBNWZ_005826-T1
OG0008621		GBNWZ_005828-T1
OG0008622		GBNWZ_005831-T1
OG0008623		GBNWZ_005835-T1
OG0008624		GBNWZ_005836-T1
OG0008625		GBNWZ_005849-T1
OG0008626		GBNWZ_005858-T1
OG0008627		GBNWZ_005862-T1
OG0008628		GBNWZ_005864-T1
OG0008629		GBNWZ_005867-T1
OG0008630		GBNWZ_005870-T1
OG0008631		GBNWZ_005871-T1
OG0008632		GBNWZ_005872-T1
OG0008633		GBNWZ_005876-T1
OG0008634		GBNWZ_005877-T1
OG0008635		GBNWZ_005879-T1
OG0008636		GBNWZ_005880-T1
OG0008637		GBNWZ_005881-T1
OG0008638		GBNWZ_005884-T1
OG0008639		GBNWZ_005888-T1
OG0008640		GBNWZ_005890-T1
OG0008641		GBNWZ_005892-T1
OG0008642		GBNWZ_005893-T1
OG0008643		GBNWZ_005894-T1
OG0008644		GBNWZ_005895-T1
OG0008645		GBNWZ_005897-T1
OG0008646		GBNWZ_005901-T1
OG0008647		GBNWZ_005903-T1
OG0008648		GBNWZ_005906-T1
OG0008649		GBNWZ_005908-T1
OG0008650		GBNWZ_005909-T1
OG0008651		GBNWZ_005911-T1
OG0008652		GBNWZ_005912-T1
OG0008653		GBNWZ_005913-T1
OG0008654		GBNWZ_005917-T1
OG0008655		GBNWZ_005918-T1
OG0008656		GBNWZ_005922-T1
OG0008657		GBNWZ_005924-T1
OG0008658		GBNWZ_005925-T1
OG0008659		GBNWZ_005929-T1
OG0008660		GBNWZ_005930-T1
OG0008661		GBNWZ_005931-T1
OG0008662		GBNWZ_005932-T1
OG0008663		GBNWZ_005938-T1
OG0008664		GBNWZ_005939-T1
OG0008665		GBNWZ_005940-T1
OG0008666		GBNWZ_005941-T1
OG0008667		GBNWZ_005943-T1
OG0008668		GBNWZ_005946-T1
OG0008669		GBNWZ_005947-T1
OG0008670		GBNWZ_005950-T1
OG0008671		GBNWZ_005953-T1
OG0008672		GBNWZ_005957-T1
OG0008673		GBNWZ_005958-T1
OG0008674		GBNWZ_005959-T1
OG0008675		GBNWZ_005961-T1
OG0008676		GBNWZ_005966-T1
OG0008677		GBNWZ_005969-T1
OG0008678		GBNWZ_005971-T1
OG0008679		GBNWZ_005977-T1
OG0008680		GBNWZ_005979-T1
OG0008681		GBNWZ_005980-T1
OG0008682		GBNWZ_005981-T1
OG0008683		GBNWZ_005982-T1
OG0008684		GBNWZ_005985-T1
OG0008685		GBNWZ_005986-T1
OG0008686		GBNWZ_005988-T1
OG0008687		GBNWZ_005992-T1
OG0008688		GBNWZ_005996-T1
OG0008689		GBNWZ_005997-T1
OG0008690		GBNWZ_005999-T1
OG0008691		GBNWZ_006001-T1
OG0008692		GBNWZ_006002-T1
OG0008693		GBNWZ_006005-T1
OG0008694		GBNWZ_006006-T1
OG0008695		GBNWZ_006009-T1
OG0008696		GBNWZ_006017-T1
OG0008697		GBNWZ_006020-T1
OG0008698		GBNWZ_006021-T1
OG0008699		GBNWZ_006022-T1
OG0008700		GBNWZ_006029-T1
OG0008701		GBNWZ_006032-T1
OG0008702		GBNWZ_006033-T1
OG0008703		GBNWZ_006034-T1
OG0008704		GBNWZ_006035-T1
OG0008705		GBNWZ_006039-T1
OG0008706		GBNWZ_006041-T1
OG0008707		GBNWZ_006049-T1
OG0008708		GBNWZ_006050-T1
OG0008709		GBNWZ_006052-T1
OG0008710		GBNWZ_006055-T1
OG0008711		GBNWZ_006056-T1
OG0008712		GBNWZ_006057-T1
OG0008713		GBNWZ_006060-T1
OG0008714		GBNWZ_006062-T1
OG0008715		GBNWZ_006065-T1
OG0008716		GBNWZ_006066-T1
OG0008717		GBNWZ_006067-T1
OG0008718		GBNWZ_006074-T1
OG0008719		GBNWZ_006079-T1
OG0008720		GBNWZ_006080-T1
OG0008721		GBNWZ_006081-T1
OG0008722		GBNWZ_006083-T1
OG0008723		GBNWZ_006084-T1
OG0008724		GBNWZ_006085-T1
OG0008725		GBNWZ_006086-T1
OG0008726		GBNWZ_006088-T1
OG0008727		GBNWZ_006093-T1
OG0008728		GBNWZ_006097-T1
OG0008729		GBNWZ_006100-T1
OG0008730		GBNWZ_006102-T1
OG0008731		GBNWZ_006104-T1
OG0008732		GBNWZ_006105-T1
OG0008733		GBNWZ_006107-T1
OG0008734		GBNWZ_006127-T1
OG0008735		GBNWZ_006132-T1
OG0008736		GBNWZ_006133-T1
OG0008737		GBNWZ_006134-T1
OG0008738		GBNWZ_006136-T1
OG0008739		GBNWZ_006137-T1
OG0008740		GBNWZ_006144-T1
OG0008741		GBNWZ_006146-T1
OG0008742		GBNWZ_006148-T1
OG0008743		GBNWZ_006150-T1
OG0008744		GBNWZ_006151-T1
OG0008745		GBNWZ_006154-T1
OG0008746		GBNWZ_006156-T1
OG0008747		GBNWZ_006157-T1
OG0008748		GBNWZ_006158-T1
OG0008749		GBNWZ_006161-T1
OG0008750		GBNWZ_006164-T1
OG0008751		GBNWZ_006165-T1
OG0008752		GBNWZ_006166-T1
OG0008753		GBNWZ_006167-T1
OG0008754		GBNWZ_006170-T1
OG0008755		GBNWZ_006172-T1
OG0008756		GBNWZ_006173-T1
OG0008757		GBNWZ_006176-T1
OG0008758		GBNWZ_006182-T1
OG0008759		GBNWZ_006185-T1
OG0008760		GBNWZ_006188-T1
OG0008761		GBNWZ_006191-T1
OG0008762		GBNWZ_006193-T1
OG0008763		GBNWZ_006194-T1
OG0008764		GBNWZ_006195-T1
OG0008765		GBNWZ_006196-T1
OG0008766		GBNWZ_006201-T1
OG0008767		GBNWZ_006203-T1
OG0008768		GBNWZ_006204-T1
OG0008769		GBNWZ_006205-T1
OG0008770		GBNWZ_006206-T1
OG0008771		GBNWZ_006207-T1
OG0008772		GBNWZ_006211-T1
OG0008773		GBNWZ_006215-T1
OG0008774		GBNWZ_006216-T1
OG0008775		GBNWZ_006219-T1
OG0008776		GBNWZ_006222-T1
OG0008777		GBNWZ_006223-T1
OG0008778		GBNWZ_006229-T1
OG0008779		GBNWZ_006231-T1
OG0008780		GBNWZ_006232-T1
OG0008781		GBNWZ_006236-T1
OG0008782		GBNWZ_006237-T1
OG0008783		GBNWZ_006241-T1
OG0008784		GBNWZ_006249-T1
OG0008785		GBNWZ_006251-T1
OG0008786		GBNWZ_006252-T1
OG0008787		GBNWZ_006256-T1
OG0008788		GBNWZ_006257-T1
OG0008789		GBNWZ_006258-T1
OG0008790		GBNWZ_006260-T1
OG0008791		GBNWZ_006268-T1
OG0008792		GBNWZ_006271-T1
OG0008793		GBNWZ_006274-T1
OG0008794		GBNWZ_006276-T1
OG0008795		GBNWZ_006279-T1
OG0008796		GBNWZ_006284-T1
OG0008797		GBNWZ_006288-T1
OG0008798		GBNWZ_006297-T1
OG0008799		GBNWZ_006305-T1
OG0008800		GBNWZ_006306-T1
OG0008801		GBNWZ_006309-T1
OG0008802		GBNWZ_006310-T1
OG0008803		GBNWZ_006313-T1
OG0008804		GBNWZ_006314-T1
OG0008805		GBNWZ_006316-T1
OG0008806		GBNWZ_006321-T1
OG0008807		GBNWZ_006323-T1
OG0008808		GBNWZ_006326-T1
OG0008809		GBNWZ_006330-T1
OG0008810		GBNWZ_006337-T1
OG0008811		GBNWZ_006340-T1
OG0008812		GBNWZ_006345-T1
OG0008813		GBNWZ_006347-T1
OG0008814		GBNWZ_006349-T1
OG0008815		GBNWZ_006350-T1
OG0008816		GBNWZ_006351-T1
OG0008817		GBNWZ_006352-T1
OG0008818		GBNWZ_006353-T1
OG0008819		GBNWZ_006354-T1
OG0008820		GBNWZ_006355-T1
OG0008821		GBNWZ_006356-T1
OG0008822		GBNWZ_006357-T1
OG0008823		GBNWZ_006358-T1
OG0008824		GBNWZ_006359-T1
OG0008825		GBNWZ_006360-T1
OG0008826		GBNWZ_006362-T1
OG0008827		GBNWZ_006363-T1
OG0008828		GBNWZ_006365-T1
OG0008829		GBNWZ_006366-T1
OG0008830		GBNWZ_006367-T1
OG0008831		GBNWZ_006369-T1
OG0008832		GBNWZ_006373-T1
OG0008833		GBNWZ_006374-T1
OG0008834		GBNWZ_006376-T1
OG0008835		GBNWZ_006378-T1
OG0008836		GBNWZ_006379-T1
OG0008837		GBNWZ_006381-T1
OG0008838		GBNWZ_006382-T1
OG0008839		GBNWZ_006384-T1
OG0008840		GBNWZ_006385-T1
OG0008841		GBNWZ_006389-T1
OG0008842		GBNWZ_006390-T1
OG0008843		GBNWZ_006391-T1
OG0008844		GBNWZ_006392-T1
OG0008845		GBNWZ_006397-T1
OG0008846		GBNWZ_006398-T1
OG0008847		GBNWZ_006412-T1
OG0008848		GBNWZ_006413-T1
OG0008849		GBNWZ_006422-T1
OG0008850		GBNWZ_006424-T1
OG0008851		GBNWZ_006425-T1
OG0008852		GBNWZ_006427-T1
OG0008853		GBNWZ_006431-T1
OG0008854		GBNWZ_006433-T1
OG0008855		GBNWZ_006438-T1
OG0008856		GBNWZ_006442-T1
OG0008857		GBNWZ_006445-T1
OG0008858		GBNWZ_006453-T1
OG0008859		GBNWZ_006455-T1
OG0008860		GBNWZ_006462-T1
OG0008861		GBNWZ_006468-T1
OG0008862		GBNWZ_006469-T1
OG0008863		GBNWZ_006475-T1
OG0008864		GBNWZ_006476-T1
OG0008865		GBNWZ_006478-T1
OG0008866		GBNWZ_006480-T1
OG0008867		GBNWZ_006481-T1
OG0008868		GBNWZ_006482-T1
OG0008869		GBNWZ_006484-T1
OG0008870		GBNWZ_006492-T1
OG0008871		GBNWZ_006500-T1
OG0008872		GBNWZ_006501-T1
OG0008873		GBNWZ_006502-T1
OG0008874		GBNWZ_006505-T1
OG0008875		GBNWZ_006506-T1
OG0008876		GBNWZ_006513-T1
OG0008877		GBNWZ_006515-T1
OG0008878		GBNWZ_006521-T1
OG0008879		GBNWZ_006528-T1
OG0008880		GBNWZ_006532-T1
OG0008881		GBNWZ_006535-T1
OG0008882		GBNWZ_006541-T1
OG0008883		GBNWZ_006543-T1
OG0008884		GBNWZ_006544-T1
OG0008885		GBNWZ_006548-T1
OG0008886		GBNWZ_006551-T1
OG0008887		GBNWZ_006558-T1
OG0008888		GBNWZ_006559-T1
OG0008889		GBNWZ_006560-T1
OG0008890		GBNWZ_006564-T1
OG0008891		GBNWZ_006565-T1
OG0008892		GBNWZ_006568-T1
OG0008893		GBNWZ_006569-T1
OG0008894		GBNWZ_006571-T1
OG0008895		GBNWZ_006572-T1
OG0008896		GBNWZ_006573-T1
OG0008897		GBNWZ_006574-T1
OG0008898		GBNWZ_006575-T1
OG0008899		GBNWZ_006576-T1
OG0008900		GBNWZ_006578-T1
OG0008901		GBNWZ_006579-T1
OG0008902		GBNWZ_006580-T1
OG0008903		GBNWZ_006583-T1
OG0008904		GBNWZ_006584-T1
OG0008905		GBNWZ_006585-T1
OG0008906		GBNWZ_006587-T1
OG0008907		GBNWZ_006588-T1
OG0008908		GBNWZ_006594-T1
OG0008909		GBNWZ_006596-T1
OG0008910		GBNWZ_006598-T1
OG0008911		GBNWZ_006608-T1
OG0008912		GBNWZ_006611-T1
OG0008913		GBNWZ_006616-T1
OG0008914		GBNWZ_006618-T1
OG0008915		GBNWZ_006619-T1
OG0008916		GBNWZ_006621-T1
OG0008917		GBNWZ_006623-T1
OG0008918		GBNWZ_006628-T1
OG0008919		GBNWZ_006632-T1
OG0008920		GBNWZ_006643-T1
OG0008921		GBNWZ_006648-T1
OG0008922		GBNWZ_006653-T1
OG0008923		GBNWZ_006655-T1
OG0008924		GBNWZ_006656-T1
OG0008925		GBNWZ_006663-T1
OG0008926		GBNWZ_006665-T1
OG0008927		GBNWZ_006669-T1
OG0008928		GBNWZ_006671-T1
OG0008929		GBNWZ_006680-T1
OG0008930		GBNWZ_006683-T1
OG0008931		GBNWZ_006684-T1
OG0008932		GBNWZ_006685-T1
OG0008933		GBNWZ_006686-T1
OG0008934		GBNWZ_006687-T1
OG0008935		GBNWZ_006689-T1
OG0008936		GBNWZ_006691-T1
OG0008937		GBNWZ_006693-T1
OG0008938		GBNWZ_006694-T1
OG0008939		GBNWZ_006695-T1
OG0008940		GBNWZ_006697-T1
OG0008941		GBNWZ_006699-T1
OG0008942		GBNWZ_006705-T1
OG0008943		GBNWZ_006707-T1
OG0008944		GBNWZ_006709-T1
OG0008945		GBNWZ_006710-T1
OG0008946		GBNWZ_006712-T1
OG0008947		GBNWZ_006715-T1
OG0008948		GBNWZ_006716-T1
OG0008949		GBNWZ_006725-T1
OG0008950		GBNWZ_006726-T1
OG0008951		GBNWZ_006727-T1
OG0008952		GBNWZ_006728-T1
OG0008953		GBNWZ_006731-T1
OG0008954		GBNWZ_006732-T1
OG0008955		GBNWZ_006733-T1
OG0008956		GBNWZ_006736-T1
OG0008957		GBNWZ_006737-T1
OG0008958		GBNWZ_006740-T1
OG0008959		GBNWZ_006747-T1
OG0008960		GBNWZ_006749-T1
OG0008961		GBNWZ_006750-T1
OG0008962		GBNWZ_006753-T1
OG0008963		GBNWZ_006756-T1
OG0008964		GBNWZ_006757-T1
OG0008965		GBNWZ_006758-T1
OG0008966		GBNWZ_006759-T1
OG0008967		GBNWZ_006762-T1
OG0008968		GBNWZ_006764-T1
OG0008969		GBNWZ_006767-T1
OG0008970		GBNWZ_006768-T1
OG0008971		GBNWZ_006773-T1
OG0008972		GBNWZ_006775-T1
OG0008973		GBNWZ_006779-T1
OG0008974		GBNWZ_006785-T1
OG0008975		GBNWZ_006787-T1
OG0008976		GBNWZ_006788-T1
OG0008977		GBNWZ_006791-T1
OG0008978		GBNWZ_006792-T1
OG0008979		GBNWZ_006793-T1
OG0008980		GBNWZ_006799-T1
OG0008981		GBNWZ_006807-T1
OG0008982		GBNWZ_006811-T1
OG0008983		GBNWZ_006813-T1
OG0008984		GBNWZ_006819-T1
OG0008985		GBNWZ_006821-T1
OG0008986		GBNWZ_006823-T1
OG0008987		GBNWZ_006827-T1
OG0008988		GBNWZ_006829-T1
OG0008989		GBNWZ_006832-T1
OG0008990		GBNWZ_006836-T1
OG0008991		GBNWZ_006841-T1
OG0008992		GBNWZ_006842-T1
OG0008993		GBNWZ_006843-T1
OG0008994		GBNWZ_006844-T1
OG0008995		GBNWZ_006845-T1
OG0008996		GBNWZ_006847-T1
OG0008997		GBNWZ_006849-T1
OG0008998		GBNWZ_006850-T1
OG0008999		GBNWZ_006852-T1
OG0009000		GBNWZ_006856-T1
OG0009001		GBNWZ_006859-T1
OG0009002		GBNWZ_006862-T1
OG0009003		GBNWZ_006863-T1
OG0009004		GBNWZ_006866-T1
OG0009005		GBNWZ_006867-T1
OG0009006		GBNWZ_006868-T1
OG0009007		GBNWZ_006873-T1
OG0009008		GBNWZ_006875-T1
OG0009009		GBNWZ_006881-T1
OG0009010		GBNWZ_006882-T1
OG0009011		GBNWZ_006886-T1
OG0009012		GBNWZ_006888-T1
OG0009013		GBNWZ_006889-T1
OG0009014		GBNWZ_006890-T1
OG0009015		GBNWZ_006891-T1
OG0009016		GBNWZ_006892-T1
OG0009017		GBNWZ_006895-T1
OG0009018		GBNWZ_006896-T1
OG0009019		GBNWZ_006897-T1
OG0009020		GBNWZ_006898-T1
OG0009021		GBNWZ_006899-T1
OG0009022		GBNWZ_006901-T1
OG0009023		GBNWZ_006906-T1
OG0009024		GBNWZ_006908-T1
OG0009025		GBNWZ_006911-T1
OG0009026		GBNWZ_006913-T1
OG0009027		GBNWZ_006914-T1
OG0009028		GBNWZ_006916-T1
OG0009029		GBNWZ_006917-T1
OG0009030		GBNWZ_006921-T1
OG0009031		GBNWZ_006922-T1
OG0009032		GBNWZ_006925-T1
OG0009033		GBNWZ_006926-T1
OG0009034		GBNWZ_006929-T1
OG0009035		GBNWZ_006930-T1
OG0009036		GBNWZ_006931-T1
OG0009037		GBNWZ_006935-T1
OG0009038		GBNWZ_006939-T1
OG0009039		GBNWZ_006940-T1
OG0009040		GBNWZ_006941-T1
OG0009041		GBNWZ_006943-T1
OG0009042		GBNWZ_006948-T1
OG0009043		GBNWZ_006949-T1
OG0009044		GBNWZ_006961-T1
OG0009045		GBNWZ_006964-T1
OG0009046		GBNWZ_006967-T1
OG0009047		GBNWZ_006971-T1
OG0009048		GBNWZ_006973-T1
OG0009049		GBNWZ_006974-T1
OG0009050		GBNWZ_006977-T1
OG0009051		GBNWZ_006978-T1
OG0009052		GBNWZ_006981-T1
OG0009053		GBNWZ_006984-T1
OG0009054		GBNWZ_006986-T1
OG0009055		GBNWZ_006987-T1
OG0009056		GBNWZ_006989-T1
OG0009057		GBNWZ_006990-T1
OG0009058		GBNWZ_006991-T1
OG0009059		GBNWZ_006995-T1
OG0009060		GBNWZ_006996-T1
OG0009061		GBNWZ_006997-T1
OG0009062		GBNWZ_006998-T1
OG0009063		GBNWZ_006999-T1
OG0009064		GBNWZ_007000-T1
OG0009065		GBNWZ_007001-T1
OG0009066		GBNWZ_007002-T1
OG0009067		GBNWZ_007003-T1
OG0009068		GBNWZ_007004-T1
OG0009069		GBNWZ_007005-T1
OG0009070		GBNWZ_007014-T1
OG0009071		GBNWZ_007015-T1
OG0009072		GBNWZ_007017-T1
OG0009073		GBNWZ_007019-T1
OG0009074		GBNWZ_007021-T1
OG0009075		GBNWZ_007022-T1
OG0009076		GBNWZ_007023-T1
OG0009077		GBNWZ_007033-T1
OG0009078		GBNWZ_007037-T1
OG0009079		GBNWZ_007038-T1
OG0009080		GBNWZ_007041-T1
OG0009081		GBNWZ_007046-T1
OG0009082		GBNWZ_007048-T1
OG0009083		GBNWZ_007049-T1
OG0009084		GBNWZ_007050-T1
OG0009085		GBNWZ_007057-T1
OG0009086		GBNWZ_007062-T1
OG0009087		GBNWZ_007064-T1
OG0009088		GBNWZ_007066-T1
OG0009089		GBNWZ_007072-T1
OG0009090		GBNWZ_007075-T1
OG0009091		GBNWZ_007079-T1
OG0009092		GBNWZ_007082-T1
OG0009093		GBNWZ_007083-T1
OG0009094		GBNWZ_007085-T1
OG0009095		GBNWZ_007087-T1
OG0009096		GBNWZ_007094-T1
OG0009097		GBNWZ_007095-T1
OG0009098		GBNWZ_007098-T1
OG0009099		GBNWZ_007099-T1
OG0009100		GBNWZ_007104-T1
OG0009101		GBNWZ_007108-T1
OG0009102		GBNWZ_007110-T1
OG0009103		GBNWZ_007111-T1
OG0009104		GBNWZ_007112-T1
OG0009105		GBNWZ_007116-T1
OG0009106		GBNWZ_007118-T1
OG0009107		GBNWZ_007119-T1
OG0009108		GBNWZ_007124-T1
OG0009109		GBNWZ_007125-T1
OG0009110		GBNWZ_007127-T1
OG0009111		GBNWZ_007133-T1
OG0009112		GBNWZ_007135-T1
OG0009113		GBNWZ_007137-T1
OG0009114		GBNWZ_007138-T1
OG0009115		GBNWZ_007143-T1
OG0009116		GBNWZ_007144-T1
OG0009117		GBNWZ_007145-T1
OG0009118		GBNWZ_007148-T1
OG0009119		GBNWZ_007149-T1
OG0009120		GBNWZ_007151-T1
OG0009121		GBNWZ_007153-T1
OG0009122		GBNWZ_007159-T1
OG0009123		GBNWZ_007160-T1
OG0009124		GBNWZ_007164-T1
OG0009125		GBNWZ_007165-T1
OG0009126		GBNWZ_007166-T1
OG0009127		GBNWZ_007167-T1
OG0009128		GBNWZ_007169-T1
OG0009129		GBNWZ_007170-T1
OG0009130		GBNWZ_007171-T1
OG0009131		GBNWZ_007173-T1
OG0009132		GBNWZ_007174-T1
OG0009133		GBNWZ_007175-T1
OG0009134		GBNWZ_007181-T1
OG0009135		GBNWZ_007183-T1
OG0009136		GBNWZ_007185-T1
OG0009137		GBNWZ_007186-T1
OG0009138		GBNWZ_007187-T1
OG0009139		GBNWZ_007188-T1
OG0009140		GBNWZ_007190-T1
OG0009141		GBNWZ_007192-T1
OG0009142		GBNWZ_007193-T1
OG0009143		GBNWZ_007195-T1
OG0009144		GBNWZ_007196-T1
OG0009145		GBNWZ_007199-T1
OG0009146		GBNWZ_007200-T1
OG0009147		GBNWZ_007201-T1
OG0009148		GBNWZ_007202-T1
OG0009149		GBNWZ_007205-T1
OG0009150		GBNWZ_007206-T1
OG0009151		GBNWZ_007207-T1
OG0009152		GBNWZ_007208-T1
OG0009153		GBNWZ_007214-T1
OG0009154		GBNWZ_007218-T1
OG0009155		GBNWZ_007219-T1
OG0009156		GBNWZ_007220-T1
OG0009157		GBNWZ_007222-T1
OG0009158		GBNWZ_007223-T1
OG0009159		GBNWZ_007230-T1
OG0009160		GBNWZ_007231-T1
OG0009161		GBNWZ_007233-T1
OG0009162		GBNWZ_007236-T1
OG0009163		GBNWZ_007240-T1
OG0009164		GBNWZ_007241-T1
OG0009165		GBNWZ_007242-T1
OG0009166		GBNWZ_007243-T1
OG0009167		GBNWZ_007244-T1
OG0009168		GBNWZ_007245-T1
OG0009169		GBNWZ_007246-T1
OG0009170		GBNWZ_007247-T1
OG0009171		GBNWZ_007250-T1
OG0009172		GBNWZ_007252-T1
OG0009173		GBNWZ_007255-T1
OG0009174		GBNWZ_007256-T1
OG0009175		GBNWZ_007258-T1
OG0009176		GBNWZ_007260-T1
OG0009177		GBNWZ_007261-T1
OG0009178		GBNWZ_007262-T1
OG0009179		GBNWZ_007266-T1
OG0009180		GBNWZ_007274-T1
OG0009181		GBNWZ_007276-T1
OG0009182		GBNWZ_007277-T1
OG0009183		GBNWZ_007284-T1
OG0009184		GBNWZ_007288-T1
OG0009185		GBNWZ_007296-T1
OG0009186		GBNWZ_007298-T1
OG0009187		GBNWZ_007300-T1
OG0009188		GBNWZ_007304-T1
OG0009189		GBNWZ_007305-T1
OG0009190		GBNWZ_007309-T1
