	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0013574		Phybl2|Phybl2_169844
OG0013575		Phybl2|Phybl2_146919
OG0013576		Phybl2|Phybl2_146921
OG0013577		Phybl2|Phybl2_169851
OG0013578		Phybl2|Phybl2_169852
OG0013579		Phybl2|Phybl2_169853
OG0013580		Phybl2|Phybl2_159218
OG0013581		Phybl2|Phybl2_159219
OG0013582		Phybl2|Phybl2_169855
OG0013583		Phybl2|Phybl2_146933
OG0013584		Phybl2|Phybl2_146934
OG0013585		Phybl2|Phybl2_113903
OG0013586		Phybl2|Phybl2_169864
OG0013587		Phybl2|Phybl2_169866
OG0013588		Phybl2|Phybl2_169867
OG0013589		Phybl2|Phybl2_146941
OG0013590		Phybl2|Phybl2_169872
OG0013591		Phybl2|Phybl2_146948
OG0013592		Phybl2|Phybl2_169877
OG0013593		Phybl2|Phybl2_169878
OG0013594		Phybl2|Phybl2_146951
OG0013595		Phybl2|Phybl2_113964
OG0013596		Phybl2|Phybl2_68744
OG0013597		Phybl2|Phybl2_146955
OG0013598		Phybl2|Phybl2_169884
OG0013599		Phybl2|Phybl2_169890
OG0013600		Phybl2|Phybl2_169891
OG0013601		Phybl2|Phybl2_169894
OG0013602		Phybl2|Phybl2_169897
OG0013603		Phybl2|Phybl2_68728
OG0013604		Phybl2|Phybl2_146970
OG0013605		Phybl2|Phybl2_169899
OG0013606		Phybl2|Phybl2_169900
OG0013607		Phybl2|Phybl2_169902
OG0013608		Phybl2|Phybl2_169908
OG0013609		Phybl2|Phybl2_68724
OG0013610		Phybl2|Phybl2_169911
OG0013611		Phybl2|Phybl2_169914
OG0013612		Phybl2|Phybl2_169916
OG0013613		Phybl2|Phybl2_169919
OG0013614		Phybl2|Phybl2_169920
OG0013615		Phybl2|Phybl2_169921
OG0013616		Phybl2|Phybl2_68710
OG0013617		Phybl2|Phybl2_68709
OG0013618		Phybl2|Phybl2_68706
OG0013619		Phybl2|Phybl2_125636
OG0013620		Phybl2|Phybl2_169929
OG0013621		Phybl2|Phybl2_169930
OG0013622		Phybl2|Phybl2_68699
OG0013623		Phybl2|Phybl2_169944
OG0013624		Phybl2|Phybl2_147023
OG0013625		Phybl2|Phybl2_68686
OG0013626		Phybl2|Phybl2_159232
OG0013627		Phybl2|Phybl2_147065
OG0013628		Phybl2|Phybl2_57675
OG0013629		Phybl2|Phybl2_68641
OG0013630		Phybl2|Phybl2_68627
OG0013631		Phybl2|Phybl2_170009
OG0013632		Phybl2|Phybl2_170011
OG0013633		Phybl2|Phybl2_170015
OG0013634		Phybl2|Phybl2_147096
OG0013635		Phybl2|Phybl2_170017
OG0013636		Phybl2|Phybl2_147099
OG0013637		Phybl2|Phybl2_159248
OG0013638		Phybl2|Phybl2_170027
OG0013639		Phybl2|Phybl2_71277
OG0013640		Phybl2|Phybl2_25451
OG0013641		Phybl2|Phybl2_170068
OG0013642		Phybl2|Phybl2_147150
OG0013643		Phybl2|Phybl2_170070
OG0013644		Phybl2|Phybl2_170074
OG0013645		Phybl2|Phybl2_170084
OG0013646		Phybl2|Phybl2_170088
OG0013647		Phybl2|Phybl2_170089
OG0013648		Phybl2|Phybl2_71215
OG0013649		Phybl2|Phybl2_71213
OG0013650		Phybl2|Phybl2_159267
OG0013651		Phybl2|Phybl2_101035
OG0013652		Phybl2|Phybl2_71186
OG0013653		Phybl2|Phybl2_71181
OG0013654		Phybl2|Phybl2_147205
OG0013655		Phybl2|Phybl2_147206
OG0013656		Phybl2|Phybl2_170124
OG0013657		Phybl2|Phybl2_170125
OG0013658		Phybl2|Phybl2_147208
OG0013659		Phybl2|Phybl2_159270
OG0013660		Phybl2|Phybl2_159272
OG0013661		Phybl2|Phybl2_170131
OG0013662		Phybl2|Phybl2_170144
OG0013663		Phybl2|Phybl2_170147
OG0013664		Phybl2|Phybl2_147232
OG0013665		Phybl2|Phybl2_72065
OG0013666		Phybl2|Phybl2_170148
OG0013667		Phybl2|Phybl2_147242
OG0013668		Phybl2|Phybl2_170156
OG0013669		Phybl2|Phybl2_72073
OG0013670		Phybl2|Phybl2_170159
OG0013671		Phybl2|Phybl2_170160
OG0013672		Phybl2|Phybl2_170163
OG0013673		Phybl2|Phybl2_159279
OG0013674		Phybl2|Phybl2_170165
OG0013675		Phybl2|Phybl2_170167
OG0013676		Phybl2|Phybl2_170168
OG0013677		Phybl2|Phybl2_170169
OG0013678		Phybl2|Phybl2_170170
OG0013679		Phybl2|Phybl2_170172
OG0013680		Phybl2|Phybl2_97900
OG0013681		Phybl2|Phybl2_170181
OG0013682		Phybl2|Phybl2_114288
OG0013683		Phybl2|Phybl2_170189
OG0013684		Phybl2|Phybl2_170190
OG0013685		Phybl2|Phybl2_170193
OG0013686		Phybl2|Phybl2_170194
OG0013687		Phybl2|Phybl2_170195
OG0013688		Phybl2|Phybl2_147282
OG0013689		Phybl2|Phybl2_170199
OG0013690		Phybl2|Phybl2_72109
OG0013691		Phybl2|Phybl2_75387
OG0013692		Phybl2|Phybl2_155744
OG0013693		Phybl2|Phybl2_27140
OG0013694		Phybl2|Phybl2_114289
OG0013695		Phybl2|Phybl2_147286
OG0013696		Phybl2|Phybl2_147287
OG0013697		Phybl2|Phybl2_170204
OG0013698		Phybl2|Phybl2_147291
OG0013699		Phybl2|Phybl2_170209
OG0013700		Phybl2|Phybl2_170212
OG0013701		Phybl2|Phybl2_147304
OG0013702		Phybl2|Phybl2_70105
OG0013703		Phybl2|Phybl2_70104
OG0013704		Phybl2|Phybl2_70100
OG0013705		Phybl2|Phybl2_170232
OG0013706		Phybl2|Phybl2_159295
OG0013707		Phybl2|Phybl2_187604
OG0013708		Phybl2|Phybl2_70073
OG0013709		Phybl2|Phybl2_70069
OG0013710		Phybl2|Phybl2_114373
OG0013711		Phybl2|Phybl2_170258
OG0013712		Phybl2|Phybl2_70062
OG0013713		Phybl2|Phybl2_147345
OG0013714		Phybl2|Phybl2_170266
OG0013715		Phybl2|Phybl2_170270
OG0013716		Phybl2|Phybl2_147356
OG0013717		Phybl2|Phybl2_170273
OG0013718		Phybl2|Phybl2_170276
OG0013719		Phybl2|Phybl2_70052
OG0013720		Phybl2|Phybl2_70050
OG0013721		Phybl2|Phybl2_170278
OG0013722		Phybl2|Phybl2_147367
OG0013723		Phybl2|Phybl2_170281
OG0013724		Phybl2|Phybl2_147376
OG0013725		Phybl2|Phybl2_70039
OG0013726		Phybl2|Phybl2_170286
OG0013727		Phybl2|Phybl2_101399
OG0013728		Phybl2|Phybl2_70009
OG0013729		Phybl2|Phybl2_170314
OG0013730		Phybl2|Phybl2_159322
OG0013731		Phybl2|Phybl2_69990
OG0013732		Phybl2|Phybl2_69988
OG0013733		Phybl2|Phybl2_170337
OG0013734		Phybl2|Phybl2_57807
OG0013735		Phybl2|Phybl2_170355
OG0013736		Phybl2|Phybl2_147450
OG0013737		Phybl2|Phybl2_170359
OG0013738		Phybl2|Phybl2_170360
OG0013739		Phybl2|Phybl2_73935
OG0013740		Phybl2|Phybl2_69957
OG0013741		Phybl2|Phybl2_69958
OG0013742		Phybl2|Phybl2_147466
OG0013743		Phybl2|Phybl2_170377
OG0013744		Phybl2|Phybl2_147471
OG0013745		Phybl2|Phybl2_69966
OG0013746		Phybl2|Phybl2_147475
OG0013747		Phybl2|Phybl2_72855
OG0013748		Phybl2|Phybl2_147487
OG0013749		Phybl2|Phybl2_170393
OG0013750		Phybl2|Phybl2_72846
OG0013751		Phybl2|Phybl2_170399
OG0013752		Phybl2|Phybl2_170402
OG0013753		Phybl2|Phybl2_170406
OG0013754		Phybl2|Phybl2_114261
OG0013755		Phybl2|Phybl2_170411
OG0013756		Phybl2|Phybl2_72820
OG0013757		Phybl2|Phybl2_147512
OG0013758		Phybl2|Phybl2_159340
OG0013759		Phybl2|Phybl2_159341
OG0013760		Phybl2|Phybl2_72816
OG0013761		Phybl2|Phybl2_170419
OG0013762		Phybl2|Phybl2_170422
OG0013763		Phybl2|Phybl2_72807
OG0013764		Phybl2|Phybl2_147531
OG0013765		Phybl2|Phybl2_170433
OG0013766		Phybl2|Phybl2_147542
OG0013767		Phybl2|Phybl2_170438
OG0013768		Phybl2|Phybl2_170441
OG0013769		Phybl2|Phybl2_170444
OG0013770		Phybl2|Phybl2_72721
OG0013771		Phybl2|Phybl2_147565
OG0013772		Phybl2|Phybl2_147566
OG0013773		Phybl2|Phybl2_147567
OG0013774		Phybl2|Phybl2_170460
OG0013775		Phybl2|Phybl2_170462
OG0013776		Phybl2|Phybl2_147582
OG0013777		Phybl2|Phybl2_187664
OG0013778		Phybl2|Phybl2_170468
OG0013779		Phybl2|Phybl2_72698
OG0013780		Phybl2|Phybl2_72699
OG0013781		Phybl2|Phybl2_72701
OG0013782		Phybl2|Phybl2_170473
OG0013783		Phybl2|Phybl2_147594
OG0013784		Phybl2|Phybl2_147598
OG0013785		Phybl2|Phybl2_170479
OG0013786		Phybl2|Phybl2_147600
OG0013787		Phybl2|Phybl2_182117
OG0013788		Phybl2|Phybl2_147603
OG0013789		Phybl2|Phybl2_147604
OG0013790		Phybl2|Phybl2_155778
OG0013791		Phybl2|Phybl2_114461
OG0013792		Phybl2|Phybl2_170503
OG0013793		Phybl2|Phybl2_170505
OG0013794		Phybl2|Phybl2_170514
OG0013795		Phybl2|Phybl2_102509
OG0013796		Phybl2|Phybl2_66555
OG0013797		Phybl2|Phybl2_159363
OG0013798		Phybl2|Phybl2_147673
OG0013799		Phybl2|Phybl2_170546
OG0013800		Phybl2|Phybl2_66507
OG0013801		Phybl2|Phybl2_170549
OG0013802		Phybl2|Phybl2_159369
OG0013803		Phybl2|Phybl2_159370
OG0013804		Phybl2|Phybl2_159371
OG0013805		Phybl2|Phybl2_170557
OG0013806		Phybl2|Phybl2_114694
OG0013807		Phybl2|Phybl2_114614
OG0013808		Phybl2|Phybl2_94832
OG0013809		Phybl2|Phybl2_92828
OG0013810		Phybl2|Phybl2_66529
OG0013811		Phybl2|Phybl2_66506
OG0013812		Phybl2|Phybl2_147716
OG0013813		Phybl2|Phybl2_66502
OG0013814		Phybl2|Phybl2_134797
OG0013815		Phybl2|Phybl2_159383
OG0013816		Phybl2|Phybl2_182185
OG0013817		Phybl2|Phybl2_66459
OG0013818		Phybl2|Phybl2_170621
OG0013819		Phybl2|Phybl2_170623
OG0013820		Phybl2|Phybl2_147752
OG0013821		Phybl2|Phybl2_170629
OG0013822		Phybl2|Phybl2_66462
OG0013823		Phybl2|Phybl2_170636
OG0013824		Phybl2|Phybl2_147765
OG0013825		Phybl2|Phybl2_170637
OG0013826		Phybl2|Phybl2_66458
OG0013827		Phybl2|Phybl2_66457
OG0013828		Phybl2|Phybl2_182196
OG0013829		Phybl2|Phybl2_126049
OG0013830		Phybl2|Phybl2_170651
OG0013831		Phybl2|Phybl2_170652
OG0013832		Phybl2|Phybl2_170653
OG0013833		Phybl2|Phybl2_170654
OG0013834		Phybl2|Phybl2_170655
OG0013835		Phybl2|Phybl2_170656
OG0013836		Phybl2|Phybl2_147787
OG0013837		Phybl2|Phybl2_170658
OG0013838		Phybl2|Phybl2_170659
OG0013839		Phybl2|Phybl2_147788
OG0013840		Phybl2|Phybl2_170661
OG0013841		Phybl2|Phybl2_66431
OG0013842		Phybl2|Phybl2_147801
OG0013843		Phybl2|Phybl2_170678
OG0013844		Phybl2|Phybl2_170679
OG0013845		Phybl2|Phybl2_126066
OG0013846		Phybl2|Phybl2_114593
OG0013847		Phybl2|Phybl2_147812
OG0013848		Phybl2|Phybl2_170685
OG0013849		Phybl2|Phybl2_159401
OG0013850		Phybl2|Phybl2_159402
OG0013851		Phybl2|Phybl2_170704
OG0013852		Phybl2|Phybl2_170706
OG0013853		Phybl2|Phybl2_170717
OG0013854		Phybl2|Phybl2_170740
OG0013855		Phybl2|Phybl2_70807
OG0013856		Phybl2|Phybl2_70781
OG0013857		Phybl2|Phybl2_159433
OG0013858		Phybl2|Phybl2_147937
OG0013859		Phybl2|Phybl2_64195
OG0013860		Phybl2|Phybl2_64192
OG0013861		Phybl2|Phybl2_147960
OG0013862		Phybl2|Phybl2_170848
OG0013863		Phybl2|Phybl2_64158
OG0013864		Phybl2|Phybl2_147994
OG0013865		Phybl2|Phybl2_64147
OG0013866		Phybl2|Phybl2_159461
OG0013867		Phybl2|Phybl2_64143
OG0013868		Phybl2|Phybl2_64142
OG0013869		Phybl2|Phybl2_182305
OG0013870		Phybl2|Phybl2_170889
OG0013871		Phybl2|Phybl2_148029
OG0013872		Phybl2|Phybl2_64115
OG0013873		Phybl2|Phybl2_114856
OG0013874		Phybl2|Phybl2_170897
OG0013875		Phybl2|Phybl2_135019
OG0013876		Phybl2|Phybl2_159484
OG0013877		Phybl2|Phybl2_170944
OG0013878		Phybl2|Phybl2_159490
OG0013879		Phybl2|Phybl2_148097
OG0013880		Phybl2|Phybl2_170965
OG0013881		Phybl2|Phybl2_170966
OG0013882		Phybl2|Phybl2_148116
OG0013883		Phybl2|Phybl2_182355
OG0013884		Phybl2|Phybl2_148128
OG0013885		Phybl2|Phybl2_170990
OG0013886		Phybl2|Phybl2_64012
OG0013887		Phybl2|Phybl2_170997
OG0013888		Phybl2|Phybl2_114838
OG0013889		Phybl2|Phybl2_171003
OG0013890		Phybl2|Phybl2_171006
OG0013891		Phybl2|Phybl2_171007
OG0013892		Phybl2|Phybl2_63993
OG0013893		Phybl2|Phybl2_148157
OG0013894		Phybl2|Phybl2_63991
OG0013895		Phybl2|Phybl2_63988
OG0013896		Phybl2|Phybl2_159505
OG0013897		Phybl2|Phybl2_63979
OG0013898		Phybl2|Phybl2_148179
OG0013899		Phybl2|Phybl2_114890
OG0013900		Phybl2|Phybl2_115129
OG0013901		Phybl2|Phybl2_148182
OG0013902		Phybl2|Phybl2_148183
OG0013903		Phybl2|Phybl2_114887
OG0013904		Phybl2|Phybl2_115095
OG0013905		Phybl2|Phybl2_115127
OG0013906		Phybl2|Phybl2_114883
OG0013907		Phybl2|Phybl2_114799
OG0013908		Phybl2|Phybl2_114834
OG0013909		Phybl2|Phybl2_148188
OG0013910		Phybl2|Phybl2_114806
OG0013911		Phybl2|Phybl2_115041
OG0013912		Phybl2|Phybl2_155902
OG0013913		Phybl2|Phybl2_171043
OG0013914		Phybl2|Phybl2_171046
OG0013915		Phybl2|Phybl2_159510
OG0013916		Phybl2|Phybl2_171048
OG0013917		Phybl2|Phybl2_73821
OG0013918		Phybl2|Phybl2_171050
OG0013919		Phybl2|Phybl2_73825
OG0013920		Phybl2|Phybl2_171053
OG0013921		Phybl2|Phybl2_171054
OG0013922		Phybl2|Phybl2_171055
OG0013923		Phybl2|Phybl2_148206
OG0013924		Phybl2|Phybl2_171058
OG0013925		Phybl2|Phybl2_171059
OG0013926		Phybl2|Phybl2_159512
OG0013927		Phybl2|Phybl2_171061
OG0013928		Phybl2|Phybl2_72565
OG0013929		Phybl2|Phybl2_171066
OG0013930		Phybl2|Phybl2_171067
OG0013931		Phybl2|Phybl2_74031
OG0013932		Phybl2|Phybl2_72553
OG0013933		Phybl2|Phybl2_72542
OG0013934		Phybl2|Phybl2_148246
OG0013935		Phybl2|Phybl2_148247
OG0013936		Phybl2|Phybl2_171094
OG0013937		Phybl2|Phybl2_148249
OG0013938		Phybl2|Phybl2_148251
OG0013939		Phybl2|Phybl2_148253
OG0013940		Phybl2|Phybl2_148254
OG0013941		Phybl2|Phybl2_148255
OG0013942		Phybl2|Phybl2_171102
OG0013943		Phybl2|Phybl2_72525
OG0013944		Phybl2|Phybl2_171106
OG0013945		Phybl2|Phybl2_171107
OG0013946		Phybl2|Phybl2_72520
OG0013947		Phybl2|Phybl2_148268
OG0013948		Phybl2|Phybl2_148269
OG0013949		Phybl2|Phybl2_148270
OG0013950		Phybl2|Phybl2_171114
OG0013951		Phybl2|Phybl2_148273
OG0013952		Phybl2|Phybl2_171117
OG0013953		Phybl2|Phybl2_72512
OG0013954		Phybl2|Phybl2_171119
OG0013955		Phybl2|Phybl2_72510
OG0013956		Phybl2|Phybl2_148277
OG0013957		Phybl2|Phybl2_171123
OG0013958		Phybl2|Phybl2_171124
OG0013959		Phybl2|Phybl2_72507
OG0013960		Phybl2|Phybl2_72505
OG0013961		Phybl2|Phybl2_171128
OG0013962		Phybl2|Phybl2_72501
OG0013963		Phybl2|Phybl2_171134
OG0013964		Phybl2|Phybl2_171136
OG0013965		Phybl2|Phybl2_148296
OG0013966		Phybl2|Phybl2_171138
OG0013967		Phybl2|Phybl2_171142
OG0013968		Phybl2|Phybl2_73890
OG0013969		Phybl2|Phybl2_148305
OG0013970		Phybl2|Phybl2_74153
OG0013971		Phybl2|Phybl2_171156
OG0013972		Phybl2|Phybl2_171169
OG0013973		Phybl2|Phybl2_159516
OG0013974		Phybl2|Phybl2_171177
OG0013975		Phybl2|Phybl2_171199
OG0013976		Phybl2|Phybl2_171208
OG0013977		Phybl2|Phybl2_70624
OG0013978		Phybl2|Phybl2_70619
OG0013979		Phybl2|Phybl2_70602
OG0013980		Phybl2|Phybl2_171230
OG0013981		Phybl2|Phybl2_70593
OG0013982		Phybl2|Phybl2_70592
OG0013983		Phybl2|Phybl2_70590
OG0013984		Phybl2|Phybl2_148421
OG0013985		Phybl2|Phybl2_148428
OG0013986		Phybl2|Phybl2_171266
OG0013987		Phybl2|Phybl2_73554
OG0013988		Phybl2|Phybl2_171271
OG0013989		Phybl2|Phybl2_171272
OG0013990		Phybl2|Phybl2_148437
OG0013991		Phybl2|Phybl2_148439
OG0013992		Phybl2|Phybl2_171276
OG0013993		Phybl2|Phybl2_68377
OG0013994		Phybl2|Phybl2_171278
OG0013995		Phybl2|Phybl2_171279
OG0013996		Phybl2|Phybl2_171280
OG0013997		Phybl2|Phybl2_171282
OG0013998		Phybl2|Phybl2_171284
OG0013999		Phybl2|Phybl2_69634
OG0014000		Phybl2|Phybl2_69633
OG0014001		Phybl2|Phybl2_69631
OG0014002		Phybl2|Phybl2_69630
OG0014003		Phybl2|Phybl2_69629
OG0014004		Phybl2|Phybl2_171297
OG0014005		Phybl2|Phybl2_159552
OG0014006		Phybl2|Phybl2_171300
OG0014007		Phybl2|Phybl2_148470
OG0014008		Phybl2|Phybl2_171303
OG0014009		Phybl2|Phybl2_171305
OG0014010		Phybl2|Phybl2_148478
OG0014011		Phybl2|Phybl2_148480
OG0014012		Phybl2|Phybl2_69601
OG0014013		Phybl2|Phybl2_148493
OG0014014		Phybl2|Phybl2_171322
OG0014015		Phybl2|Phybl2_187947
OG0014016		Phybl2|Phybl2_171328
OG0014017		Phybl2|Phybl2_148506
OG0014018		Phybl2|Phybl2_171332
OG0014019		Phybl2|Phybl2_69574
OG0014020		Phybl2|Phybl2_171351
OG0014021		Phybl2|Phybl2_171363
OG0014022		Phybl2|Phybl2_69527
OG0014023		Phybl2|Phybl2_69519
OG0014024		Phybl2|Phybl2_24312
OG0014025		Phybl2|Phybl2_159578
OG0014026		Phybl2|Phybl2_171416
OG0014027		Phybl2|Phybl2_69488
OG0014028		Phybl2|Phybl2_171424
OG0014029		Phybl2|Phybl2_69472
OG0014030		Phybl2|Phybl2_171435
OG0014031		Phybl2|Phybl2_171438
OG0014032		Phybl2|Phybl2_171442
OG0014033		Phybl2|Phybl2_171452
OG0014034		Phybl2|Phybl2_171453
OG0014035		Phybl2|Phybl2_171455
OG0014036		Phybl2|Phybl2_159583
OG0014037		Phybl2|Phybl2_71504
OG0014038		Phybl2|Phybl2_148629
OG0014039		Phybl2|Phybl2_148631
OG0014040		Phybl2|Phybl2_71509
OG0014041		Phybl2|Phybl2_71510
OG0014042		Phybl2|Phybl2_71511
OG0014043		Phybl2|Phybl2_71512
OG0014044		Phybl2|Phybl2_148639
OG0014045		Phybl2|Phybl2_71520
OG0014046		Phybl2|Phybl2_71524
OG0014047		Phybl2|Phybl2_71525
OG0014048		Phybl2|Phybl2_148651
OG0014049		Phybl2|Phybl2_171481
OG0014050		Phybl2|Phybl2_115726
OG0014051		Phybl2|Phybl2_171485
OG0014052		Phybl2|Phybl2_159582
OG0014053		Phybl2|Phybl2_71543
OG0014054		Phybl2|Phybl2_71549
OG0014055		Phybl2|Phybl2_171501
OG0014056		Phybl2|Phybl2_171506
OG0014057		Phybl2|Phybl2_171507
OG0014058		Phybl2|Phybl2_171508
OG0014059		Phybl2|Phybl2_60034
OG0014060		Phybl2|Phybl2_171532
OG0014061		Phybl2|Phybl2_171558
OG0014062		Phybl2|Phybl2_60078
OG0014063		Phybl2|Phybl2_60085
OG0014064		Phybl2|Phybl2_171578
OG0014065		Phybl2|Phybl2_159615
OG0014066		Phybl2|Phybl2_159616
OG0014067		Phybl2|Phybl2_60139
OG0014068		Phybl2|Phybl2_148786
OG0014069		Phybl2|Phybl2_60146
OG0014070		Phybl2|Phybl2_159631
OG0014071		Phybl2|Phybl2_171639
OG0014072		Phybl2|Phybl2_87681
OG0014073		Phybl2|Phybl2_96053
OG0014074		Phybl2|Phybl2_60172
OG0014075		Phybl2|Phybl2_96064
OG0014076		Phybl2|Phybl2_60176
OG0014077		Phybl2|Phybl2_115778
OG0014078		Phybl2|Phybl2_171673
OG0014079		Phybl2|Phybl2_171674
OG0014080		Phybl2|Phybl2_171682
OG0014081		Phybl2|Phybl2_115658
OG0014082		Phybl2|Phybl2_171686
OG0014083		Phybl2|Phybl2_60213
OG0014084		Phybl2|Phybl2_95687
OG0014085		Phybl2|Phybl2_60255
OG0014086		Phybl2|Phybl2_94450
OG0014087		Phybl2|Phybl2_171744
OG0014088		Phybl2|Phybl2_171753
OG0014089		Phybl2|Phybl2_171758
OG0014090		Phybl2|Phybl2_60282
OG0014091		Phybl2|Phybl2_171765
OG0014092		Phybl2|Phybl2_60288
OG0014093		Phybl2|Phybl2_148928
OG0014094		Phybl2|Phybl2_148929
OG0014095		Phybl2|Phybl2_171769
OG0014096		Phybl2|Phybl2_171770
OG0014097		Phybl2|Phybl2_188122
OG0014098		Phybl2|Phybl2_73386
OG0014099		Phybl2|Phybl2_104138
OG0014100		Phybl2|Phybl2_116085
OG0014101		Phybl2|Phybl2_73397
OG0014102		Phybl2|Phybl2_171795
OG0014103		Phybl2|Phybl2_148972
OG0014104		Phybl2|Phybl2_159684
OG0014105		Phybl2|Phybl2_148974
OG0014106		Phybl2|Phybl2_171807
OG0014107		Phybl2|Phybl2_171808
OG0014108		Phybl2|Phybl2_171809
OG0014109		Phybl2|Phybl2_171810
OG0014110		Phybl2|Phybl2_79850
OG0014111		Phybl2|Phybl2_70555
OG0014112		Phybl2|Phybl2_171817
OG0014113		Phybl2|Phybl2_70538
OG0014114		Phybl2|Phybl2_135489
OG0014115		Phybl2|Phybl2_171857
OG0014116		Phybl2|Phybl2_70510
OG0014117		Phybl2|Phybl2_70504
OG0014118		Phybl2|Phybl2_70491
OG0014119		Phybl2|Phybl2_70471
OG0014120		Phybl2|Phybl2_171896
OG0014121		Phybl2|Phybl2_115842
OG0014122		Phybl2|Phybl2_149060
OG0014123		Phybl2|Phybl2_70460
OG0014124		Phybl2|Phybl2_171921
OG0014125		Phybl2|Phybl2_94914
OG0014126		Phybl2|Phybl2_171942
OG0014127		Phybl2|Phybl2_149101
OG0014128		Phybl2|Phybl2_149103
OG0014129		Phybl2|Phybl2_171946
OG0014130		Phybl2|Phybl2_171948
OG0014131		Phybl2|Phybl2_73608
OG0014132		Phybl2|Phybl2_171953
OG0014133		Phybl2|Phybl2_171957
OG0014134		Phybl2|Phybl2_171958
OG0014135		Phybl2|Phybl2_149117
OG0014136		Phybl2|Phybl2_73624
OG0014137		Phybl2|Phybl2_73626
OG0014138		Phybl2|Phybl2_159727
OG0014139		Phybl2|Phybl2_80600
OG0014140		Phybl2|Phybl2_159729
OG0014141		Phybl2|Phybl2_171975
OG0014142		Phybl2|Phybl2_171976
OG0014143		Phybl2|Phybl2_171978
OG0014144		Phybl2|Phybl2_171979
OG0014145		Phybl2|Phybl2_171980
OG0014146		Phybl2|Phybl2_159732
OG0014147		Phybl2|Phybl2_159733
OG0014148		Phybl2|Phybl2_60301
OG0014149		Phybl2|Phybl2_171997
OG0014150		Phybl2|Phybl2_172004
OG0014151		Phybl2|Phybl2_172010
OG0014152		Phybl2|Phybl2_159742
OG0014153		Phybl2|Phybl2_115944
OG0014154		Phybl2|Phybl2_188232
OG0014155		Phybl2|Phybl2_60362
OG0014156		Phybl2|Phybl2_149211
OG0014157		Phybl2|Phybl2_172068
OG0014158		Phybl2|Phybl2_73939
OG0014159		Phybl2|Phybl2_66346
OG0014160		Phybl2|Phybl2_172072
OG0014161		Phybl2|Phybl2_66341
OG0014162		Phybl2|Phybl2_172079
OG0014163		Phybl2|Phybl2_172083
OG0014164		Phybl2|Phybl2_172086
OG0014165		Phybl2|Phybl2_149241
OG0014166		Phybl2|Phybl2_66305
OG0014167		Phybl2|Phybl2_66295
OG0014168		Phybl2|Phybl2_172132
OG0014169		Phybl2|Phybl2_135657
OG0014170		Phybl2|Phybl2_188272
OG0014171		Phybl2|Phybl2_149292
OG0014172		Phybl2|Phybl2_66262
OG0014173		Phybl2|Phybl2_66238
OG0014174		Phybl2|Phybl2_66235
OG0014175		Phybl2|Phybl2_66234
OG0014176		Phybl2|Phybl2_66216
OG0014177		Phybl2|Phybl2_66211
OG0014178		Phybl2|Phybl2_149357
OG0014179		Phybl2|Phybl2_66206
OG0014180		Phybl2|Phybl2_149360
OG0014181		Phybl2|Phybl2_149362
OG0014182		Phybl2|Phybl2_149363
OG0014183		Phybl2|Phybl2_172211
OG0014184		Phybl2|Phybl2_66195
OG0014185		Phybl2|Phybl2_172222
OG0014186		Phybl2|Phybl2_66173
OG0014187		Phybl2|Phybl2_91038
OG0014188		Phybl2|Phybl2_135717
OG0014189		Phybl2|Phybl2_172264
OG0014190		Phybl2|Phybl2_172279
OG0014191		Phybl2|Phybl2_172282
OG0014192		Phybl2|Phybl2_172283
OG0014193		Phybl2|Phybl2_172293
OG0014194		Phybl2|Phybl2_172295
OG0014195		Phybl2|Phybl2_116183
OG0014196		Phybl2|Phybl2_66108
OG0014197		Phybl2|Phybl2_66098
OG0014198		Phybl2|Phybl2_172325
OG0014199		Phybl2|Phybl2_182835
OG0014200		Phybl2|Phybl2_172331
OG0014201		Phybl2|Phybl2_172342
OG0014202		Phybl2|Phybl2_91973
OG0014203		Phybl2|Phybl2_66066
OG0014204		Phybl2|Phybl2_172350
OG0014205		Phybl2|Phybl2_172352
OG0014206		Phybl2|Phybl2_66062
OG0014207		Phybl2|Phybl2_172364
OG0014208		Phybl2|Phybl2_149513
OG0014209		Phybl2|Phybl2_66048
OG0014210		Phybl2|Phybl2_172369
OG0014211		Phybl2|Phybl2_159846
OG0014212		Phybl2|Phybl2_172385
OG0014213		Phybl2|Phybl2_66895
OG0014214		Phybl2|Phybl2_149562
OG0014215		Phybl2|Phybl2_172416
OG0014216		Phybl2|Phybl2_172417
OG0014217		Phybl2|Phybl2_66870
OG0014218		Phybl2|Phybl2_172420
OG0014219		Phybl2|Phybl2_116486
OG0014220		Phybl2|Phybl2_172421
OG0014221		Phybl2|Phybl2_172422
OG0014222		Phybl2|Phybl2_172423
OG0014223		Phybl2|Phybl2_66859
OG0014224		Phybl2|Phybl2_73738
OG0014225		Phybl2|Phybl2_172429
OG0014226		Phybl2|Phybl2_172430
OG0014227		Phybl2|Phybl2_172431
OG0014228		Phybl2|Phybl2_149580
OG0014229		Phybl2|Phybl2_159867
OG0014230		Phybl2|Phybl2_172442
OG0014231		Phybl2|Phybl2_172457
OG0014232		Phybl2|Phybl2_149611
OG0014233		Phybl2|Phybl2_188394
OG0014234		Phybl2|Phybl2_172484
OG0014235		Phybl2|Phybl2_172499
OG0014236		Phybl2|Phybl2_172520
