	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0001147	GBNUZ_000381-T1	GBNWA_009234-T1
OG0001148	GBNUZ_000382-T1	GBNWA_009235-T1
OG0001149	GBNUZ_000384-T1	GBNWA_009237-T1
OG0001150	GBNUZ_000385-T1	GBNWA_009238-T1
OG0001151	GBNUZ_000386-T1	GBNWA_009354-T1
OG0001152	GBNUZ_000387-T1	GBNWA_009355-T1
OG0001153	GBNUZ_000389-T1	GBNWA_009357-T1
OG0001154	GBNUZ_000390-T1	GBNWA_009358-T1
OG0001155	GBNUZ_000391-T1	GBNWA_009359-T1
OG0001156	GBNUZ_000392-T1	GBNWA_009360-T1
OG0001157	GBNUZ_000393-T1	GBNWA_009361-T1
OG0001158	GBNUZ_000394-T1	GBNWA_009362-T1
OG0001159	GBNUZ_000395-T1	GBNWA_009363-T1
OG0001160	GBNUZ_000396-T1	GBNWA_009364-T1
OG0001161	GBNUZ_000397-T1	GBNWA_009365-T1
OG0001162	GBNUZ_000398-T1	GBNWA_009366-T1
OG0001163	GBNUZ_000399-T1	GBNWA_009367-T1
OG0001164	GBNUZ_000400-T1	GBNWA_009368-T1
OG0001165	GBNUZ_000401-T1	GBNWA_009371-T1
OG0001166	GBNUZ_000402-T1	GBNWA_009372-T1
OG0001167	GBNUZ_000403-T1	GBNWA_009373-T1
OG0001168	GBNUZ_000406-T1	GBNWA_009376-T1
OG0001169	GBNUZ_000407-T1	GBNWA_009377-T1
OG0001170	GBNUZ_000411-T1	GBNWA_009381-T1
OG0001171	GBNUZ_000414-T1	GBNWA_009383-T1
OG0001172	GBNUZ_000416-T1	GBNWA_009385-T1
OG0001173	GBNUZ_000418-T1	GBNWA_009387-T1
OG0001174	GBNUZ_000419-T1	GBNWA_009388-T1
OG0001175	GBNUZ_000423-T1	GBNWA_009391-T1
OG0001176	GBNUZ_000424-T1	GBNWA_009392-T1
OG0001177	GBNUZ_000428-T1	GBNWA_004455-T1
OG0001178	GBNUZ_000429-T1	GBNWA_004456-T1
OG0001179	GBNUZ_000430-T1	GBNWA_004457-T1
OG0001180	GBNUZ_000431-T1	GBNWA_004458-T1
OG0001181	GBNUZ_000432-T1	GBNWA_004459-T1
OG0001182	GBNUZ_000433-T1	GBNWA_004460-T1
OG0001183	GBNUZ_000434-T1	GBNWA_004461-T1
OG0001184	GBNUZ_000435-T1	GBNWA_004462-T1
OG0001185	GBNUZ_000438-T1	GBNWA_004465-T1
OG0001186	GBNUZ_000441-T1	GBNWA_001518-T1
OG0001187	GBNUZ_000442-T1	GBNWA_001517-T1
OG0001188	GBNUZ_000443-T1	GBNWA_001516-T1
OG0001189	GBNUZ_000445-T1	GBNWA_001515-T1
OG0001190	GBNUZ_000446-T1	GBNWA_001514-T1
OG0001191	GBNUZ_000448-T1	GBNWA_001512-T1
OG0001192	GBNUZ_000449-T1	GBNWA_001511-T1
OG0001193	GBNUZ_000450-T1	GBNWA_001510-T1
OG0001194	GBNUZ_000451-T1	GBNWA_001509-T1
OG0001195	GBNUZ_000452-T1	GBNWA_001508-T1
OG0001196	GBNUZ_000453-T1	GBNWA_001507-T1
OG0001197	GBNUZ_000454-T1	GBNWA_001506-T1
OG0001198	GBNUZ_000455-T1	GBNWA_001505-T1
OG0001199	GBNUZ_000456-T1	GBNWA_001504-T1
OG0001200	GBNUZ_000461-T1	GBNWA_001500-T1
OG0001201	GBNUZ_000463-T1	GBNWA_000352-T1
OG0001202	GBNUZ_000465-T1	GBNWA_000348-T1
OG0001203	GBNUZ_000466-T1	GBNWA_000347-T1
OG0001204	GBNUZ_000467-T1	GBNWA_000346-T1
OG0001205	GBNUZ_000468-T1	GBNWA_000345-T1
OG0001206	GBNUZ_000469-T1	GBNWA_000344-T1
OG0001207	GBNUZ_000470-T1	GBNWA_000343-T1
OG0001208	GBNUZ_000472-T1	GBNWA_000342-T1
OG0001209	GBNUZ_000473-T1	GBNWA_008084-T1
OG0001210	GBNUZ_000474-T1	GBNWA_008085-T1
OG0001211	GBNUZ_000475-T1	GBNWA_008086-T1
OG0001212	GBNUZ_000476-T1	GBNWA_008087-T1
OG0001213	GBNUZ_000478-T1	GBNWA_008088-T1
OG0001214	GBNUZ_000479-T1	GBNWA_008089-T1
OG0001215	GBNUZ_000484-T1	GBNWA_008092-T1
OG0001216	GBNUZ_000485-T1	GBNWA_008093-T1
OG0001217	GBNUZ_000486-T1	GBNWA_008094-T1
OG0001218	GBNUZ_000487-T1	GBNWA_008095-T1
OG0001219	GBNUZ_000488-T1	GBNWA_008096-T1
OG0001220	GBNUZ_000493-T1	GBNWA_008130-T1
OG0001221	GBNUZ_000494-T1	GBNWA_008129-T1
OG0001222	GBNUZ_000495-T1	GBNWA_008128-T1
OG0001223	GBNUZ_000497-T1	GBNWA_008126-T1
OG0001224	GBNUZ_000499-T1	GBNWA_008125-T1
OG0001225	GBNUZ_000500-T1	GBNWA_008124-T1
OG0001226	GBNUZ_000501-T1	GBNWA_008123-T1
OG0001227	GBNUZ_000502-T1	GBNWA_008122-T1
OG0001228	GBNUZ_000503-T1	GBNWA_008121-T1
OG0001229	GBNUZ_000504-T1	GBNWA_008120-T1
OG0001230	GBNUZ_000505-T1	GBNWA_008119-T1
OG0001231	GBNUZ_000506-T1	GBNWA_008118-T1
OG0001232	GBNUZ_000507-T1	GBNWA_008117-T1
OG0001233	GBNUZ_000508-T1	GBNWA_008116-T1
OG0001234	GBNUZ_000510-T1	GBNWA_008114-T1
OG0001235	GBNUZ_000511-T1	GBNWA_008113-T1
OG0001236	GBNUZ_000512-T1	GBNWA_008112-T1
OG0001237	GBNUZ_000513-T1	GBNWA_008111-T1
OG0001238	GBNUZ_000514-T1	GBNWA_008110-T1
OG0001239	GBNUZ_000518-T1	GBNWA_008106-T1
OG0001240	GBNUZ_000519-T1	GBNWA_008105-T1
OG0001241	GBNUZ_000520-T1	GBNWA_008104-T1
OG0001242	GBNUZ_000522-T1	GBNWA_008102-T1
OG0001243	GBNUZ_000523-T1	GBNWA_008101-T1
OG0001244	GBNUZ_000524-T1	GBNWA_006319-T1
OG0001245	GBNUZ_000527-T1	GBNWA_006322-T1
OG0001246	GBNUZ_000528-T1	GBNWA_006323-T1
OG0001247	GBNUZ_000529-T1	GBNWA_006324-T1
OG0001248	GBNUZ_000530-T1	GBNWA_006325-T1
OG0001249	GBNUZ_000531-T1	GBNWA_006326-T1
OG0001250	GBNUZ_000533-T1	GBNWA_006328-T1
OG0001251	GBNUZ_000534-T1	GBNWA_006329-T1
OG0001252	GBNUZ_000536-T1	GBNWA_006331-T1
OG0001253	GBNUZ_000537-T1	GBNWA_006332-T1
OG0001254	GBNUZ_000538-T1	GBNWA_006333-T1
OG0001255	GBNUZ_000539-T1	GBNWA_006334-T1
OG0001256	GBNUZ_000544-T1	GBNWA_004774-T1
OG0001257	GBNUZ_000546-T1	GBNWA_004776-T1
OG0001258	GBNUZ_000547-T1	GBNWA_004777-T1
OG0001259	GBNUZ_000548-T1	GBNWA_004778-T1
OG0001260	GBNUZ_000549-T1	GBNWA_004779-T1
OG0001261	GBNUZ_000551-T1	GBNWA_004781-T1
OG0001262	GBNUZ_000552-T1	GBNWA_004782-T1
OG0001263	GBNUZ_000553-T1	GBNWA_004783-T1
OG0001264	GBNUZ_000554-T1	GBNWA_004784-T1
OG0001265	GBNUZ_000555-T1	GBNWA_004785-T1
OG0001266	GBNUZ_000558-T1	GBNWA_002258-T1
OG0001267	GBNUZ_000560-T1	GBNWA_002255-T1
OG0001268	GBNUZ_000562-T1	GBNWA_002253-T1
OG0001269	GBNUZ_000563-T1	GBNWA_002252-T1
OG0001270	GBNUZ_000565-T1	GBNWA_002250-T1
OG0001271	GBNUZ_000566-T1	GBNWA_002249-T1
OG0001272	GBNUZ_000567-T1	GBNWA_002247-T1
OG0001273	GBNUZ_000570-T1	GBNWA_006303-T1
OG0001274	GBNUZ_000571-T1	GBNWA_006304-T1
OG0001275	GBNUZ_000573-T1	GBNWA_006306-T1
OG0001276	GBNUZ_000574-T1	GBNWA_006307-T1
OG0001277	GBNUZ_000576-T1	GBNWA_006310-T1
OG0001278	GBNUZ_000578-T1	GBNWA_006312-T1
OG0001279	GBNUZ_000579-T1	GBNWA_006313-T1
OG0001280	GBNUZ_000580-T1	GBNWA_006314-T1
OG0001281	GBNUZ_000581-T1	GBNWA_006315-T1
OG0001282	GBNUZ_000582-T1	GBNWA_006316-T1
OG0001283	GBNUZ_000584-T1	GBNWA_006317-T1
OG0001284	GBNUZ_000585-T1	GBNWA_006318-T1
OG0001285	GBNUZ_000589-T1	GBNWA_001951-T1
OG0001286	GBNUZ_000591-T1	GBNWA_001949-T1
OG0001287	GBNUZ_000592-T1	GBNWA_001948-T1
OG0001288	GBNUZ_000593-T1	GBNWA_001947-T1
OG0001289	GBNUZ_000594-T1	GBNWA_001946-T1
OG0001290	GBNUZ_000598-T1	GBNWA_001942-T1
OG0001291	GBNUZ_000600-T1	GBNWA_001940-T1
OG0001292	GBNUZ_000601-T1	GBNWA_001939-T1
OG0001293	GBNUZ_000602-T1	GBNWA_001938-T1
OG0001294	GBNUZ_000604-T1	GBNWA_001936-T1
OG0001295	GBNUZ_000605-T1	GBNWA_001935-T1
OG0001296	GBNUZ_000606-T1	GBNWA_001934-T1
OG0001297	GBNUZ_000607-T1	GBNWA_001933-T1
OG0001298	GBNUZ_000608-T1	GBNWA_001932-T1
OG0001299	GBNUZ_000611-T1	GBNWA_001930-T1
OG0001300	GBNUZ_000613-T1	GBNWA_001926-T1
OG0001301	GBNUZ_000614-T1	GBNWA_001168-T1
OG0001302	GBNUZ_000615-T1	GBNWA_001167-T1
OG0001303	GBNUZ_000617-T1	GBNWA_001165-T1
OG0001304	GBNUZ_000618-T1	GBNWA_001164-T1
OG0001305	GBNUZ_000621-T1	GBNWA_001161-T1
OG0001306	GBNUZ_000623-T1	GBNWA_001159-T1
OG0001307	GBNUZ_000624-T1	GBNWA_001158-T1
OG0001308	GBNUZ_000625-T1	GBNWA_001157-T1
OG0001309	GBNUZ_000627-T1	GBNWA_001156-T1
OG0001310	GBNUZ_000628-T1	GBNWA_001154-T1
OG0001311	GBNUZ_000630-T1	GBNWA_001151-T1
OG0001312	GBNUZ_000631-T1	GBNWA_001150-T1
OG0001313	GBNUZ_000632-T1	GBNWA_001149-T1
OG0001314	GBNUZ_000633-T1	GBNWA_001148-T1
OG0001315	GBNUZ_000636-T1	GBNWA_001146-T1
OG0001316	GBNUZ_000637-T1	GBNWA_001145-T1
OG0001317	GBNUZ_000638-T1	GBNWA_001144-T1
OG0001318	GBNUZ_000639-T1	GBNWA_001142-T1
OG0001319	GBNUZ_000640-T1	GBNWA_001141-T1
OG0001320	GBNUZ_000641-T1	GBNWA_001140-T1
OG0001321	GBNUZ_000642-T1	GBNWA_001139-T1
OG0001322	GBNUZ_000643-T1	GBNWA_001138-T1
OG0001323	GBNUZ_000644-T1	GBNWA_007027-T1
OG0001324	GBNUZ_000652-T1	GBNWA_007019-T1
OG0001325	GBNUZ_000653-T1	GBNWA_007018-T1
OG0001326	GBNUZ_000654-T1	GBNWA_007016-T1
OG0001327	GBNUZ_000655-T1	GBNWA_007015-T1
OG0001328	GBNUZ_000656-T1	GBNWA_007014-T1
OG0001329	GBNUZ_000658-T1	GBNWA_007012-T1
OG0001330	GBNUZ_000661-T1	GBNWA_007010-T1
OG0001331	GBNUZ_000662-T1	GBNWA_007009-T1
OG0001332	GBNUZ_000663-T1	GBNWA_007008-T1
OG0001333	GBNUZ_000665-T1	GBNWA_005299-T1
OG0001334	GBNUZ_000667-T1	GBNWA_005296-T1
OG0001335	GBNUZ_000668-T1	GBNWA_005295-T1
OG0001336	GBNUZ_000669-T1	GBNWA_005294-T1
OG0001337	GBNUZ_000670-T1	GBNWA_005293-T1
OG0001338	GBNUZ_000672-T1	GBNWA_001622-T1
OG0001339	GBNUZ_000674-T1	GBNWA_001620-T1
OG0001340	GBNUZ_000675-T1	GBNWA_001619-T1
OG0001341	GBNUZ_000676-T1	GBNWA_001618-T1
OG0001342	GBNUZ_000677-T1	GBNWA_001617-T1
OG0001343	GBNUZ_000678-T1	GBNWA_001616-T1
OG0001344	GBNUZ_000679-T1	GBNWA_001615-T1
OG0001345	GBNUZ_000684-T1	GBNWA_001614-T1
OG0001346	GBNUZ_000686-T1	GBNWA_008674-T1
OG0001347	GBNUZ_000687-T1	GBNWA_008675-T1
OG0001348	GBNUZ_000688-T1	GBNWA_008676-T1
OG0001349	GBNUZ_000689-T1	GBNWA_008677-T1
OG0001350	GBNUZ_000690-T1	GBNWA_008678-T1
OG0001351	GBNUZ_000691-T1	GBNWA_008679-T1
OG0001352	GBNUZ_000694-T1	GBNWA_008682-T1
OG0001353	GBNUZ_000697-T1	GBNWA_008684-T1
OG0001354	GBNUZ_000698-T1	GBNWA_008685-T1
OG0001355	GBNUZ_000699-T1	GBNWA_008686-T1
OG0001356	GBNUZ_000700-T1	GBNWA_008687-T1
OG0001357	GBNUZ_000702-T1	GBNWA_008688-T1
OG0001358	GBNUZ_000703-T1	GBNWA_008689-T1
OG0001359	GBNUZ_000704-T1	GBNWA_008690-T1
OG0001360	GBNUZ_000705-T1	GBNWA_008691-T1
OG0001361	GBNUZ_000706-T1	GBNWA_008692-T1
OG0001362	GBNUZ_000707-T1	GBNWA_008693-T1
OG0001363	GBNUZ_000708-T1	GBNWA_008694-T1
OG0001364	GBNUZ_000709-T1	GBNWA_008695-T1
OG0001365	GBNUZ_000711-T1	GBNWA_008697-T1
OG0001366	GBNUZ_000712-T1	GBNWA_008698-T1
OG0001367	GBNUZ_000714-T1	GBNWA_008700-T1
OG0001368	GBNUZ_000715-T1	GBNWA_008701-T1
OG0001369	GBNUZ_000717-T1	GBNWA_008702-T1
OG0001370	GBNUZ_000718-T1	GBNWA_002933-T1
OG0001371	GBNUZ_000719-T1	GBNWA_002934-T1
OG0001372	GBNUZ_000720-T1	GBNWA_002935-T1
OG0001373	GBNUZ_000721-T1	GBNWA_002936-T1
OG0001374	GBNUZ_000722-T1	GBNWA_002937-T1
OG0001375	GBNUZ_000723-T1	GBNWA_002938-T1
OG0001376	GBNUZ_000725-T1	GBNWA_002940-T1
OG0001377	GBNUZ_000726-T1	GBNWA_002941-T1
OG0001378	GBNUZ_000727-T1	GBNWA_002942-T1
OG0001379	GBNUZ_000728-T1	GBNWA_002943-T1
OG0001380	GBNUZ_000729-T1	GBNWA_002945-T1
OG0001381	GBNUZ_000730-T1	GBNWA_002946-T1
OG0001382	GBNUZ_000731-T1	GBNWA_002947-T1
OG0001383	GBNUZ_000732-T1	GBNWA_002948-T1
OG0001384	GBNUZ_000733-T1	GBNWA_002949-T1
OG0001385	GBNUZ_000734-T1	GBNWA_002952-T1
OG0001386	GBNUZ_000736-T1	GBNWA_002954-T1
OG0001387	GBNUZ_000737-T1	GBNWA_002955-T1
OG0001388	GBNUZ_000738-T1	GBNWA_002956-T1
OG0001389	GBNUZ_000739-T1	GBNWA_004201-T1
OG0001390	GBNUZ_000740-T1	GBNWA_004200-T1
OG0001391	GBNUZ_000741-T1	GBNWA_004199-T1
OG0001392	GBNUZ_000742-T1	GBNWA_004198-T1
OG0001393	GBNUZ_000743-T1	GBNWA_004197-T1
OG0001394	GBNUZ_000744-T1	GBNWA_004196-T1
OG0001395	GBNUZ_000745-T1	GBNWA_004195-T1
OG0001396	GBNUZ_000746-T1	GBNWA_004194-T1
OG0001397	GBNUZ_000747-T1	GBNWA_003752-T1
OG0001398	GBNUZ_000748-T1	GBNWA_003751-T1
OG0001399	GBNUZ_000751-T1	GBNWA_006543-T1
OG0001400	GBNUZ_000752-T1	GBNWA_001677-T1
OG0001401	GBNUZ_000753-T1	GBNWA_001675-T1
OG0001402	GBNUZ_000754-T1	GBNWA_001674-T1
OG0001403	GBNUZ_000757-T1	GBNWA_001672-T1
OG0001404	GBNUZ_000758-T1	GBNWA_001671-T1
OG0001405	GBNUZ_000759-T1	GBNWA_001670-T1
OG0001406	GBNUZ_000760-T1	GBNWA_001669-T1
OG0001407	GBNUZ_000761-T1	GBNWA_001668-T1
OG0001408	GBNUZ_000762-T1	GBNWA_001667-T1
OG0001409	GBNUZ_000765-T1	GBNWA_001663-T1
OG0001410	GBNUZ_000766-T1	GBNWA_001662-T1
OG0001411	GBNUZ_000767-T1	GBNWA_001661-T1
OG0001412	GBNUZ_000768-T1	GBNWA_001660-T1
OG0001413	GBNUZ_000769-T1	GBNWA_001659-T1
OG0001414	GBNUZ_000770-T1	GBNWA_001658-T1
OG0001415	GBNUZ_000771-T1	GBNWA_001657-T1
OG0001416	GBNUZ_000774-T1	GBNWA_001655-T1
OG0001417	GBNUZ_000775-T1	GBNWA_001654-T1
OG0001418	GBNUZ_000777-T1	GBNWA_007743-T1
OG0001419	GBNUZ_000781-T1	GBNWA_007748-T1
OG0001420	GBNUZ_000782-T1	GBNWA_007749-T1
OG0001421	GBNUZ_000783-T1	GBNWA_007750-T1
OG0001422	GBNUZ_000784-T1	GBNWA_007751-T1
OG0001423	GBNUZ_000785-T1	GBNWA_007752-T1
OG0001424	GBNUZ_000787-T1	GBNWA_007755-T1
OG0001425	GBNUZ_000788-T1	GBNWA_007756-T1
OG0001426	GBNUZ_000789-T1	GBNWA_007757-T1
OG0001427	GBNUZ_000790-T1	GBNWA_007758-T1
OG0001428	GBNUZ_000791-T1	GBNWA_007759-T1
OG0001429	GBNUZ_000792-T1	GBNWA_007760-T1
OG0001430	GBNUZ_000794-T1	GBNWA_007763-T1
OG0001431	GBNUZ_000795-T1	GBNWA_007764-T1
OG0001432	GBNUZ_000797-T1	GBNWA_007766-T1
OG0001433	GBNUZ_000798-T1	GBNWA_007767-T1
OG0001434	GBNUZ_000799-T1	GBNWA_007768-T1
OG0001435	GBNUZ_000800-T1	GBNWA_007769-T1
OG0001436	GBNUZ_000801-T1	GBNWA_007770-T1
OG0001437	GBNUZ_000802-T1	GBNWA_007771-T1
OG0001438	GBNUZ_000803-T1	GBNWA_007772-T1
OG0001439	GBNUZ_000804-T1	GBNWA_007962-T1
OG0001440	GBNUZ_000805-T1	GBNWA_007963-T1
OG0001441	GBNUZ_000806-T1	GBNWA_007964-T1
OG0001442	GBNUZ_000808-T1	GBNWA_007965-T1
OG0001443	GBNUZ_000810-T1	GBNWA_007967-T1
OG0001444	GBNUZ_000811-T1	GBNWA_007968-T1
OG0001445	GBNUZ_000812-T1	GBNWA_007969-T1
OG0001446	GBNUZ_000814-T1	GBNWA_007972-T1
OG0001447	GBNUZ_000817-T1	GBNWA_007975-T1
OG0001448	GBNUZ_000819-T1	GBNWA_007977-T1
OG0001449	GBNUZ_000820-T1	GBNWA_007978-T1
OG0001450	GBNUZ_000821-T1	GBNWA_007979-T1
OG0001451	GBNUZ_000823-T1	GBNWA_007980-T1
OG0001452	GBNUZ_000825-T1	GBNWA_007982-T1
OG0001453	GBNUZ_000826-T1	GBNWA_007983-T1
OG0001454	GBNUZ_000829-T1	GBNWA_007986-T1
OG0001455	GBNUZ_000830-T1	GBNWA_007988-T1
OG0001456	GBNUZ_000832-T1	GBNWA_007990-T1
OG0001457	GBNUZ_000833-T1	GBNWA_007991-T1
OG0001458	GBNUZ_000834-T1	GBNWA_001653-T1
OG0001459	GBNUZ_000835-T1	GBNWA_001652-T1
OG0001460	GBNUZ_000837-T1	GBNWA_001650-T1
OG0001461	GBNUZ_000838-T1	GBNWA_001649-T1
OG0001462	GBNUZ_000839-T1	GBNWA_001648-T1
OG0001463	GBNUZ_000840-T1	GBNWA_001647-T1
OG0001464	GBNUZ_000841-T1	GBNWA_001646-T1
OG0001465	GBNUZ_000842-T1	GBNWA_001645-T1
OG0001466	GBNUZ_000843-T1	GBNWA_001644-T1
OG0001467	GBNUZ_000844-T1	GBNWA_001643-T1
OG0001468	GBNUZ_000845-T1	GBNWA_001642-T1
OG0001469	GBNUZ_000846-T1	GBNWA_001641-T1
OG0001470	GBNUZ_000847-T1	GBNWA_001640-T1
OG0001471	GBNUZ_000848-T1	GBNWA_001639-T1
OG0001472	GBNUZ_000851-T1	GBNWA_001637-T1
OG0001473	GBNUZ_000852-T1	GBNWA_001636-T1
OG0001474	GBNUZ_000853-T1	GBNWA_001635-T1
OG0001475	GBNUZ_000854-T1	GBNWA_001634-T1
OG0001476	GBNUZ_000855-T1	GBNWA_001633-T1
OG0001477	GBNUZ_000857-T1	GBNWA_001630-T1
OG0001478	GBNUZ_000859-T1	GBNWA_001628-T1
OG0001479	GBNUZ_000860-T1	GBNWA_001626-T1
OG0001480	GBNUZ_000861-T1	GBNWA_001625-T1
OG0001481	GBNUZ_000862-T1	GBNWA_006279-T1
OG0001482	GBNUZ_000863-T1	GBNWA_006280-T1
OG0001483	GBNUZ_000864-T1	GBNWA_006281-T1
OG0001484	GBNUZ_000865-T1	GBNWA_009432-T1
OG0001485	GBNUZ_000866-T1	GBNWA_009431-T1
OG0001486	GBNUZ_000868-T1	GBNWA_009430-T1
OG0001487	GBNUZ_000869-T1	GBNWA_009429-T1
OG0001488	GBNUZ_000870-T1	GBNWA_009428-T1
OG0001489	GBNUZ_000871-T1	GBNWA_009427-T1
OG0001490	GBNUZ_000872-T1	GBNWA_009426-T1
OG0001491	GBNUZ_000873-T1	GBNWA_009425-T1
OG0001492	GBNUZ_000874-T1	GBNWA_009424-T1
OG0001493	GBNUZ_000876-T1	GBNWA_009422-T1
OG0001494	GBNUZ_000877-T1	GBNWA_009421-T1
OG0001495	GBNUZ_000880-T1	GBNWA_009417-T1
OG0001496	GBNUZ_000881-T1	GBNWA_009416-T1
OG0001497	GBNUZ_000884-T1	GBNWA_003901-T1
OG0001498	GBNUZ_000885-T1	GBNWA_003902-T1
OG0001499	GBNUZ_000886-T1	GBNWA_003903-T1
OG0001500	GBNUZ_000888-T1	GBNWA_003904-T1
OG0001501	GBNUZ_000889-T1	GBNWA_003905-T1
OG0001502	GBNUZ_000890-T1	GBNWA_003906-T1
OG0001503	GBNUZ_000891-T1	GBNWA_003907-T1
OG0001504	GBNUZ_000892-T1	GBNWA_003908-T1
OG0001505	GBNUZ_000895-T1	GBNWA_003911-T1
OG0001506	GBNUZ_000896-T1	GBNWA_003913-T1
OG0001507	GBNUZ_000897-T1	GBNWA_003914-T1
OG0001508	GBNUZ_000899-T1	GBNWA_008854-T1
OG0001509	GBNUZ_000901-T1	GBNWA_009311-T1
OG0001510	GBNUZ_000902-T1	GBNWA_009310-T1
OG0001511	GBNUZ_000904-T1	GBNWA_009308-T1
OG0001512	GBNUZ_000905-T1	GBNWA_009307-T1
OG0001513	GBNUZ_000908-T1	GBNWA_009305-T1
OG0001514	GBNUZ_000909-T1	GBNWA_009304-T1
OG0001515	GBNUZ_000910-T1	GBNWA_009303-T1
OG0001516	GBNUZ_000913-T1	GBNWA_009301-T1
OG0001517	GBNUZ_000914-T1	GBNWA_009300-T1
OG0001518	GBNUZ_000915-T1	GBNWA_009299-T1
OG0001519	GBNUZ_000917-T1	GBNWA_009298-T1
OG0001520	GBNUZ_000918-T1	GBNWA_009297-T1
OG0001521	GBNUZ_000919-T1	GBNWA_009296-T1
OG0001522	GBNUZ_000920-T1	GBNWA_009295-T1
OG0001523	GBNUZ_000921-T1	GBNWA_009294-T1
OG0001524	GBNUZ_000923-T1	GBNWA_009292-T1
OG0001525	GBNUZ_000924-T1	GBNWA_009291-T1
OG0001526	GBNUZ_000925-T1	GBNWA_009290-T1
OG0001527	GBNUZ_000926-T1	GBNWA_009289-T1
OG0001528	GBNUZ_000928-T1	GBNWA_000484-T1
OG0001529	GBNUZ_000929-T1	GBNWA_000483-T1
OG0001530	GBNUZ_000930-T1	GBNWA_000482-T1
OG0001531	GBNUZ_000932-T1	GBNWA_000481-T1
OG0001532	GBNUZ_000934-T1	GBNWA_000479-T1
OG0001533	GBNUZ_000935-T1	GBNWA_000478-T1
OG0001534	GBNUZ_000937-T1	GBNWA_000477-T1
OG0001535	GBNUZ_000938-T1	GBNWA_000476-T1
OG0001536	GBNUZ_000939-T1	GBNWA_000475-T1
OG0001537	GBNUZ_000940-T1	GBNWA_000474-T1
OG0001538	GBNUZ_000941-T1	GBNWA_000473-T1
OG0001539	GBNUZ_000944-T1	GBNWA_000470-T1
OG0001540	GBNUZ_000948-T1	GBNWA_000468-T1
OG0001541	GBNUZ_000949-T1	GBNWA_000467-T1
OG0001542	GBNUZ_000950-T1	GBNWA_000466-T1
OG0001543	GBNUZ_000951-T1	GBNWA_000465-T1
OG0001544	GBNUZ_000953-T1	GBNWA_009009-T1
OG0001545	GBNUZ_000954-T1	GBNWA_009010-T1
OG0001546	GBNUZ_000956-T1	GBNWA_009012-T1
OG0001547	GBNUZ_000957-T1	GBNWA_009013-T1
OG0001548	GBNUZ_000958-T1	GBNWA_000464-T1
OG0001549	GBNUZ_000961-T1	GBNWA_002280-T1
OG0001550	GBNUZ_000964-T1	GBNWA_002326-T1
OG0001551	GBNUZ_000967-T1	GBNWA_002323-T1
OG0001552	GBNUZ_000968-T1	GBNWA_002322-T1
OG0001553	GBNUZ_000969-T1	GBNWA_002321-T1
OG0001554	GBNUZ_000970-T1	GBNWA_002320-T1
OG0001555	GBNUZ_000972-T1	GBNWA_002317-T1
OG0001556	GBNUZ_000974-T1	GBNWA_002315-T1
OG0001557	GBNUZ_000975-T1	GBNWA_002314-T1
OG0001558	GBNUZ_000976-T1	GBNWA_002313-T1
OG0001559	GBNUZ_000977-T1	GBNWA_002312-T1
OG0001560	GBNUZ_000978-T1	GBNWA_002311-T1
OG0001561	GBNUZ_000979-T1	GBNWA_002310-T1
OG0001562	GBNUZ_000980-T1	GBNWA_002309-T1
OG0001563	GBNUZ_000982-T1	GBNWA_003802-T1
OG0001564	GBNUZ_000983-T1	GBNWA_003804-T1
OG0001565	GBNUZ_000984-T1	GBNWA_003805-T1
OG0001566	GBNUZ_000985-T1	GBNWA_003806-T1
OG0001567	GBNUZ_000986-T1	GBNWA_003807-T1
OG0001568	GBNUZ_000988-T1	GBNWA_003809-T1
OG0001569	GBNUZ_000989-T1	GBNWA_003810-T1
OG0001570	GBNUZ_000990-T1	GBNWA_003811-T1
OG0001571	GBNUZ_000991-T1	GBNWA_003812-T1
OG0001572	GBNUZ_000992-T1	GBNWA_003813-T1
OG0001573	GBNUZ_000993-T1	GBNWA_003814-T1
OG0001574	GBNUZ_000995-T1	GBNWA_003816-T1
OG0001575	GBNUZ_000997-T1	GBNWA_003818-T1
OG0001576	GBNUZ_000998-T1	GBNWA_001257-T1
OG0001577	GBNUZ_000999-T1	GBNWA_001258-T1
OG0001578	GBNUZ_001000-T1	GBNWA_001260-T1
OG0001579	GBNUZ_001003-T1	GBNWA_001263-T1
OG0001580	GBNUZ_001004-T1	GBNWA_001264-T1
OG0001581	GBNUZ_001005-T1	GBNWA_001265-T1
OG0001582	GBNUZ_001006-T1	GBNWA_001266-T1
OG0001583	GBNUZ_001009-T1	GBNWA_001268-T1
OG0001584	GBNUZ_001010-T1	GBNWA_001270-T1
OG0001585	GBNUZ_001011-T1	GBNWA_001271-T1
OG0001586	GBNUZ_001012-T1	GBNWA_001272-T1
OG0001587	GBNUZ_001013-T1	GBNWA_001273-T1
OG0001588	GBNUZ_001014-T1	GBNWA_001274-T1
OG0001589	GBNUZ_001015-T1	GBNWA_001275-T1
OG0001590	GBNUZ_001016-T1	GBNWA_001276-T1
OG0001591	GBNUZ_001018-T1	GBNWA_001278-T1
OG0001592	GBNUZ_001019-T1	GBNWA_001279-T1
OG0001593	GBNUZ_001020-T1	GBNWA_001280-T1
OG0001594	GBNUZ_001021-T1	GBNWA_001281-T1
OG0001595	GBNUZ_001022-T1	GBNWA_001282-T1
OG0001596	GBNUZ_001023-T1	GBNWA_001283-T1
