	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0001468	GBNTS_000468-T1	GBNTT_010181-T1
OG0001469	GBNTS_000469-T1	GBNTT_010182-T1
OG0001470	GBNTS_000473-T1	GBNTT_001419-T1
OG0001471	GBNTS_000478-T1	GBNTT_009712-T1
OG0001472	GBNTS_000479-T1	GBNTT_009711-T1
OG0001473	GBNTS_000481-T1	GBNTT_009709-T1
OG0001474	GBNTS_000482-T1	GBNTT_009708-T1
OG0001475	GBNTS_000484-T1	GBNTT_000807-T1
OG0001476	GBNTS_000485-T1	GBNTT_001107-T1
OG0001477	GBNTS_000486-T1	GBNTT_001108-T1
OG0001478	GBNTS_000488-T1	GBNTT_001789-T1
OG0001479	GBNTS_000489-T1	GBNTT_001788-T1
OG0001480	GBNTS_000490-T1	GBNTT_001787-T1
OG0001481	GBNTS_000491-T1	GBNTT_001786-T1
OG0001482	GBNTS_000492-T1	GBNTT_001785-T1
OG0001483	GBNTS_000493-T1	GBNTT_001784-T1
OG0001484	GBNTS_000494-T1	GBNTT_001783-T1
OG0001485	GBNTS_000495-T1	GBNTT_001782-T1
OG0001486	GBNTS_000496-T1	GBNTT_001781-T1
OG0001487	GBNTS_000497-T1	GBNTT_001780-T1
OG0001488	GBNTS_000498-T1	GBNTT_001779-T1
OG0001489	GBNTS_000499-T1	GBNTT_001778-T1
OG0001490	GBNTS_000500-T1	GBNTT_001777-T1
OG0001491	GBNTS_000501-T1	GBNTT_001776-T1
OG0001492	GBNTS_000502-T1	GBNTT_001775-T1
OG0001493	GBNTS_000505-T1	GBNTT_001773-T1
OG0001494	GBNTS_000506-T1	GBNTT_001772-T1
OG0001495	GBNTS_000507-T1	GBNTT_001771-T1
OG0001496	GBNTS_000508-T1	GBNTT_001770-T1
OG0001497	GBNTS_000509-T1	GBNTT_000544-T1
OG0001498	GBNTS_000511-T1	GBNTT_000353-T1
OG0001499	GBNTS_000513-T1	GBNTT_000243-T1
OG0001500	GBNTS_000515-T1	GBNTT_009787-T1
OG0001501	GBNTS_000517-T1	GBNTT_003730-T1
OG0001502	GBNTS_000518-T1	GBNTT_003729-T1
OG0001503	GBNTS_000519-T1	GBNTT_003728-T1
OG0001504	GBNTS_000520-T1	GBNTT_003727-T1
OG0001505	GBNTS_000521-T1	GBNTT_003726-T1
OG0001506	GBNTS_000522-T1	GBNTT_003725-T1
OG0001507	GBNTS_000523-T1	GBNTT_003724-T1
OG0001508	GBNTS_000524-T1	GBNTT_003723-T1
OG0001509	GBNTS_000526-T1	GBNTT_010348-T1
OG0001510	GBNTS_000528-T1	GBNTT_010346-T1
OG0001511	GBNTS_000529-T1	GBNTT_010345-T1
OG0001512	GBNTS_000530-T1	GBNTT_010344-T1
OG0001513	GBNTS_000531-T1	GBNTT_010343-T1
OG0001514	GBNTS_000532-T1	GBNTT_010342-T1
OG0001515	GBNTS_000533-T1	GBNTT_010340-T1
OG0001516	GBNTS_000535-T1	GBNTT_010338-T1
OG0001517	GBNTS_000537-T1	GBNTT_010336-T1
OG0001518	GBNTS_000539-T1	GBNTT_010333-T1
OG0001519	GBNTS_000540-T1	GBNTT_010332-T1
OG0001520	GBNTS_000542-T1	GBNTT_010330-T1
OG0001521	GBNTS_000543-T1	GBNTT_010329-T1
OG0001522	GBNTS_000549-T1	GBNTT_011166-T1
OG0001523	GBNTS_000552-T1	GBNTT_000678-T1
OG0001524	GBNTS_000554-T1	GBNTT_000676-T1
OG0001525	GBNTS_000555-T1	GBNTT_000675-T1
OG0001526	GBNTS_000556-T1	GBNTT_000674-T1
OG0001527	GBNTS_000557-T1	GBNTT_000673-T1
OG0001528	GBNTS_000558-T1	GBNTT_000672-T1
OG0001529	GBNTS_000559-T1	GBNTT_000671-T1
OG0001530	GBNTS_000560-T1	GBNTT_000670-T1
OG0001531	GBNTS_000561-T1	GBNTT_000669-T1
OG0001532	GBNTS_000562-T1	GBNTT_000668-T1
OG0001533	GBNTS_000563-T1	GBNTT_000667-T1
OG0001534	GBNTS_000565-T1	GBNTT_000665-T1
OG0001535	GBNTS_000566-T1	GBNTT_000664-T1
OG0001536	GBNTS_000567-T1	GBNTT_000663-T1
OG0001537	GBNTS_000568-T1	GBNTT_000662-T1
OG0001538	GBNTS_000569-T1	GBNTT_000661-T1
OG0001539	GBNTS_000570-T1	GBNTT_000660-T1
OG0001540	GBNTS_000571-T1	GBNTT_000659-T1
OG0001541	GBNTS_000572-T1	GBNTT_000658-T1
OG0001542	GBNTS_000573-T1	GBNTT_000657-T1
OG0001543	GBNTS_000574-T1	GBNTT_000656-T1
OG0001544	GBNTS_000575-T1	GBNTT_000655-T1
OG0001545	GBNTS_000578-T1	GBNTT_002397-T1
OG0001546	GBNTS_000580-T1	GBNTT_000232-T1
OG0001547	GBNTS_000585-T1	GBNTT_003766-T1
OG0001548	GBNTS_000586-T1	GBNTT_011211-T1
OG0001549	GBNTS_000587-T1	GBNTT_011210-T1
OG0001550	GBNTS_000590-T1	GBNTT_004294-T1
OG0001551	GBNTS_000591-T1	GBNTT_004295-T1
OG0001552	GBNTS_000592-T1	GBNTT_004296-T1
OG0001553	GBNTS_000593-T1	GBNTT_004297-T1
OG0001554	GBNTS_000594-T1	GBNTT_004299-T1
OG0001555	GBNTS_000595-T1	GBNTT_004300-T1
OG0001556	GBNTS_000597-T1	GBNTT_004302-T1
OG0001557	GBNTS_000598-T1	GBNTT_004303-T1
OG0001558	GBNTS_000599-T1	GBNTT_004304-T1
OG0001559	GBNTS_000600-T1	GBNTT_004305-T1
OG0001560	GBNTS_000602-T1	GBNTT_004307-T1
OG0001561	GBNTS_000603-T1	GBNTT_004308-T1
OG0001562	GBNTS_000604-T1	GBNTT_004309-T1
OG0001563	GBNTS_000605-T1	GBNTT_004310-T1
OG0001564	GBNTS_000606-T1	GBNTT_004311-T1
OG0001565	GBNTS_000611-T1	GBNTT_004314-T1
OG0001566	GBNTS_000613-T1	GBNTT_006727-T1
OG0001567	GBNTS_000614-T1	GBNTT_006726-T1
OG0001568	GBNTS_000615-T1	GBNTT_006725-T1
OG0001569	GBNTS_000616-T1	GBNTT_006724-T1
OG0001570	GBNTS_000617-T1	GBNTT_006723-T1
OG0001571	GBNTS_000618-T1	GBNTT_006722-T1
OG0001572	GBNTS_000620-T1	GBNTT_006720-T1
OG0001573	GBNTS_000621-T1	GBNTT_006719-T1
OG0001574	GBNTS_000622-T1	GBNTT_006718-T1
OG0001575	GBNTS_000623-T1	GBNTT_006717-T1
OG0001576	GBNTS_000624-T1	GBNTT_006716-T1
OG0001577	GBNTS_000625-T1	GBNTT_006714-T1
OG0001578	GBNTS_000628-T1	GBNTT_006711-T1
OG0001579	GBNTS_000629-T1	GBNTT_006710-T1
OG0001580	GBNTS_000631-T1	GBNTT_006709-T1
OG0001581	GBNTS_000632-T1	GBNTT_006708-T1
OG0001582	GBNTS_000633-T1	GBNTT_006707-T1
OG0001583	GBNTS_000634-T1	GBNTT_006706-T1
OG0001584	GBNTS_000635-T1	GBNTT_006705-T1
OG0001585	GBNTS_000636-T1	GBNTT_006704-T1
OG0001586	GBNTS_000637-T1	GBNTT_006703-T1
OG0001587	GBNTS_000639-T1	GBNTT_006701-T1
OG0001588	GBNTS_000640-T1	GBNTT_006700-T1
OG0001589	GBNTS_000641-T1	GBNTT_006699-T1
OG0001590	GBNTS_000642-T1	GBNTT_006698-T1
OG0001591	GBNTS_000643-T1	GBNTT_006697-T1
OG0001592	GBNTS_000646-T1	GBNTT_006696-T1
OG0001593	GBNTS_000647-T1	GBNTT_006695-T1
OG0001594	GBNTS_000648-T1	GBNTT_006694-T1
OG0001595	GBNTS_000651-T1	GBNTT_006692-T1
OG0001596	GBNTS_000652-T1	GBNTT_011439-T1
OG0001597	GBNTS_000653-T1	GBNTT_010794-T1
OG0001598	GBNTS_000655-T1	GBNTT_010797-T1
OG0001599	GBNTS_000656-T1	GBNTT_010798-T1
OG0001600	GBNTS_000658-T1	GBNTT_010799-T1
OG0001601	GBNTS_000659-T1	GBNTT_010800-T1
OG0001602	GBNTS_000660-T1	GBNTT_010801-T1
OG0001603	GBNTS_000661-T1	GBNTT_010802-T1
OG0001604	GBNTS_000662-T1	GBNTT_010803-T1
OG0001605	GBNTS_000663-T1	GBNTT_010804-T1
OG0001606	GBNTS_000664-T1	GBNTT_010805-T1
OG0001607	GBNTS_000665-T1	GBNTT_010806-T1
OG0001608	GBNTS_000666-T1	GBNTT_010807-T1
OG0001609	GBNTS_000668-T1	GBNTT_010809-T1
OG0001610	GBNTS_000670-T1	GBNTT_010812-T1
OG0001611	GBNTS_000672-T1	GBNTT_010815-T1
OG0001612	GBNTS_000673-T1	GBNTT_010816-T1
OG0001613	GBNTS_000674-T1	GBNTT_010817-T1
OG0001614	GBNTS_000675-T1	GBNTT_010779-T1
OG0001615	GBNTS_000676-T1	GBNTT_000681-T1
OG0001616	GBNTS_000677-T1	GBNTT_000680-T1
OG0001617	GBNTS_000680-T1	GBNTT_004030-T1
OG0001618	GBNTS_000681-T1	GBNTT_003743-T1
OG0001619	GBNTS_000687-T1	GBNTT_008993-T1
OG0001620	GBNTS_000688-T1	GBNTT_008992-T1
OG0001621	GBNTS_000689-T1	GBNTT_008991-T1
OG0001622	GBNTS_000690-T1	GBNTT_008990-T1
OG0001623	GBNTS_000691-T1	GBNTT_008989-T1
OG0001624	GBNTS_000692-T1	GBNTT_008988-T1
OG0001625	GBNTS_000694-T1	GBNTT_008987-T1
OG0001626	GBNTS_000697-T1	GBNTT_001961-T1
OG0001627	GBNTS_000698-T1	GBNTT_001960-T1
OG0001628	GBNTS_000699-T1	GBNTT_001959-T1
OG0001629	GBNTS_000700-T1	GBNTT_001958-T1
OG0001630	GBNTS_000701-T1	GBNTT_001957-T1
OG0001631	GBNTS_000702-T1	GBNTT_001956-T1
OG0001632	GBNTS_000703-T1	GBNTT_001955-T1
OG0001633	GBNTS_000704-T1	GBNTT_001954-T1
OG0001634	GBNTS_000706-T1	GBNTT_001952-T1
OG0001635	GBNTS_000707-T1	GBNTT_001951-T1
OG0001636	GBNTS_000708-T1	GBNTT_001950-T1
OG0001637	GBNTS_000709-T1	GBNTT_001949-T1
OG0001638	GBNTS_000710-T1	GBNTT_001948-T1
OG0001639	GBNTS_000711-T1	GBNTT_001947-T1
OG0001640	GBNTS_000712-T1	GBNTT_001945-T1
OG0001641	GBNTS_000713-T1	GBNTT_001944-T1
OG0001642	GBNTS_000714-T1	GBNTT_001943-T1
OG0001643	GBNTS_000715-T1	GBNTT_001942-T1
OG0001644	GBNTS_000716-T1	GBNTT_001941-T1
OG0001645	GBNTS_000717-T1	GBNTT_001940-T1
OG0001646	GBNTS_000718-T1	GBNTT_010222-T1
OG0001647	GBNTS_000720-T1	GBNTT_000468-T1
OG0001648	GBNTS_000721-T1	GBNTT_008402-T1
OG0001649	GBNTS_000723-T1	GBNTT_010585-T1
OG0001650	GBNTS_000725-T1	GBNTT_011790-T1
OG0001651	GBNTS_000726-T1	GBNTT_008329-T1
OG0001652	GBNTS_000727-T1	GBNTT_008330-T1
OG0001653	GBNTS_000728-T1	GBNTT_008331-T1
OG0001654	GBNTS_000730-T1	GBNTT_008332-T1
OG0001655	GBNTS_000731-T1	GBNTT_008333-T1
OG0001656	GBNTS_000733-T1	GBNTT_008335-T1
OG0001657	GBNTS_000734-T1	GBNTT_008336-T1
OG0001658	GBNTS_000735-T1	GBNTT_008337-T1
OG0001659	GBNTS_000736-T1	GBNTT_008338-T1
OG0001660	GBNTS_000737-T1	GBNTT_008339-T1
OG0001661	GBNTS_000740-T1	GBNTT_002049-T1
OG0001662	GBNTS_000741-T1	GBNTT_002048-T1
OG0001663	GBNTS_000742-T1	GBNTT_002047-T1
OG0001664	GBNTS_000743-T1	GBNTT_002046-T1
OG0001665	GBNTS_000744-T1	GBNTT_002045-T1
OG0001666	GBNTS_000745-T1	GBNTT_002044-T1
OG0001667	GBNTS_000746-T1	GBNTT_002043-T1
OG0001668	GBNTS_000747-T1	GBNTT_002042-T1
OG0001669	GBNTS_000748-T1	GBNTT_002041-T1
OG0001670	GBNTS_000750-T1	GBNTT_010416-T1
OG0001671	GBNTS_000755-T1	GBNTT_000873-T1
OG0001672	GBNTS_000757-T1	GBNTT_004315-T1
OG0001673	GBNTS_000758-T1	GBNTT_006839-T1
OG0001674	GBNTS_000759-T1	GBNTT_006838-T1
OG0001675	GBNTS_000762-T1	GBNTT_003006-T1
OG0001676	GBNTS_000763-T1	GBNTT_003007-T1
OG0001677	GBNTS_000764-T1	GBNTT_005118-T1
OG0001678	GBNTS_000766-T1	GBNTT_003009-T1
OG0001679	GBNTS_000768-T1	GBNTT_003011-T1
OG0001680	GBNTS_000770-T1	GBNTT_003014-T1
OG0001681	GBNTS_000772-T1	GBNTT_003016-T1
OG0001682	GBNTS_000774-T1	GBNTT_003018-T1
OG0001683	GBNTS_000775-T1	GBNTT_003019-T1
OG0001684	GBNTS_000776-T1	GBNTT_003020-T1
OG0001685	GBNTS_000777-T1	GBNTT_003021-T1
OG0001686	GBNTS_000778-T1	GBNTT_003022-T1
OG0001687	GBNTS_000780-T1	GBNTT_003024-T1
OG0001688	GBNTS_000781-T1	GBNTT_003025-T1
OG0001689	GBNTS_000782-T1	GBNTT_003026-T1
OG0001690	GBNTS_000783-T1	GBNTT_003027-T1
OG0001691	GBNTS_000784-T1	GBNTT_001365-T1
OG0001692	GBNTS_000785-T1	GBNTT_000580-T1
OG0001693	GBNTS_000790-T1	GBNTT_000867-T1
OG0001694	GBNTS_000793-T1	GBNTT_000975-T1
OG0001695	GBNTS_000794-T1	GBNTT_009960-T1
OG0001696	GBNTS_000795-T1	GBNTT_009959-T1
OG0001697	GBNTS_000796-T1	GBNTT_009958-T1
OG0001698	GBNTS_000797-T1	GBNTT_009957-T1
OG0001699	GBNTS_000798-T1	GBNTT_009956-T1
OG0001700	GBNTS_000799-T1	GBNTT_009955-T1
OG0001701	GBNTS_000800-T1	GBNTT_009954-T1
OG0001702	GBNTS_000801-T1	GBNTT_009953-T1
OG0001703	GBNTS_000802-T1	GBNTT_009952-T1
OG0001704	GBNTS_000803-T1	GBNTT_009951-T1
OG0001705	GBNTS_000804-T1	GBNTT_009949-T1
OG0001706	GBNTS_000805-T1	GBNTT_009948-T1
OG0001707	GBNTS_000806-T1	GBNTT_009947-T1
OG0001708	GBNTS_000807-T1	GBNTT_009946-T1
OG0001709	GBNTS_000811-T1	GBNTT_009942-T1
OG0001710	GBNTS_000812-T1	GBNTT_009941-T1
OG0001711	GBNTS_000813-T1	GBNTT_009939-T1
OG0001712	GBNTS_000814-T1	GBNTT_009938-T1
OG0001713	GBNTS_000815-T1	GBNTT_009937-T1
OG0001714	GBNTS_000816-T1	GBNTT_009936-T1
OG0001715	GBNTS_000817-T1	GBNTT_009935-T1
OG0001716	GBNTS_000818-T1	GBNTT_000584-T1
OG0001717	GBNTS_000819-T1	GBNTT_004569-T1
OG0001718	GBNTS_000827-T1	GBNTT_010078-T1
OG0001719	GBNTS_000828-T1	GBNTT_000834-T1
OG0001720	GBNTS_000829-T1	GBNTT_011088-T1
OG0001721	GBNTS_000830-T1	GBNTT_011089-T1
OG0001722	GBNTS_000831-T1	GBNTT_011090-T1
OG0001723	GBNTS_000832-T1	GBNTT_007581-T1
OG0001724	GBNTS_000833-T1	GBNTT_007580-T1
OG0001725	GBNTS_000834-T1	GBNTT_007579-T1
OG0001726	GBNTS_000835-T1	GBNTT_007578-T1
OG0001727	GBNTS_000836-T1	GBNTT_007577-T1
OG0001728	GBNTS_000837-T1	GBNTT_007576-T1
OG0001729	GBNTS_000838-T1	GBNTT_007575-T1
OG0001730	GBNTS_000839-T1	GBNTT_007574-T1
OG0001731	GBNTS_000842-T1	GBNTT_006779-T1
OG0001732	GBNTS_000843-T1	GBNTT_006778-T1
OG0001733	GBNTS_000844-T1	GBNTT_006777-T1
OG0001734	GBNTS_000846-T1	GBNTT_006775-T1
OG0001735	GBNTS_000847-T1	GBNTT_006774-T1
OG0001736	GBNTS_000848-T1	GBNTT_006773-T1
OG0001737	GBNTS_000849-T1	GBNTT_006771-T1
OG0001738	GBNTS_000851-T1	GBNTT_006769-T1
OG0001739	GBNTS_000853-T1	GBNTT_006766-T1
OG0001740	GBNTS_000854-T1	GBNTT_006765-T1
OG0001741	GBNTS_000855-T1	GBNTT_010728-T1
OG0001742	GBNTS_000856-T1	GBNTT_010729-T1
OG0001743	GBNTS_000857-T1	GBNTT_010730-T1
OG0001744	GBNTS_000860-T1	GBNTT_010584-T1
OG0001745	GBNTS_000864-T1	GBNTT_000839-T1
OG0001746	GBNTS_000867-T1	GBNTT_011845-T1
OG0001747	GBNTS_000869-T1	GBNTT_007518-T1
OG0001748	GBNTS_000872-T1	GBNTT_007519-T1
OG0001749	GBNTS_000873-T1	GBNTT_007520-T1
OG0001750	GBNTS_000876-T1	GBNTT_007523-T1
OG0001751	GBNTS_000878-T1	GBNTT_007525-T1
OG0001752	GBNTS_000882-T1	GBNTT_007528-T1
OG0001753	GBNTS_000883-T1	GBNTT_007529-T1
OG0001754	GBNTS_000884-T1	GBNTT_007530-T1
OG0001755	GBNTS_000886-T1	GBNTT_007532-T1
OG0001756	GBNTS_000887-T1	GBNTT_007533-T1
OG0001757	GBNTS_000889-T1	GBNTT_007535-T1
OG0001758	GBNTS_000891-T1	GBNTT_007537-T1
OG0001759	GBNTS_000892-T1	GBNTT_007538-T1
OG0001760	GBNTS_000893-T1	GBNTT_007539-T1
OG0001761	GBNTS_000894-T1	GBNTT_007540-T1
OG0001762	GBNTS_000895-T1	GBNTT_007541-T1
OG0001763	GBNTS_000897-T1	GBNTT_007542-T1
OG0001764	GBNTS_000899-T1	GBNTT_012333-T1
OG0001765	GBNTS_000900-T1	GBNTT_002501-T1
OG0001766	GBNTS_000901-T1	GBNTT_001289-T1
OG0001767	GBNTS_000902-T1	GBNTT_001622-T1
OG0001768	GBNTS_000905-T1	GBNTT_011562-T1
OG0001769	GBNTS_000906-T1	GBNTT_011561-T1
OG0001770	GBNTS_000908-T1	GBNTT_010258-T1
OG0001771	GBNTS_000909-T1	GBNTT_010259-T1
OG0001772	GBNTS_000911-T1	GBNTT_010261-T1
OG0001773	GBNTS_000912-T1	GBNTT_010262-T1
OG0001774	GBNTS_000913-T1	GBNTT_010263-T1
OG0001775	GBNTS_000914-T1	GBNTT_010264-T1
OG0001776	GBNTS_000915-T1	GBNTT_010265-T1
OG0001777	GBNTS_000916-T1	GBNTT_010266-T1
OG0001778	GBNTS_000918-T1	GBNTT_010269-T1
OG0001779	GBNTS_000919-T1	GBNTT_010270-T1
OG0001780	GBNTS_000920-T1	GBNTT_010271-T1
OG0001781	GBNTS_000921-T1	GBNTT_010272-T1
OG0001782	GBNTS_000922-T1	GBNTT_010273-T1
OG0001783	GBNTS_000923-T1	GBNTT_010275-T1
OG0001784	GBNTS_000924-T1	GBNTT_010276-T1
OG0001785	GBNTS_000925-T1	GBNTT_010277-T1
OG0001786	GBNTS_000926-T1	GBNTT_010278-T1
OG0001787	GBNTS_000927-T1	GBNTT_010279-T1
OG0001788	GBNTS_000928-T1	GBNTT_010280-T1
OG0001789	GBNTS_000929-T1	GBNTT_010281-T1
OG0001790	GBNTS_000940-T1	GBNTT_005409-T1
OG0001791	GBNTS_000941-T1	GBNTT_005410-T1
OG0001792	GBNTS_000942-T1	GBNTT_005411-T1
OG0001793	GBNTS_000943-T1	GBNTT_005412-T1
OG0001794	GBNTS_000944-T1	GBNTT_005413-T1
OG0001795	GBNTS_000946-T1	GBNTT_005415-T1
OG0001796	GBNTS_000947-T1	GBNTT_005416-T1
OG0001797	GBNTS_000949-T1	GBNTT_005418-T1
OG0001798	GBNTS_000950-T1	GBNTT_005419-T1
OG0001799	GBNTS_000951-T1	GBNTT_005420-T1
OG0001800	GBNTS_000952-T1	GBNTT_005421-T1
OG0001801	GBNTS_000953-T1	GBNTT_005422-T1
OG0001802	GBNTS_000954-T1	GBNTT_005423-T1
OG0001803	GBNTS_000955-T1	GBNTT_005425-T1
OG0001804	GBNTS_000956-T1	GBNTT_005426-T1
OG0001805	GBNTS_000957-T1	GBNTT_005427-T1
OG0001806	GBNTS_000958-T1	GBNTT_008269-T1
OG0001807	GBNTS_000959-T1	GBNTT_008268-T1
OG0001808	GBNTS_000960-T1	GBNTT_008267-T1
OG0001809	GBNTS_000961-T1	GBNTT_008266-T1
OG0001810	GBNTS_000963-T1	GBNTT_008265-T1
OG0001811	GBNTS_000964-T1	GBNTT_008264-T1
OG0001812	GBNTS_000965-T1	GBNTT_008263-T1
OG0001813	GBNTS_000966-T1	GBNTT_008262-T1
OG0001814	GBNTS_000968-T1	GBNTT_008261-T1
OG0001815	GBNTS_000969-T1	GBNTT_007648-T1
OG0001816	GBNTS_000970-T1	GBNTT_007649-T1
OG0001817	GBNTS_000971-T1	GBNTT_007650-T1
OG0001818	GBNTS_000974-T1	GBNTT_006691-T1
OG0001819	GBNTS_000976-T1	GBNTT_012653-T1
OG0001820	GBNTS_000978-T1	GBNTT_004535-T1
OG0001821	GBNTS_000979-T1	GBNTT_004536-T1
OG0001822	GBNTS_000980-T1	GBNTT_004537-T1
OG0001823	GBNTS_000982-T1	GBNTT_004539-T1
OG0001824	GBNTS_000983-T1	GBNTT_004540-T1
OG0001825	GBNTS_000985-T1	GBNTT_004543-T1
OG0001826	GBNTS_000987-T1	GBNTT_004545-T1
OG0001827	GBNTS_000988-T1	GBNTT_004546-T1
OG0001828	GBNTS_000990-T1	GBNTT_005615-T1
OG0001829	GBNTS_000991-T1	GBNTT_005616-T1
OG0001830	GBNTS_000992-T1	GBNTT_005617-T1
OG0001831	GBNTS_000993-T1	GBNTT_005618-T1
OG0001832	GBNTS_000995-T1	GBNTT_005620-T1
OG0001833	GBNTS_000996-T1	GBNTT_005621-T1
OG0001834	GBNTS_000997-T1	GBNTT_005622-T1
OG0001835	GBNTS_000999-T1	GBNTT_005623-T1
OG0001836	GBNTS_001001-T1	GBNTT_005625-T1
OG0001837	GBNTS_001002-T1	GBNTT_005626-T1
OG0001838	GBNTS_001003-T1	GBNTT_005627-T1
OG0001839	GBNTS_001004-T1	GBNTT_005628-T1
OG0001840	GBNTS_001005-T1	GBNTT_005629-T1
OG0001841	GBNTS_001006-T1	GBNTT_005630-T1
OG0001842	GBNTS_001009-T1	GBNTT_010703-T1
OG0001843	GBNTS_001010-T1	GBNTT_001987-T1
OG0001844	GBNTS_001011-T1	GBNTT_010770-T1
OG0001845	GBNTS_001012-T1	GBNTT_012685-T1
OG0001846	GBNTS_001013-T1	GBNTT_009297-T1
OG0001847	GBNTS_001014-T1	GBNTT_009296-T1
OG0001848	GBNTS_001015-T1	GBNTT_009295-T1
OG0001849	GBNTS_001016-T1	GBNTT_009294-T1
OG0001850	GBNTS_001017-T1	GBNTT_009293-T1
OG0001851	GBNTS_001018-T1	GBNTT_009292-T1
OG0001852	GBNTS_001019-T1	GBNTT_009291-T1
OG0001853	GBNTS_001020-T1	GBNTT_009290-T1
OG0001854	GBNTS_001021-T1	GBNTT_009289-T1
OG0001855	GBNTS_001023-T1	GBNTT_009288-T1
OG0001856	GBNTS_001024-T1	GBNTT_009287-T1
OG0001857	GBNTS_001025-T1	GBNTT_009286-T1
OG0001858	GBNTS_001026-T1	GBNTT_009285-T1
OG0001859	GBNTS_001027-T1	GBNTT_009284-T1
OG0001860	GBNTS_001028-T1	GBNTT_009283-T1
OG0001861	GBNTS_001029-T1	GBNTT_009282-T1
OG0001862	GBNTS_001031-T1	GBNTT_009280-T1
OG0001863	GBNTS_001032-T1	GBNTT_009279-T1
OG0001864	GBNTS_001033-T1	GBNTT_009278-T1
OG0001865	GBNTS_001034-T1	GBNTT_009277-T1
OG0001866	GBNTS_001035-T1	GBNTT_009276-T1
OG0001867	GBNTS_001036-T1	GBNTT_009275-T1
OG0001868	GBNTS_001037-T1	GBNTT_009274-T1
OG0001869	GBNTS_001038-T1	GBNTT_009273-T1
OG0001870	GBNTS_001039-T1	GBNTT_009272-T1
OG0001871	GBNTS_001040-T1	GBNTT_009271-T1
OG0001872	GBNTS_001043-T1	GBNTT_009268-T1
OG0001873	GBNTS_001044-T1	GBNTT_009267-T1
OG0001874	GBNTS_001045-T1	GBNTT_009266-T1
OG0001875	GBNTS_001046-T1	GBNTT_009265-T1
OG0001876	GBNTS_001050-T1	GBNTT_003309-T1
OG0001877	GBNTS_001051-T1	GBNTT_003308-T1
OG0001878	GBNTS_001052-T1	GBNTT_003307-T1
OG0001879	GBNTS_001053-T1	GBNTT_003306-T1
OG0001880	GBNTS_001054-T1	GBNTT_003305-T1
OG0001881	GBNTS_001055-T1	GBNTT_003304-T1
OG0001882	GBNTS_001056-T1	GBNTT_003303-T1
OG0001883	GBNTS_001057-T1	GBNTT_003302-T1
OG0001884	GBNTS_001058-T1	GBNTT_003301-T1
OG0001885	GBNTS_001059-T1	GBNTT_003300-T1
OG0001886	GBNTS_001060-T1	GBNTT_003299-T1
OG0001887	GBNTS_001061-T1	GBNTT_003298-T1
OG0001888	GBNTS_001062-T1	GBNTT_003297-T1
OG0001889	GBNTS_001064-T1	GBNTT_003293-T1
OG0001890	GBNTS_001065-T1	GBNTT_003292-T1
OG0001891	GBNTS_001066-T1	GBNTT_007196-T1
OG0001892	GBNTS_001067-T1	GBNTT_007197-T1
OG0001893	GBNTS_001068-T1	GBNTT_007198-T1
OG0001894	GBNTS_001069-T1	GBNTT_007199-T1
OG0001895	GBNTS_001070-T1	GBNTT_007200-T1
OG0001896	GBNTS_001071-T1	GBNTT_007201-T1
OG0001897	GBNTS_001072-T1	GBNTT_007202-T1
OG0001898	GBNTS_001073-T1	GBNTT_007203-T1
OG0001899	GBNTS_001075-T1	GBNTT_007204-T1
OG0001900	GBNTS_001076-T1	GBNTT_007205-T1
OG0001901	GBNTS_001077-T1	GBNTT_007206-T1
OG0001902	GBNTS_001078-T1	GBNTT_007207-T1
OG0001903	GBNTS_001079-T1	GBNTT_007208-T1
OG0001904	GBNTS_001080-T1	GBNTT_007209-T1
OG0001905	GBNTS_001081-T1	GBNTT_007210-T1
OG0001906	GBNTS_001083-T1	GBNTT_007212-T1
OG0001907	GBNTS_001084-T1	GBNTT_007213-T1
OG0001908	GBNTS_001085-T1	GBNTT_007214-T1
OG0001909	GBNTS_001087-T1	GBNTT_007216-T1
OG0001910	GBNTS_001088-T1	GBNTT_007217-T1
OG0001911	GBNTS_001089-T1	GBNTT_007218-T1
OG0001912	GBNTS_001090-T1	GBNTT_007219-T1
OG0001913	GBNTS_001091-T1	GBNTT_007220-T1
OG0001914	GBNTS_001092-T1	GBNTT_007221-T1
OG0001915	GBNTS_001093-T1	GBNTT_007222-T1
OG0001916	GBNTS_001094-T1	GBNTT_007223-T1
OG0001917	GBNTS_001095-T1	GBNTT_007224-T1
OG0001918	GBNTS_001096-T1	GBNTT_007225-T1
OG0001919	GBNTS_001101-T1	GBNTT_012654-T1
OG0001920	GBNTS_001108-T1	GBNTT_012253-T1
OG0001921	GBNTS_001111-T1	GBNTT_005207-T1
OG0001922	GBNTS_001112-T1	GBNTT_005206-T1
OG0001923	GBNTS_001113-T1	GBNTT_005205-T1
OG0001924	GBNTS_001114-T1	GBNTT_005204-T1
OG0001925	GBNTS_001115-T1	GBNTT_005203-T1
OG0001926	GBNTS_001116-T1	GBNTT_005202-T1
OG0001927	GBNTS_001117-T1	GBNTT_005201-T1
OG0001928	GBNTS_001118-T1	GBNTT_005200-T1
OG0001929	GBNTS_001120-T1	GBNTT_005198-T1
OG0001930	GBNTS_001121-T1	GBNTT_005197-T1
OG0001931	GBNTS_001125-T1	GBNTT_005193-T1
