	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0001670	GBNWU_001161-T1	GBNWW_006340-T1
OG0001671	GBNWU_001162-T1	GBNWW_006339-T1
OG0001672	GBNWU_001166-T1	GBNWW_006336-T1
OG0001673	GBNWU_001167-T1	GBNWW_006335-T1
OG0001674	GBNWU_001169-T1	GBNWW_006333-T1
OG0001675	GBNWU_001170-T1	GBNWW_006331-T1
OG0001676	GBNWU_001171-T1	GBNWW_006330-T1
OG0001677	GBNWU_001172-T1	GBNWW_006329-T1
OG0001678	GBNWU_001173-T1	GBNWW_006328-T1
OG0001679	GBNWU_001176-T1	GBNWW_006327-T1
OG0001680	GBNWU_001177-T1	GBNWW_005847-T1
OG0001681	GBNWU_001178-T1	GBNWW_005848-T1
OG0001682	GBNWU_001180-T1	GBNWW_005849-T1
OG0001683	GBNWU_001181-T1	GBNWW_004310-T1
OG0001684	GBNWU_001184-T1	GBNWW_008105-T1
OG0001685	GBNWU_001186-T1	GBNWW_008103-T1
OG0001686	GBNWU_001188-T1	GBNWW_008100-T1
OG0001687	GBNWU_001189-T1	GBNWW_008098-T1
OG0001688	GBNWU_001190-T1	GBNWW_008097-T1
OG0001689	GBNWU_001191-T1	GBNWW_004155-T1
OG0001690	GBNWU_001194-T1	GBNWW_004157-T1
OG0001691	GBNWU_001195-T1	GBNWW_004158-T1
OG0001692	GBNWU_001196-T1	GBNWW_004159-T1
OG0001693	GBNWU_001198-T1	GBNWW_004160-T1
OG0001694	GBNWU_001199-T1	GBNWW_008147-T1
OG0001695	GBNWU_001201-T1	GBNWW_008148-T1
OG0001696	GBNWU_001203-T1	GBNWW_003567-T1
OG0001697	GBNWU_001204-T1	GBNWW_003568-T1
OG0001698	GBNWU_001206-T1	GBNWW_003570-T1
OG0001699	GBNWU_001207-T1	GBNWW_003571-T1
OG0001700	GBNWU_001208-T1	GBNWW_003572-T1
OG0001701	GBNWU_001209-T1	GBNWW_003573-T1
OG0001702	GBNWU_001210-T1	GBNWW_003574-T1
OG0001703	GBNWU_001213-T1	GBNWW_003577-T1
OG0001704	GBNWU_001214-T1	GBNWW_003578-T1
OG0001705	GBNWU_001215-T1	GBNWW_003579-T1
OG0001706	GBNWU_001216-T1	GBNWW_009264-T1
OG0001707	GBNWU_001217-T1	GBNWW_009263-T1
OG0001708	GBNWU_001218-T1	GBNWW_009262-T1
OG0001709	GBNWU_001223-T1	GBNWW_009259-T1
OG0001710	GBNWU_001225-T1	GBNWW_009014-T1
OG0001711	GBNWU_001228-T1	GBNWW_002014-T1
OG0001712	GBNWU_001229-T1	GBNWW_002013-T1
OG0001713	GBNWU_001230-T1	GBNWW_002011-T1
OG0001714	GBNWU_001231-T1	GBNWW_002009-T1
OG0001715	GBNWU_001232-T1	GBNWW_002008-T1
OG0001716	GBNWU_001233-T1	GBNWW_002197-T1
OG0001717	GBNWU_001234-T1	GBNWW_002196-T1
OG0001718	GBNWU_001235-T1	GBNWW_002195-T1
OG0001719	GBNWU_001236-T1	GBNWW_002194-T1
OG0001720	GBNWU_001237-T1	GBNWW_002193-T1
OG0001721	GBNWU_001238-T1	GBNWW_002192-T1
OG0001722	GBNWU_001241-T1	GBNWW_002188-T1
OG0001723	GBNWU_001243-T1	GBNWW_002186-T1
OG0001724	GBNWU_001244-T1	GBNWW_002185-T1
OG0001725	GBNWU_001246-T1	GBNWW_009645-T1
OG0001726	GBNWU_001247-T1	GBNWW_009646-T1
OG0001727	GBNWU_001248-T1	GBNWW_009647-T1
OG0001728	GBNWU_001249-T1	GBNWW_009648-T1
OG0001729	GBNWU_001250-T1	GBNWW_009649-T1
OG0001730	GBNWU_001251-T1	GBNWW_009650-T1
OG0001731	GBNWU_001252-T1	GBNWW_009651-T1
OG0001732	GBNWU_001253-T1	GBNWW_004661-T1
OG0001733	GBNWU_001255-T1	GBNWW_004662-T1
OG0001734	GBNWU_001256-T1	GBNWW_004663-T1
OG0001735	GBNWU_001257-T1	GBNWW_004664-T1
OG0001736	GBNWU_001258-T1	GBNWW_004665-T1
OG0001737	GBNWU_001259-T1	GBNWW_004666-T1
OG0001738	GBNWU_001261-T1	GBNWW_004669-T1
OG0001739	GBNWU_001262-T1	GBNWW_004670-T1
OG0001740	GBNWU_001263-T1	GBNWW_004671-T1
OG0001741	GBNWU_001264-T1	GBNWW_004672-T1
OG0001742	GBNWU_001265-T1	GBNWW_004673-T1
OG0001743	GBNWU_001267-T1	GBNWW_005769-T1
OG0001744	GBNWU_001269-T1	GBNWW_005767-T1
OG0001745	GBNWU_001270-T1	GBNWW_003530-T1
OG0001746	GBNWU_001271-T1	GBNWW_003532-T1
OG0001747	GBNWU_001272-T1	GBNWW_003533-T1
OG0001748	GBNWU_001273-T1	GBNWW_004061-T1
OG0001749	GBNWU_001275-T1	GBNWW_004062-T1
OG0001750	GBNWU_001276-T1	GBNWW_004063-T1
OG0001751	GBNWU_001277-T1	GBNWW_004064-T1
OG0001752	GBNWU_001278-T1	GBNWW_004065-T1
OG0001753	GBNWU_001279-T1	GBNWW_004066-T1
OG0001754	GBNWU_001280-T1	GBNWW_004067-T1
OG0001755	GBNWU_001281-T1	GBNWW_004068-T1
OG0001756	GBNWU_001282-T1	GBNWW_004069-T1
OG0001757	GBNWU_001283-T1	GBNWW_004070-T1
OG0001758	GBNWU_001284-T1	GBNWW_004071-T1
OG0001759	GBNWU_001285-T1	GBNWW_004072-T1
OG0001760	GBNWU_001286-T1	GBNWW_004073-T1
OG0001761	GBNWU_001289-T1	GBNWW_007879-T1
OG0001762	GBNWU_001290-T1	GBNWW_007878-T1
OG0001763	GBNWU_001291-T1	GBNWW_007877-T1
OG0001764	GBNWU_001293-T1	GBNWW_007876-T1
OG0001765	GBNWU_001294-T1	GBNWW_007875-T1
OG0001766	GBNWU_001295-T1	GBNWW_007874-T1
OG0001767	GBNWU_001296-T1	GBNWW_007873-T1
OG0001768	GBNWU_001297-T1	GBNWW_007872-T1
OG0001769	GBNWU_001298-T1	GBNWW_007871-T1
OG0001770	GBNWU_001299-T1	GBNWW_007870-T1
OG0001771	GBNWU_001300-T1	GBNWW_007869-T1
OG0001772	GBNWU_001301-T1	GBNWW_007868-T1
OG0001773	GBNWU_001307-T1	GBNWW_007862-T1
OG0001774	GBNWU_001308-T1	GBNWW_007861-T1
OG0001775	GBNWU_001309-T1	GBNWW_007860-T1
OG0001776	GBNWU_001310-T1	GBNWW_007859-T1
OG0001777	GBNWU_001312-T1	GBNWW_003862-T1
OG0001778	GBNWU_001314-T1	GBNWW_003864-T1
OG0001779	GBNWU_001317-T1	GBNWW_003867-T1
OG0001780	GBNWU_001318-T1	GBNWW_003868-T1
OG0001781	GBNWU_001320-T1	GBNWW_003871-T1
OG0001782	GBNWU_001322-T1	GBNWW_008516-T1
OG0001783	GBNWU_001323-T1	GBNWW_008517-T1
OG0001784	GBNWU_001324-T1	GBNWW_008518-T1
OG0001785	GBNWU_001326-T1	GBNWW_008521-T1
OG0001786	GBNWU_001327-T1	GBNWW_008522-T1
OG0001787	GBNWU_001329-T1	GBNWW_008523-T1
OG0001788	GBNWU_001330-T1	GBNWW_008524-T1
OG0001789	GBNWU_001331-T1	GBNWW_008525-T1
OG0001790	GBNWU_001334-T1	GBNWW_008528-T1
OG0001791	GBNWU_001336-T1	GBNWW_008530-T1
OG0001792	GBNWU_001338-T1	GBNWW_008532-T1
OG0001793	GBNWU_001340-T1	GBNWW_008533-T1
OG0001794	GBNWU_001346-T1	GBNWW_008539-T1
OG0001795	GBNWU_001347-T1	GBNWW_008540-T1
OG0001796	GBNWU_001348-T1	GBNWW_008541-T1
OG0001797	GBNWU_001349-T1	GBNWW_008542-T1
OG0001798	GBNWU_001350-T1	GBNWW_002633-T1
OG0001799	GBNWU_001351-T1	GBNWW_002634-T1
OG0001800	GBNWU_001352-T1	GBNWW_002635-T1
OG0001801	GBNWU_001353-T1	GBNWW_002636-T1
OG0001802	GBNWU_001354-T1	GBNWW_002637-T1
OG0001803	GBNWU_001355-T1	GBNWW_002638-T1
OG0001804	GBNWU_001356-T1	GBNWW_002639-T1
OG0001805	GBNWU_001357-T1	GBNWW_002640-T1
OG0001806	GBNWU_001359-T1	GBNWW_002643-T1
OG0001807	GBNWU_001360-T1	GBNWW_002644-T1
OG0001808	GBNWU_001361-T1	GBNWW_002645-T1
OG0001809	GBNWU_001362-T1	GBNWW_002646-T1
OG0001810	GBNWU_001363-T1	GBNWW_002647-T1
OG0001811	GBNWU_001364-T1	GBNWW_002648-T1
OG0001812	GBNWU_001365-T1	GBNWW_006867-T1
OG0001813	GBNWU_001366-T1	GBNWW_006868-T1
OG0001814	GBNWU_001368-T1	GBNWW_002482-T1
OG0001815	GBNWU_001369-T1	GBNWW_002481-T1
OG0001816	GBNWU_001370-T1	GBNWW_002480-T1
OG0001817	GBNWU_001372-T1	GBNWW_002479-T1
OG0001818	GBNWU_001373-T1	GBNWW_002478-T1
OG0001819	GBNWU_001374-T1	GBNWW_002477-T1
OG0001820	GBNWU_001375-T1	GBNWW_002476-T1
OG0001821	GBNWU_001377-T1	GBNWW_002474-T1
OG0001822	GBNWU_001378-T1	GBNWW_002473-T1
OG0001823	GBNWU_001379-T1	GBNWW_002472-T1
OG0001824	GBNWU_001380-T1	GBNWW_002471-T1
OG0001825	GBNWU_001381-T1	GBNWW_002470-T1
OG0001826	GBNWU_001382-T1	GBNWW_002469-T1
OG0001827	GBNWU_001383-T1	GBNWW_002468-T1
OG0001828	GBNWU_001384-T1	GBNWW_002467-T1
OG0001829	GBNWU_001385-T1	GBNWW_002466-T1
OG0001830	GBNWU_001386-T1	GBNWW_002465-T1
OG0001831	GBNWU_001387-T1	GBNWW_004702-T1
OG0001832	GBNWU_001389-T1	GBNWW_005899-T1
OG0001833	GBNWU_001390-T1	GBNWW_005900-T1
OG0001834	GBNWU_001391-T1	GBNWW_005901-T1
OG0001835	GBNWU_001392-T1	GBNWW_005902-T1
OG0001836	GBNWU_001394-T1	GBNWW_005904-T1
OG0001837	GBNWU_001395-T1	GBNWW_005905-T1
OG0001838	GBNWU_001396-T1	GBNWW_005906-T1
OG0001839	GBNWU_001398-T1	GBNWW_003456-T1
OG0001840	GBNWU_001399-T1	GBNWW_003457-T1
OG0001841	GBNWU_001401-T1	GBNWW_003459-T1
OG0001842	GBNWU_001403-T1	GBNWW_003461-T1
OG0001843	GBNWU_001404-T1	GBNWW_003462-T1
OG0001844	GBNWU_001405-T1	GBNWW_003463-T1
OG0001845	GBNWU_001406-T1	GBNWW_003464-T1
OG0001846	GBNWU_001409-T1	GBNWW_006700-T1
OG0001847	GBNWU_001410-T1	GBNWW_007604-T1
OG0001848	GBNWU_001411-T1	GBNWW_005911-T1
OG0001849	GBNWU_001412-T1	GBNWW_005910-T1
OG0001850	GBNWU_001414-T1	GBNWW_005908-T1
OG0001851	GBNWU_001415-T1	GBNWW_007605-T1
OG0001852	GBNWU_001417-T1	GBNWW_008675-T1
OG0001853	GBNWU_001420-T1	GBNWW_004370-T1
OG0001854	GBNWU_001421-T1	GBNWW_004369-T1
OG0001855	GBNWU_001422-T1	GBNWW_004368-T1
OG0001856	GBNWU_001424-T1	GBNWW_004367-T1
OG0001857	GBNWU_001425-T1	GBNWW_004366-T1
OG0001858	GBNWU_001426-T1	GBNWW_004365-T1
OG0001859	GBNWU_001427-T1	GBNWW_004364-T1
OG0001860	GBNWU_001428-T1	GBNWW_004363-T1
OG0001861	GBNWU_001429-T1	GBNWW_004362-T1
OG0001862	GBNWU_001430-T1	GBNWW_004361-T1
OG0001863	GBNWU_001432-T1	GBNWW_007696-T1
OG0001864	GBNWU_001433-T1	GBNWW_007695-T1
OG0001865	GBNWU_001434-T1	GBNWW_007694-T1
OG0001866	GBNWU_001435-T1	GBNWW_007693-T1
OG0001867	GBNWU_001436-T1	GBNWW_007692-T1
OG0001868	GBNWU_001437-T1	GBNWW_006308-T1
OG0001869	GBNWU_001438-T1	GBNWW_006309-T1
OG0001870	GBNWU_001439-T1	GBNWW_006310-T1
OG0001871	GBNWU_001440-T1	GBNWW_006311-T1
OG0001872	GBNWU_001441-T1	GBNWW_006312-T1
OG0001873	GBNWU_001442-T1	GBNWW_006313-T1
OG0001874	GBNWU_001443-T1	GBNWW_008154-T1
OG0001875	GBNWU_001444-T1	GBNWW_008153-T1
OG0001876	GBNWU_001447-T1	GBNWW_006694-T1
OG0001877	GBNWU_001448-T1	GBNWW_006695-T1
OG0001878	GBNWU_001450-T1	GBNWW_006696-T1
OG0001879	GBNWU_001451-T1	GBNWW_006697-T1
OG0001880	GBNWU_001453-T1	GBNWW_004597-T1
OG0001881	GBNWU_001454-T1	GBNWW_004598-T1
OG0001882	GBNWU_001455-T1	GBNWW_004599-T1
OG0001883	GBNWU_001456-T1	GBNWW_005440-T1
OG0001884	GBNWU_001457-T1	GBNWW_005441-T1
OG0001885	GBNWU_001459-T1	GBNWW_005443-T1
OG0001886	GBNWU_001461-T1	GBNWW_005444-T1
OG0001887	GBNWU_001467-T1	GBNWW_003893-T1
OG0001888	GBNWU_001470-T1	GBNWW_003254-T1
OG0001889	GBNWU_001471-T1	GBNWW_003255-T1
OG0001890	GBNWU_001472-T1	GBNWW_003256-T1
OG0001891	GBNWU_001473-T1	GBNWW_003257-T1
OG0001892	GBNWU_001475-T1	GBNWW_003259-T1
OG0001893	GBNWU_001476-T1	GBNWW_003260-T1
OG0001894	GBNWU_001477-T1	GBNWW_003261-T1
OG0001895	GBNWU_001479-T1	GBNWW_007837-T1
OG0001896	GBNWU_001480-T1	GBNWW_005425-T1
OG0001897	GBNWU_001481-T1	GBNWW_005424-T1
OG0001898	GBNWU_001482-T1	GBNWW_005423-T1
OG0001899	GBNWU_001483-T1	GBNWW_005422-T1
OG0001900	GBNWU_001485-T1	GBNWW_005420-T1
OG0001901	GBNWU_001486-T1	GBNWW_005419-T1
OG0001902	GBNWU_001487-T1	GBNWW_005418-T1
OG0001903	GBNWU_001488-T1	GBNWW_009615-T1
OG0001904	GBNWU_001489-T1	GBNWW_009616-T1
OG0001905	GBNWU_001491-T1	GBNWW_009618-T1
OG0001906	GBNWU_001493-T1	GBNWW_009620-T1
OG0001907	GBNWU_001494-T1	GBNWW_009621-T1
OG0001908	GBNWU_001495-T1	GBNWW_000830-T1
OG0001909	GBNWU_001496-T1	GBNWW_000829-T1
OG0001910	GBNWU_001498-T1	GBNWW_000826-T1
OG0001911	GBNWU_001500-T1	GBNWW_000824-T1
OG0001912	GBNWU_001501-T1	GBNWW_000823-T1
OG0001913	GBNWU_001502-T1	GBNWW_000822-T1
OG0001914	GBNWU_001503-T1	GBNWW_000821-T1
OG0001915	GBNWU_001504-T1	GBNWW_000820-T1
OG0001916	GBNWU_001505-T1	GBNWW_000819-T1
OG0001917	GBNWU_001506-T1	GBNWW_000818-T1
OG0001918	GBNWU_001507-T1	GBNWW_000817-T1
OG0001919	GBNWU_001509-T1	GBNWW_000815-T1
OG0001920	GBNWU_001510-T1	GBNWW_000576-T1
OG0001921	GBNWU_001511-T1	GBNWW_000575-T1
OG0001922	GBNWU_001512-T1	GBNWW_000574-T1
OG0001923	GBNWU_001513-T1	GBNWW_000573-T1
OG0001924	GBNWU_001514-T1	GBNWW_000570-T1
OG0001925	GBNWU_001515-T1	GBNWW_000569-T1
OG0001926	GBNWU_001517-T1	GBNWW_000567-T1
OG0001927	GBNWU_001518-T1	GBNWW_000566-T1
OG0001928	GBNWU_001521-T1	GBNWW_000563-T1
OG0001929	GBNWU_001522-T1	GBNWW_000562-T1
OG0001930	GBNWU_001523-T1	GBNWW_003165-T1
OG0001931	GBNWU_001524-T1	GBNWW_009060-T1
OG0001932	GBNWU_001525-T1	GBNWW_009061-T1
OG0001933	GBNWU_001526-T1	GBNWW_006091-T1
OG0001934	GBNWU_001527-T1	GBNWW_006092-T1
OG0001935	GBNWU_001528-T1	GBNWW_006093-T1
OG0001936	GBNWU_001529-T1	GBNWW_006094-T1
OG0001937	GBNWU_001531-T1	GBNWW_006096-T1
OG0001938	GBNWU_001533-T1	GBNWW_006634-T1
OG0001939	GBNWU_001535-T1	GBNWW_006636-T1
OG0001940	GBNWU_001536-T1	GBNWW_006637-T1
OG0001941	GBNWU_001537-T1	GBNWW_006638-T1
OG0001942	GBNWU_001540-T1	GBNWW_007183-T1
OG0001943	GBNWU_001541-T1	GBNWW_007182-T1
OG0001944	GBNWU_001542-T1	GBNWW_007181-T1
OG0001945	GBNWU_001543-T1	GBNWW_007180-T1
OG0001946	GBNWU_001544-T1	GBNWW_007179-T1
OG0001947	GBNWU_001545-T1	GBNWW_007178-T1
OG0001948	GBNWU_001546-T1	GBNWW_007177-T1
OG0001949	GBNWU_001547-T1	GBNWW_008777-T1
OG0001950	GBNWU_001549-T1	GBNWW_006749-T1
OG0001951	GBNWU_001550-T1	GBNWW_006750-T1
OG0001952	GBNWU_001551-T1	GBNWW_006751-T1
OG0001953	GBNWU_001552-T1	GBNWW_006752-T1
OG0001954	GBNWU_001553-T1	GBNWW_006753-T1
OG0001955	GBNWU_001554-T1	GBNWW_006754-T1
OG0001956	GBNWU_001555-T1	GBNWW_008412-T1
OG0001957	GBNWU_001556-T1	GBNWW_008413-T1
OG0001958	GBNWU_001557-T1	GBNWW_008414-T1
OG0001959	GBNWU_001559-T1	GBNWW_008417-T1
OG0001960	GBNWU_001560-T1	GBNWW_008418-T1
OG0001961	GBNWU_001561-T1	GBNWW_008419-T1
OG0001962	GBNWU_001562-T1	GBNWW_008420-T1
OG0001963	GBNWU_001564-T1	GBNWW_008422-T1
OG0001964	GBNWU_001565-T1	GBNWW_008423-T1
OG0001965	GBNWU_001566-T1	GBNWW_008424-T1
OG0001966	GBNWU_001567-T1	GBNWW_008425-T1
OG0001967	GBNWU_001573-T1	GBNWW_002145-T1
OG0001968	GBNWU_001574-T1	GBNWW_002144-T1
OG0001969	GBNWU_001577-T1	GBNWW_000748-T1
OG0001970	GBNWU_001579-T1	GBNWW_000747-T1
OG0001971	GBNWU_001580-T1	GBNWW_000746-T1
OG0001972	GBNWU_001581-T1	GBNWW_000745-T1
OG0001973	GBNWU_001582-T1	GBNWW_000744-T1
OG0001974	GBNWU_001583-T1	GBNWW_000743-T1
OG0001975	GBNWU_001584-T1	GBNWW_000742-T1
OG0001976	GBNWU_001586-T1	GBNWW_000739-T1
OG0001977	GBNWU_001587-T1	GBNWW_000738-T1
OG0001978	GBNWU_001588-T1	GBNWW_000736-T1
OG0001979	GBNWU_001589-T1	GBNWW_000734-T1
OG0001980	GBNWU_001590-T1	GBNWW_000733-T1
OG0001981	GBNWU_001591-T1	GBNWW_000732-T1
OG0001982	GBNWU_001593-T1	GBNWW_000730-T1
OG0001983	GBNWU_001595-T1	GBNWW_008332-T1
OG0001984	GBNWU_001596-T1	GBNWW_008331-T1
OG0001985	GBNWU_001597-T1	GBNWW_005185-T1
OG0001986	GBNWU_001599-T1	GBNWW_005183-T1
OG0001987	GBNWU_001600-T1	GBNWW_005182-T1
OG0001988	GBNWU_001601-T1	GBNWW_005181-T1
OG0001989	GBNWU_001602-T1	GBNWW_005180-T1
OG0001990	GBNWU_001603-T1	GBNWW_005179-T1
OG0001991	GBNWU_001604-T1	GBNWW_000843-T1
OG0001992	GBNWU_001605-T1	GBNWW_000841-T1
OG0001993	GBNWU_001606-T1	GBNWW_000840-T1
OG0001994	GBNWU_001607-T1	GBNWW_000839-T1
OG0001995	GBNWU_001608-T1	GBNWW_000838-T1
OG0001996	GBNWU_001610-T1	GBNWW_000836-T1
OG0001997	GBNWU_001611-T1	GBNWW_000835-T1
OG0001998	GBNWU_001614-T1	GBNWW_000832-T1
OG0001999	GBNWU_001615-T1	GBNWW_007737-T1
OG0002000	GBNWU_001616-T1	GBNWW_007736-T1
OG0002001	GBNWU_001617-T1	GBNWW_007735-T1
OG0002002	GBNWU_001618-T1	GBNWW_007734-T1
OG0002003	GBNWU_001620-T1	GBNWW_001266-T1
OG0002004	GBNWU_001621-T1	GBNWW_001267-T1
OG0002005	GBNWU_001622-T1	GBNWW_001268-T1
OG0002006	GBNWU_001623-T1	GBNWW_001269-T1
OG0002007	GBNWU_001624-T1	GBNWW_001270-T1
OG0002008	GBNWU_001625-T1	GBNWW_001272-T1
OG0002009	GBNWU_001626-T1	GBNWW_001273-T1
OG0002010	GBNWU_001627-T1	GBNWW_001274-T1
OG0002011	GBNWU_001628-T1	GBNWW_001275-T1
OG0002012	GBNWU_001630-T1	GBNWW_001276-T1
OG0002013	GBNWU_001631-T1	GBNWW_001277-T1
OG0002014	GBNWU_001632-T1	GBNWW_001279-T1
OG0002015	GBNWU_001635-T1	GBNWW_002897-T1
OG0002016	GBNWU_001637-T1	GBNWW_002895-T1
OG0002017	GBNWU_001638-T1	GBNWW_002893-T1
OG0002018	GBNWU_001640-T1	GBNWW_002891-T1
OG0002019	GBNWU_001642-T1	GBNWW_004266-T1
OG0002020	GBNWU_001643-T1	GBNWW_002889-T1
OG0002021	GBNWU_001645-T1	GBNWW_002888-T1
OG0002022	GBNWU_001646-T1	GBNWW_002887-T1
OG0002023	GBNWU_001647-T1	GBNWW_002886-T1
OG0002024	GBNWU_001648-T1	GBNWW_003755-T1
OG0002025	GBNWU_001653-T1	GBNWW_007700-T1
OG0002026	GBNWU_001654-T1	GBNWW_007701-T1
OG0002027	GBNWU_001655-T1	GBNWW_007702-T1
OG0002028	GBNWU_001656-T1	GBNWW_007703-T1
OG0002029	GBNWU_001657-T1	GBNWW_007704-T1
OG0002030	GBNWU_001658-T1	GBNWW_007705-T1
OG0002031	GBNWU_001661-T1	GBNWW_007708-T1
OG0002032	GBNWU_001663-T1	GBNWW_007710-T1
OG0002033	GBNWU_001664-T1	GBNWW_007711-T1
OG0002034	GBNWU_001665-T1	GBNWW_007712-T1
OG0002035	GBNWU_001667-T1	GBNWW_007714-T1
OG0002036	GBNWU_001668-T1	GBNWW_007715-T1
OG0002037	GBNWU_001669-T1	GBNWW_007716-T1
OG0002038	GBNWU_001670-T1	GBNWW_007717-T1
OG0002039	GBNWU_001671-T1	GBNWW_007718-T1
OG0002040	GBNWU_001678-T1	GBNWW_001995-T1
OG0002041	GBNWU_001679-T1	GBNWW_001994-T1
OG0002042	GBNWU_001680-T1	GBNWW_001993-T1
OG0002043	GBNWU_001681-T1	GBNWW_001992-T1
OG0002044	GBNWU_001682-T1	GBNWW_001991-T1
OG0002045	GBNWU_001684-T1	GBNWW_001989-T1
OG0002046	GBNWU_001688-T1	GBNWW_009005-T1
OG0002047	GBNWU_001689-T1	GBNWW_007922-T1
OG0002048	GBNWU_001690-T1	GBNWW_007921-T1
OG0002049	GBNWU_001691-T1	GBNWW_007920-T1
OG0002050	GBNWU_001692-T1	GBNWW_007919-T1
OG0002051	GBNWU_001693-T1	GBNWW_007918-T1
OG0002052	GBNWU_001695-T1	GBNWW_007916-T1
OG0002053	GBNWU_001696-T1	GBNWW_007915-T1
OG0002054	GBNWU_001697-T1	GBNWW_007914-T1
OG0002055	GBNWU_001698-T1	GBNWW_007913-T1
OG0002056	GBNWU_001699-T1	GBNWW_007912-T1
OG0002057	GBNWU_001700-T1	GBNWW_007590-T1
OG0002058	GBNWU_001702-T1	GBNWW_007588-T1
OG0002059	GBNWU_001703-T1	GBNWW_000810-T1
OG0002060	GBNWU_001706-T1	GBNWW_002488-T1
OG0002061	GBNWU_001708-T1	GBNWW_002487-T1
OG0002062	GBNWU_001710-T1	GBNWW_002485-T1
OG0002063	GBNWU_001711-T1	GBNWW_002484-T1
OG0002064	GBNWU_001714-T1	GBNWW_009159-T1
OG0002065	GBNWU_001715-T1	GBNWW_009160-T1
OG0002066	GBNWU_001716-T1	GBNWW_009161-T1
OG0002067	GBNWU_001717-T1	GBNWW_009162-T1
OG0002068	GBNWU_001718-T1	GBNWW_009163-T1
OG0002069	GBNWU_001720-T1	GBNWW_009164-T1
OG0002070	GBNWU_001724-T1	GBNWW_009462-T1
OG0002071	GBNWU_001725-T1	GBNWW_009461-T1
OG0002072	GBNWU_001726-T1	GBNWW_009460-T1
OG0002073	GBNWU_001728-T1	GBNWW_009458-T1
OG0002074	GBNWU_001729-T1	GBNWW_009456-T1
OG0002075	GBNWU_001730-T1	GBNWW_009455-T1
OG0002076	GBNWU_001731-T1	GBNWW_009454-T1
OG0002077	GBNWU_001732-T1	GBNWW_009453-T1
OG0002078	GBNWU_001733-T1	GBNWW_009452-T1
OG0002079	GBNWU_001735-T1	GBNWW_009450-T1
OG0002080	GBNWU_001736-T1	GBNWW_009449-T1
OG0002081	GBNWU_001745-T1	GBNWW_001164-T1
OG0002082	GBNWU_001748-T1	GBNWW_005480-T1
OG0002083	GBNWU_001749-T1	GBNWW_005481-T1
OG0002084	GBNWU_001750-T1	GBNWW_005482-T1
OG0002085	GBNWU_001751-T1	GBNWW_005484-T1
OG0002086	GBNWU_001752-T1	GBNWW_005485-T1
OG0002087	GBNWU_001754-T1	GBNWW_006516-T1
OG0002088	GBNWU_001756-T1	GBNWW_004966-T1
OG0002089	GBNWU_001757-T1	GBNWW_004965-T1
OG0002090	GBNWU_001758-T1	GBNWW_004964-T1
OG0002091	GBNWU_001760-T1	GBNWW_004962-T1
OG0002092	GBNWU_001761-T1	GBNWW_004961-T1
OG0002093	GBNWU_001762-T1	GBNWW_004960-T1
OG0002094	GBNWU_001763-T1	GBNWW_004959-T1
OG0002095	GBNWU_001764-T1	GBNWW_004958-T1
OG0002096	GBNWU_001765-T1	GBNWW_004957-T1
OG0002097	GBNWU_001766-T1	GBNWW_004956-T1
OG0002098	GBNWU_001767-T1	GBNWW_004955-T1
OG0002099	GBNWU_001768-T1	GBNWW_004954-T1
OG0002100	GBNWU_001770-T1	GBNWW_004952-T1
OG0002101	GBNWU_001772-T1	GBNWW_004950-T1
OG0002102	GBNWU_001773-T1	GBNWW_004949-T1
OG0002103	GBNWU_001774-T1	GBNWW_007600-T1
OG0002104	GBNWU_001775-T1	GBNWW_007599-T1
OG0002105	GBNWU_001776-T1	GBNWW_007598-T1
OG0002106	GBNWU_001779-T1	GBNWW_002371-T1
OG0002107	GBNWU_001780-T1	GBNWW_002370-T1
OG0002108	GBNWU_001781-T1	GBNWW_002369-T1
OG0002109	GBNWU_001782-T1	GBNWW_002368-T1
OG0002110	GBNWU_001783-T1	GBNWW_002367-T1
OG0002111	GBNWU_001785-T1	GBNWW_002365-T1
OG0002112	GBNWU_001786-T1	GBNWW_002364-T1
OG0002113	GBNWU_001787-T1	GBNWW_002363-T1
OG0002114	GBNWU_001788-T1	GBNWW_005426-T1
OG0002115	GBNWU_001790-T1	GBNWW_005428-T1
OG0002116	GBNWU_001791-T1	GBNWW_005429-T1
OG0002117	GBNWU_001795-T1	GBNWW_005432-T1
OG0002118	GBNWU_001796-T1	GBNWW_005433-T1
OG0002119	GBNWU_001797-T1	GBNWW_005435-T1
OG0002120	GBNWU_001798-T1	GBNWW_005437-T1
OG0002121	GBNWU_001799-T1	GBNWW_005438-T1
OG0002122	GBNWU_001800-T1	GBNWW_005439-T1
OG0002123	GBNWU_001801-T1	GBNWW_002867-T1
OG0002124	GBNWU_001804-T1	GBNWW_008273-T1
OG0002125	GBNWU_001806-T1	GBNWW_009283-T1
OG0002126	GBNWU_001809-T1	GBNWW_002654-T1
OG0002127	GBNWU_001811-T1	GBNWW_002656-T1
OG0002128	GBNWU_001812-T1	GBNWW_002657-T1
OG0002129	GBNWU_001813-T1	GBNWW_002658-T1
OG0002130	GBNWU_001814-T1	GBNWW_002659-T1
OG0002131	GBNWU_001815-T1	GBNWW_002660-T1
OG0002132	GBNWU_001818-T1	GBNWW_002663-T1
OG0002133	GBNWU_001819-T1	GBNWW_002664-T1
