	Pilaira_anomala_RSA_1997_Plus.aa	Pilaira_anomala_RSA_1998-.aa
OG0007911	GBNWS_008805-T1	
OG0007912	GBNWS_008806-T1	
OG0007913	GBNWS_008809-T1	
OG0007914	GBNWS_008810-T1	
OG0007915	GBNWS_008811-T1	
OG0007916	GBNWS_008812-T1	
OG0007917	GBNWS_008816-T1	
OG0007918	GBNWS_008818-T1	
OG0007919	GBNWS_008826-T1	
OG0007920	GBNWS_008829-T1	
OG0007921	GBNWS_008830-T1	
OG0007922	GBNWS_008839-T1	
OG0007923	GBNWS_008841-T1	
OG0007924	GBNWS_008842-T1	
OG0007925	GBNWS_008845-T1	
OG0007926	GBNWS_008846-T1	
OG0007927	GBNWS_008847-T1	
OG0007928	GBNWS_008850-T1	
OG0007929	GBNWS_008851-T1	
OG0007930	GBNWS_008852-T1	
OG0007931	GBNWS_008853-T1	
OG0007932	GBNWS_008859-T1	
OG0007933	GBNWS_008860-T1	
OG0007934	GBNWS_008864-T1	
OG0007935	GBNWS_008866-T1	
OG0007936	GBNWS_008869-T1	
OG0007937	GBNWS_008872-T1	
OG0007938	GBNWS_008873-T1	
OG0007939	GBNWS_008874-T1	
OG0007940	GBNWS_008879-T1	
OG0007941	GBNWS_008880-T1	
OG0007942	GBNWS_008889-T1	
OG0007943	GBNWS_008891-T1	
OG0007944	GBNWS_008892-T1	
OG0007945	GBNWS_008900-T1	
OG0007946	GBNWS_008915-T1	
OG0007947	GBNWS_008919-T1	
OG0007948	GBNWS_008924-T1	
OG0007949	GBNWS_008925-T1	
OG0007950	GBNWS_008926-T1	
OG0007951	GBNWS_008927-T1	
OG0007952	GBNWS_008928-T1	
OG0007953	GBNWS_008930-T1	
OG0007954	GBNWS_008934-T1	
OG0007955	GBNWS_008936-T1	
OG0007956	GBNWS_008939-T1	
OG0007957	GBNWS_008942-T1	
OG0007958	GBNWS_008944-T1	
OG0007959	GBNWS_008952-T1	
OG0007960	GBNWS_008957-T1	
OG0007961	GBNWS_008963-T1	
OG0007962	GBNWS_008964-T1	
OG0007963	GBNWS_008967-T1	
OG0007964	GBNWS_008970-T1	
OG0007965	GBNWS_008978-T1	
OG0007966	GBNWS_008982-T1	
OG0007967	GBNWS_008983-T1	
OG0007968	GBNWS_008988-T1	
OG0007969	GBNWS_008989-T1	
OG0007970	GBNWS_008992-T1	
OG0007971	GBNWS_008993-T1	
OG0007972	GBNWS_008994-T1	
OG0007973	GBNWS_008997-T1	
OG0007974	GBNWS_009004-T1	
OG0007975	GBNWS_009007-T1	
OG0007976	GBNWS_009013-T1	
OG0007977	GBNWS_009015-T1	
OG0007978	GBNWS_009017-T1	
OG0007979	GBNWS_009018-T1	
OG0007980	GBNWS_009019-T1	
OG0007981	GBNWS_009020-T1	
OG0007982	GBNWS_009021-T1	
OG0007983	GBNWS_009025-T1	
OG0007984	GBNWS_009041-T1	
OG0007985	GBNWS_009042-T1	
OG0007986	GBNWS_009045-T1	
OG0007987	GBNWS_009047-T1	
OG0007988	GBNWS_009052-T1	
OG0007989	GBNWS_009053-T1	
OG0007990	GBNWS_009056-T1	
OG0007991	GBNWS_009057-T1	
OG0007992	GBNWS_009059-T1	
OG0007993	GBNWS_009060-T1	
OG0007994	GBNWS_009061-T1	
OG0007995	GBNWS_009064-T1	
OG0007996	GBNWS_009069-T1	
OG0007997	GBNWS_009072-T1	
OG0007998	GBNWS_009074-T1	
OG0007999	GBNWS_009076-T1	
OG0008000	GBNWS_009077-T1	
OG0008001	GBNWS_009078-T1	
OG0008002	GBNWS_009085-T1	
OG0008003	GBNWS_009086-T1	
OG0008004	GBNWS_009087-T1	
OG0008005	GBNWS_009090-T1	
OG0008006	GBNWS_009095-T1	
OG0008007	GBNWS_009096-T1	
OG0008008	GBNWS_009097-T1	
OG0008009	GBNWS_009098-T1	
OG0008010	GBNWS_009099-T1	
OG0008011	GBNWS_009100-T1	
OG0008012	GBNWS_009103-T1	
OG0008013	GBNWS_009105-T1	
OG0008014	GBNWS_009107-T1	
OG0008015	GBNWS_009110-T1	
OG0008016	GBNWS_009114-T1	
OG0008017	GBNWS_009115-T1	
OG0008018	GBNWS_009119-T1	
OG0008019	GBNWS_009124-T1	
OG0008020	GBNWS_009127-T1	
OG0008021	GBNWS_009130-T1	
OG0008022	GBNWS_009136-T1	
OG0008023	GBNWS_009143-T1	
OG0008024	GBNWS_009150-T1	
OG0008025	GBNWS_009151-T1	
OG0008026	GBNWS_009152-T1	
OG0008027	GBNWS_009155-T1	
OG0008028	GBNWS_009161-T1	
OG0008029	GBNWS_009162-T1	
OG0008030	GBNWS_009163-T1	
OG0008031	GBNWS_009165-T1	
OG0008032	GBNWS_009169-T1	
OG0008033	GBNWS_009170-T1	
OG0008034	GBNWS_009171-T1	
OG0008035	GBNWS_009175-T1	
OG0008036	GBNWS_009176-T1	
OG0008037	GBNWS_009186-T1	
OG0008038	GBNWS_009188-T1	
OG0008039	GBNWS_009194-T1	
OG0008040	GBNWS_009196-T1	
OG0008041	GBNWS_009197-T1	
OG0008042	GBNWS_009199-T1	
OG0008043	GBNWS_009200-T1	
OG0008044	GBNWS_009201-T1	
OG0008045	GBNWS_009202-T1	
OG0008046	GBNWS_009204-T1	
OG0008047	GBNWS_009207-T1	
OG0008048	GBNWS_009214-T1	
OG0008049	GBNWS_009215-T1	
OG0008050	GBNWS_009216-T1	
OG0008051	GBNWS_009220-T1	
OG0008052	GBNWS_009222-T1	
OG0008053	GBNWS_009224-T1	
OG0008054	GBNWS_009225-T1	
OG0008055	GBNWS_009226-T1	
OG0008056	GBNWS_009228-T1	
OG0008057	GBNWS_009231-T1	
OG0008058	GBNWS_009232-T1	
OG0008059	GBNWS_009234-T1	
OG0008060	GBNWS_009235-T1	
OG0008061	GBNWS_009237-T1	
OG0008062	GBNWS_009240-T1	
OG0008063	GBNWS_009244-T1	
OG0008064	GBNWS_009245-T1	
OG0008065	GBNWS_009250-T1	
OG0008066	GBNWS_009253-T1	
OG0008067	GBNWS_009257-T1	
OG0008068	GBNWS_009258-T1	
OG0008069	GBNWS_009259-T1	
OG0008070	GBNWS_009262-T1	
OG0008071	GBNWS_009263-T1	
OG0008072	GBNWS_009265-T1	
OG0008073	GBNWS_009267-T1	
OG0008074	GBNWS_009272-T1	
OG0008075	GBNWS_009274-T1	
OG0008076	GBNWS_009276-T1	
OG0008077	GBNWS_009280-T1	
OG0008078	GBNWS_009296-T1	
OG0008079	GBNWS_009297-T1	
OG0008080	GBNWS_009302-T1	
OG0008081	GBNWS_009309-T1	
OG0008082	GBNWS_009310-T1	
OG0008083	GBNWS_009311-T1	
OG0008084	GBNWS_009318-T1	
OG0008085	GBNWS_009320-T1	
OG0008086	GBNWS_009323-T1	
OG0008087	GBNWS_009324-T1	
OG0008088	GBNWS_009325-T1	
OG0008089	GBNWS_009326-T1	
OG0008090	GBNWS_009329-T1	
OG0008091	GBNWS_009333-T1	
OG0008092	GBNWS_009334-T1	
OG0008093	GBNWS_009335-T1	
OG0008094	GBNWS_009337-T1	
OG0008095	GBNWS_009338-T1	
OG0008096	GBNWS_009339-T1	
OG0008097	GBNWS_009340-T1	
OG0008098	GBNWS_009356-T1	
OG0008099	GBNWS_009359-T1	
OG0008100	GBNWS_009362-T1	
OG0008101	GBNWS_009364-T1	
OG0008102	GBNWS_009368-T1	
OG0008103	GBNWS_009371-T1	
OG0008104	GBNWS_009372-T1	
OG0008105	GBNWS_009373-T1	
OG0008106	GBNWS_009382-T1	
OG0008107	GBNWS_009388-T1	
OG0008108	GBNWS_009396-T1	
OG0008109	GBNWS_009397-T1	
OG0008110	GBNWS_009400-T1	
OG0008111	GBNWS_009401-T1	
OG0008112	GBNWS_009402-T1	
OG0008113	GBNWS_009404-T1	
OG0008114	GBNWS_009406-T1	
OG0008115	GBNWS_009407-T1	
OG0008116	GBNWS_009408-T1	
OG0008117	GBNWS_009413-T1	
OG0008118	GBNWS_009414-T1	
OG0008119	GBNWS_009423-T1	
OG0008120	GBNWS_009424-T1	
OG0008121	GBNWS_009431-T1	
OG0008122	GBNWS_009440-T1	
OG0008123	GBNWS_009441-T1	
OG0008124	GBNWS_009442-T1	
OG0008125	GBNWS_009444-T1	
OG0008126	GBNWS_009459-T1	
OG0008127	GBNWS_009463-T1	
OG0008128	GBNWS_009464-T1	
OG0008129	GBNWS_009467-T1	
OG0008130	GBNWS_009470-T1	
OG0008131	GBNWS_009473-T1	
OG0008132	GBNWS_009474-T1	
OG0008133	GBNWS_009475-T1	
OG0008134	GBNWS_009476-T1	
OG0008135	GBNWS_009479-T1	
OG0008136	GBNWS_009480-T1	
OG0008137	GBNWS_009484-T1	
OG0008138	GBNWS_009487-T1	
OG0008139	GBNWS_009501-T1	
OG0008140	GBNWS_009502-T1	
OG0008141	GBNWS_009504-T1	
OG0008142	GBNWS_009505-T1	
OG0008143	GBNWS_009508-T1	
OG0008144	GBNWS_009510-T1	
OG0008145	GBNWS_009514-T1	
OG0008146	GBNWS_009515-T1	
OG0008147	GBNWS_009517-T1	
OG0008148	GBNWS_009523-T1	
OG0008149	GBNWS_009524-T1	
OG0008150	GBNWS_009530-T1	
OG0008151	GBNWS_009531-T1	
OG0008152	GBNWS_009533-T1	
OG0008153	GBNWS_009536-T1	
OG0008154	GBNWS_009537-T1	
OG0008155	GBNWS_009538-T1	
OG0008156	GBNWS_009539-T1	
OG0008157	GBNWS_009541-T1	
OG0008158	GBNWS_009542-T1	
OG0008159	GBNWS_009543-T1	
OG0008160	GBNWS_009545-T1	
OG0008161	GBNWS_009546-T1	
OG0008162	GBNWS_009547-T1	
OG0008163	GBNWS_009550-T1	
OG0008164	GBNWS_009551-T1	
OG0008165	GBNWS_009555-T1	
OG0008166	GBNWS_009556-T1	
OG0008167	GBNWS_009557-T1	
OG0008168	GBNWS_009558-T1	
OG0008169	GBNWS_009559-T1	
OG0008170	GBNWS_009564-T1	
OG0008171	GBNWS_009565-T1	
OG0008172	GBNWS_009568-T1	
OG0008173	GBNWS_009573-T1	
OG0008174	GBNWS_009577-T1	
OG0008175	GBNWS_009578-T1	
OG0008176	GBNWS_009582-T1	
OG0008177	GBNWS_009583-T1	
OG0008178	GBNWS_009584-T1	
OG0008179	GBNWS_009588-T1	
OG0008180	GBNWS_009598-T1	
OG0008181	GBNWS_009600-T1	
OG0008182	GBNWS_009601-T1	
OG0008183	GBNWS_009602-T1	
OG0008184	GBNWS_009603-T1	
OG0008185	GBNWS_009604-T1	
OG0008186	GBNWS_009609-T1	
OG0008187	GBNWS_009619-T1	
OG0008188	GBNWS_009620-T1	
OG0008189	GBNWS_009627-T1	
OG0008190	GBNWS_009628-T1	
OG0008191	GBNWS_009630-T1	
OG0008192	GBNWS_009631-T1	
OG0008193	GBNWS_009632-T1	
OG0008194		GBNWT_000001-T1
OG0008195		GBNWT_000008-T1
OG0008196		GBNWT_000013-T1
OG0008197		GBNWT_000015-T1
OG0008198		GBNWT_000017-T1
OG0008199		GBNWT_000019-T1
OG0008200		GBNWT_000028-T1
OG0008201		GBNWT_000032-T1
OG0008202		GBNWT_000033-T1
OG0008203		GBNWT_000034-T1
OG0008204		GBNWT_000038-T1
OG0008205		GBNWT_000039-T1
OG0008206		GBNWT_000044-T1
OG0008207		GBNWT_000051-T1
OG0008208		GBNWT_000054-T1
OG0008209		GBNWT_000055-T1
OG0008210		GBNWT_000059-T1
OG0008211		GBNWT_000065-T1
OG0008212		GBNWT_000079-T1
OG0008213		GBNWT_000080-T1
OG0008214		GBNWT_000081-T1
OG0008215		GBNWT_000085-T1
OG0008216		GBNWT_000088-T1
OG0008217		GBNWT_000092-T1
OG0008218		GBNWT_000096-T1
OG0008219		GBNWT_000098-T1
OG0008220		GBNWT_000099-T1
OG0008221		GBNWT_000101-T1
OG0008222		GBNWT_000106-T1
OG0008223		GBNWT_000110-T1
OG0008224		GBNWT_000113-T1
OG0008225		GBNWT_000116-T1
OG0008226		GBNWT_000117-T1
OG0008227		GBNWT_000123-T1
OG0008228		GBNWT_000124-T1
OG0008229		GBNWT_000125-T1
OG0008230		GBNWT_000126-T1
OG0008231		GBNWT_000127-T1
OG0008232		GBNWT_000128-T1
OG0008233		GBNWT_000130-T1
OG0008234		GBNWT_000149-T1
OG0008235		GBNWT_000150-T1
OG0008236		GBNWT_000152-T1
OG0008237		GBNWT_000153-T1
OG0008238		GBNWT_000157-T1
OG0008239		GBNWT_000161-T1
OG0008240		GBNWT_000162-T1
OG0008241		GBNWT_000164-T1
OG0008242		GBNWT_000165-T1
OG0008243		GBNWT_000168-T1
OG0008244		GBNWT_000171-T1
OG0008245		GBNWT_000172-T1
OG0008246		GBNWT_000185-T1
OG0008247		GBNWT_000198-T1
OG0008248		GBNWT_000199-T1
OG0008249		GBNWT_000200-T1
OG0008250		GBNWT_000201-T1
OG0008251		GBNWT_000203-T1
OG0008252		GBNWT_000204-T1
OG0008253		GBNWT_000208-T1
OG0008254		GBNWT_000209-T1
OG0008255		GBNWT_000211-T1
OG0008256		GBNWT_000214-T1
OG0008257		GBNWT_000221-T1
OG0008258		GBNWT_000223-T1
OG0008259		GBNWT_000227-T1
OG0008260		GBNWT_000232-T1
OG0008261		GBNWT_000233-T1
OG0008262		GBNWT_000240-T1
OG0008263		GBNWT_000248-T1
OG0008264		GBNWT_000250-T1
OG0008265		GBNWT_000253-T1
OG0008266		GBNWT_000256-T1
OG0008267		GBNWT_000257-T1
OG0008268		GBNWT_000261-T1
OG0008269		GBNWT_000267-T1
OG0008270		GBNWT_000274-T1
OG0008271		GBNWT_000277-T1
OG0008272		GBNWT_000280-T1
OG0008273		GBNWT_000283-T1
OG0008274		GBNWT_000290-T1
OG0008275		GBNWT_000293-T1
OG0008276		GBNWT_000296-T1
OG0008277		GBNWT_000301-T1
OG0008278		GBNWT_000302-T1
OG0008279		GBNWT_000303-T1
OG0008280		GBNWT_000304-T1
OG0008281		GBNWT_000305-T1
OG0008282		GBNWT_000306-T1
OG0008283		GBNWT_000307-T1
OG0008284		GBNWT_000308-T1
OG0008285		GBNWT_000309-T1
OG0008286		GBNWT_000310-T1
OG0008287		GBNWT_000312-T1
OG0008288		GBNWT_000313-T1
OG0008289		GBNWT_000315-T1
OG0008290		GBNWT_000317-T1
OG0008291		GBNWT_000322-T1
OG0008292		GBNWT_000330-T1
OG0008293		GBNWT_000332-T1
OG0008294		GBNWT_000334-T1
OG0008295		GBNWT_000337-T1
OG0008296		GBNWT_000339-T1
OG0008297		GBNWT_000340-T1
OG0008298		GBNWT_000341-T1
OG0008299		GBNWT_000344-T1
OG0008300		GBNWT_000350-T1
OG0008301		GBNWT_000352-T1
OG0008302		GBNWT_000367-T1
OG0008303		GBNWT_000369-T1
OG0008304		GBNWT_000380-T1
OG0008305		GBNWT_000382-T1
OG0008306		GBNWT_000384-T1
OG0008307		GBNWT_000385-T1
OG0008308		GBNWT_000386-T1
OG0008309		GBNWT_000389-T1
OG0008310		GBNWT_000399-T1
OG0008311		GBNWT_000401-T1
OG0008312		GBNWT_000406-T1
OG0008313		GBNWT_000407-T1
OG0008314		GBNWT_000408-T1
OG0008315		GBNWT_000409-T1
OG0008316		GBNWT_000410-T1
OG0008317		GBNWT_000411-T1
OG0008318		GBNWT_000414-T1
OG0008319		GBNWT_000419-T1
OG0008320		GBNWT_000420-T1
OG0008321		GBNWT_000429-T1
OG0008322		GBNWT_000432-T1
OG0008323		GBNWT_000436-T1
OG0008324		GBNWT_000440-T1
OG0008325		GBNWT_000443-T1
OG0008326		GBNWT_000444-T1
OG0008327		GBNWT_000446-T1
OG0008328		GBNWT_000447-T1
OG0008329		GBNWT_000455-T1
OG0008330		GBNWT_000457-T1
OG0008331		GBNWT_000458-T1
OG0008332		GBNWT_000459-T1
OG0008333		GBNWT_000462-T1
OG0008334		GBNWT_000467-T1
OG0008335		GBNWT_000472-T1
OG0008336		GBNWT_000473-T1
OG0008337		GBNWT_000475-T1
OG0008338		GBNWT_000481-T1
OG0008339		GBNWT_000482-T1
OG0008340		GBNWT_000484-T1
OG0008341		GBNWT_000486-T1
OG0008342		GBNWT_000489-T1
OG0008343		GBNWT_000491-T1
OG0008344		GBNWT_000494-T1
OG0008345		GBNWT_000503-T1
OG0008346		GBNWT_000504-T1
OG0008347		GBNWT_000507-T1
OG0008348		GBNWT_000508-T1
OG0008349		GBNWT_000521-T1
OG0008350		GBNWT_000525-T1
OG0008351		GBNWT_000526-T1
OG0008352		GBNWT_000531-T1
OG0008353		GBNWT_000533-T1
OG0008354		GBNWT_000539-T1
OG0008355		GBNWT_000540-T1
OG0008356		GBNWT_000542-T1
OG0008357		GBNWT_000545-T1
OG0008358		GBNWT_000550-T1
OG0008359		GBNWT_000552-T1
OG0008360		GBNWT_000553-T1
OG0008361		GBNWT_000555-T1
OG0008362		GBNWT_000558-T1
OG0008363		GBNWT_000564-T1
OG0008364		GBNWT_000567-T1
OG0008365		GBNWT_000568-T1
OG0008366		GBNWT_000569-T1
OG0008367		GBNWT_000571-T1
OG0008368		GBNWT_000573-T1
OG0008369		GBNWT_000575-T1
OG0008370		GBNWT_000583-T1
OG0008371		GBNWT_000585-T1
OG0008372		GBNWT_000586-T1
OG0008373		GBNWT_000591-T1
OG0008374		GBNWT_000594-T1
OG0008375		GBNWT_000603-T1
OG0008376		GBNWT_000610-T1
OG0008377		GBNWT_000612-T1
OG0008378		GBNWT_000613-T1
OG0008379		GBNWT_000614-T1
OG0008380		GBNWT_000615-T1
OG0008381		GBNWT_000617-T1
OG0008382		GBNWT_000618-T1
OG0008383		GBNWT_000621-T1
OG0008384		GBNWT_000622-T1
OG0008385		GBNWT_000625-T1
OG0008386		GBNWT_000626-T1
OG0008387		GBNWT_000629-T1
OG0008388		GBNWT_000634-T1
OG0008389		GBNWT_000636-T1
OG0008390		GBNWT_000643-T1
OG0008391		GBNWT_000649-T1
OG0008392		GBNWT_000655-T1
OG0008393		GBNWT_000657-T1
OG0008394		GBNWT_000663-T1
OG0008395		GBNWT_000664-T1
OG0008396		GBNWT_000665-T1
OG0008397		GBNWT_000669-T1
OG0008398		GBNWT_000672-T1
OG0008399		GBNWT_000679-T1
OG0008400		GBNWT_000680-T1
OG0008401		GBNWT_000682-T1
OG0008402		GBNWT_000683-T1
OG0008403		GBNWT_000684-T1
OG0008404		GBNWT_000685-T1
OG0008405		GBNWT_000686-T1
OG0008406		GBNWT_000690-T1
OG0008407		GBNWT_000692-T1
OG0008408		GBNWT_000695-T1
OG0008409		GBNWT_000697-T1
OG0008410		GBNWT_000698-T1
OG0008411		GBNWT_000701-T1
OG0008412		GBNWT_000707-T1
OG0008413		GBNWT_000710-T1
OG0008414		GBNWT_000713-T1
OG0008415		GBNWT_000716-T1
OG0008416		GBNWT_000721-T1
OG0008417		GBNWT_000724-T1
OG0008418		GBNWT_000725-T1
OG0008419		GBNWT_000726-T1
OG0008420		GBNWT_000727-T1
OG0008421		GBNWT_000730-T1
OG0008422		GBNWT_000734-T1
OG0008423		GBNWT_000748-T1
OG0008424		GBNWT_000756-T1
OG0008425		GBNWT_000757-T1
OG0008426		GBNWT_000765-T1
OG0008427		GBNWT_000766-T1
OG0008428		GBNWT_000767-T1
OG0008429		GBNWT_000768-T1
OG0008430		GBNWT_000769-T1
OG0008431		GBNWT_000770-T1
OG0008432		GBNWT_000771-T1
OG0008433		GBNWT_000775-T1
OG0008434		GBNWT_000778-T1
OG0008435		GBNWT_000779-T1
OG0008436		GBNWT_000781-T1
OG0008437		GBNWT_000782-T1
OG0008438		GBNWT_000788-T1
OG0008439		GBNWT_000794-T1
OG0008440		GBNWT_000796-T1
OG0008441		GBNWT_000802-T1
OG0008442		GBNWT_000804-T1
OG0008443		GBNWT_000811-T1
OG0008444		GBNWT_000812-T1
OG0008445		GBNWT_000813-T1
OG0008446		GBNWT_000814-T1
OG0008447		GBNWT_000818-T1
OG0008448		GBNWT_000820-T1
OG0008449		GBNWT_000826-T1
OG0008450		GBNWT_000827-T1
OG0008451		GBNWT_000828-T1
OG0008452		GBNWT_000829-T1
OG0008453		GBNWT_000832-T1
OG0008454		GBNWT_000833-T1
OG0008455		GBNWT_000835-T1
OG0008456		GBNWT_000838-T1
OG0008457		GBNWT_000844-T1
OG0008458		GBNWT_000846-T1
OG0008459		GBNWT_000847-T1
OG0008460		GBNWT_000848-T1
OG0008461		GBNWT_000849-T1
OG0008462		GBNWT_000850-T1
OG0008463		GBNWT_000852-T1
OG0008464		GBNWT_000860-T1
OG0008465		GBNWT_000869-T1
OG0008466		GBNWT_000873-T1
OG0008467		GBNWT_000875-T1
OG0008468		GBNWT_000888-T1
OG0008469		GBNWT_000891-T1
OG0008470		GBNWT_000894-T1
OG0008471		GBNWT_000895-T1
OG0008472		GBNWT_000896-T1
OG0008473		GBNWT_000904-T1
OG0008474		GBNWT_000912-T1
OG0008475		GBNWT_000920-T1
OG0008476		GBNWT_000922-T1
OG0008477		GBNWT_000926-T1
OG0008478		GBNWT_000927-T1
OG0008479		GBNWT_000932-T1
OG0008480		GBNWT_000934-T1
OG0008481		GBNWT_000937-T1
OG0008482		GBNWT_000939-T1
OG0008483		GBNWT_000941-T1
OG0008484		GBNWT_000947-T1
OG0008485		GBNWT_000948-T1
OG0008486		GBNWT_000950-T1
OG0008487		GBNWT_000951-T1
OG0008488		GBNWT_000954-T1
OG0008489		GBNWT_000963-T1
OG0008490		GBNWT_000967-T1
OG0008491		GBNWT_000971-T1
OG0008492		GBNWT_000972-T1
OG0008493		GBNWT_000978-T1
OG0008494		GBNWT_000979-T1
OG0008495		GBNWT_000981-T1
OG0008496		GBNWT_000984-T1
OG0008497		GBNWT_000985-T1
OG0008498		GBNWT_000987-T1
OG0008499		GBNWT_000989-T1
OG0008500		GBNWT_000991-T1
OG0008501		GBNWT_000992-T1
OG0008502		GBNWT_000993-T1
OG0008503		GBNWT_000994-T1
OG0008504		GBNWT_000995-T1
OG0008505		GBNWT_001002-T1
OG0008506		GBNWT_001003-T1
OG0008507		GBNWT_001005-T1
OG0008508		GBNWT_001006-T1
OG0008509		GBNWT_001007-T1
OG0008510		GBNWT_001012-T1
OG0008511		GBNWT_001016-T1
OG0008512		GBNWT_001023-T1
OG0008513		GBNWT_001027-T1
OG0008514		GBNWT_001034-T1
OG0008515		GBNWT_001046-T1
OG0008516		GBNWT_001047-T1
OG0008517		GBNWT_001049-T1
OG0008518		GBNWT_001051-T1
OG0008519		GBNWT_001052-T1
OG0008520		GBNWT_001057-T1
OG0008521		GBNWT_001061-T1
OG0008522		GBNWT_001068-T1
OG0008523		GBNWT_001069-T1
OG0008524		GBNWT_001071-T1
OG0008525		GBNWT_001075-T1
OG0008526		GBNWT_001078-T1
OG0008527		GBNWT_001081-T1
OG0008528		GBNWT_001082-T1
OG0008529		GBNWT_001083-T1
OG0008530		GBNWT_001084-T1
OG0008531		GBNWT_001085-T1
OG0008532		GBNWT_001087-T1
OG0008533		GBNWT_001089-T1
OG0008534		GBNWT_001090-T1
OG0008535		GBNWT_001091-T1
OG0008536		GBNWT_001104-T1
OG0008537		GBNWT_001106-T1
OG0008538		GBNWT_001108-T1
OG0008539		GBNWT_001109-T1
OG0008540		GBNWT_001110-T1
OG0008541		GBNWT_001113-T1
OG0008542		GBNWT_001117-T1
OG0008543		GBNWT_001118-T1
OG0008544		GBNWT_001123-T1
OG0008545		GBNWT_001124-T1
OG0008546		GBNWT_001126-T1
OG0008547		GBNWT_001130-T1
OG0008548		GBNWT_001131-T1
OG0008549		GBNWT_001132-T1
OG0008550		GBNWT_001139-T1
OG0008551		GBNWT_001141-T1
OG0008552		GBNWT_001145-T1
OG0008553		GBNWT_001146-T1
OG0008554		GBNWT_001148-T1
OG0008555		GBNWT_001153-T1
OG0008556		GBNWT_001158-T1
OG0008557		GBNWT_001162-T1
OG0008558		GBNWT_001163-T1
OG0008559		GBNWT_001164-T1
OG0008560		GBNWT_001167-T1
OG0008561		GBNWT_001170-T1
OG0008562		GBNWT_001176-T1
OG0008563		GBNWT_001178-T1
OG0008564		GBNWT_001183-T1
OG0008565		GBNWT_001189-T1
OG0008566		GBNWT_001190-T1
OG0008567		GBNWT_001192-T1
OG0008568		GBNWT_001200-T1
OG0008569		GBNWT_001201-T1
OG0008570		GBNWT_001204-T1
OG0008571		GBNWT_001205-T1
OG0008572		GBNWT_001211-T1
OG0008573		GBNWT_001212-T1
OG0008574		GBNWT_001214-T1
OG0008575		GBNWT_001220-T1
OG0008576		GBNWT_001222-T1
OG0008577		GBNWT_001223-T1
OG0008578		GBNWT_001224-T1
OG0008579		GBNWT_001225-T1
OG0008580		GBNWT_001227-T1
OG0008581		GBNWT_001228-T1
OG0008582		GBNWT_001229-T1
OG0008583		GBNWT_001231-T1
OG0008584		GBNWT_001232-T1
OG0008585		GBNWT_001235-T1
OG0008586		GBNWT_001238-T1
OG0008587		GBNWT_001241-T1
OG0008588		GBNWT_001243-T1
OG0008589		GBNWT_001253-T1
OG0008590		GBNWT_001255-T1
OG0008591		GBNWT_001257-T1
OG0008592		GBNWT_001258-T1
OG0008593		GBNWT_001260-T1
OG0008594		GBNWT_001262-T1
OG0008595		GBNWT_001263-T1
OG0008596		GBNWT_001265-T1
OG0008597		GBNWT_001267-T1
OG0008598		GBNWT_001268-T1
OG0008599		GBNWT_001270-T1
OG0008600		GBNWT_001275-T1
OG0008601		GBNWT_001280-T1
OG0008602		GBNWT_001286-T1
OG0008603		GBNWT_001288-T1
OG0008604		GBNWT_001291-T1
OG0008605		GBNWT_001292-T1
OG0008606		GBNWT_001297-T1
OG0008607		GBNWT_001301-T1
OG0008608		GBNWT_001302-T1
OG0008609		GBNWT_001303-T1
OG0008610		GBNWT_001304-T1
OG0008611		GBNWT_001305-T1
OG0008612		GBNWT_001307-T1
OG0008613		GBNWT_001309-T1
OG0008614		GBNWT_001310-T1
OG0008615		GBNWT_001313-T1
OG0008616		GBNWT_001315-T1
OG0008617		GBNWT_001322-T1
OG0008618		GBNWT_001327-T1
OG0008619		GBNWT_001328-T1
OG0008620		GBNWT_001329-T1
OG0008621		GBNWT_001331-T1
OG0008622		GBNWT_001339-T1
OG0008623		GBNWT_001340-T1
OG0008624		GBNWT_001341-T1
OG0008625		GBNWT_001342-T1
OG0008626		GBNWT_001343-T1
OG0008627		GBNWT_001345-T1
OG0008628		GBNWT_001348-T1
OG0008629		GBNWT_001355-T1
OG0008630		GBNWT_001357-T1
OG0008631		GBNWT_001360-T1
OG0008632		GBNWT_001361-T1
OG0008633		GBNWT_001362-T1
OG0008634		GBNWT_001364-T1
OG0008635		GBNWT_001366-T1
OG0008636		GBNWT_001368-T1
OG0008637		GBNWT_001370-T1
OG0008638		GBNWT_001371-T1
OG0008639		GBNWT_001372-T1
OG0008640		GBNWT_001373-T1
OG0008641		GBNWT_001377-T1
OG0008642		GBNWT_001380-T1
OG0008643		GBNWT_001381-T1
OG0008644		GBNWT_001382-T1
OG0008645		GBNWT_001383-T1
OG0008646		GBNWT_001386-T1
OG0008647		GBNWT_001387-T1
OG0008648		GBNWT_001388-T1
OG0008649		GBNWT_001389-T1
OG0008650		GBNWT_001392-T1
OG0008651		GBNWT_001394-T1
OG0008652		GBNWT_001395-T1
OG0008653		GBNWT_001397-T1
OG0008654		GBNWT_001402-T1
OG0008655		GBNWT_001407-T1
OG0008656		GBNWT_001410-T1
OG0008657		GBNWT_001411-T1
OG0008658		GBNWT_001419-T1
OG0008659		GBNWT_001420-T1
OG0008660		GBNWT_001421-T1
OG0008661		GBNWT_001422-T1
OG0008662		GBNWT_001423-T1
OG0008663		GBNWT_001431-T1
OG0008664		GBNWT_001443-T1
OG0008665		GBNWT_001444-T1
OG0008666		GBNWT_001445-T1
OG0008667		GBNWT_001455-T1
OG0008668		GBNWT_001459-T1
OG0008669		GBNWT_001462-T1
