	Ellisomyces_anomalus_NRRL_2465_Plus-T.aa	Ellisomyces_anomalus_RSA_581-.aa
OG0002177	GBNWX_001557-T1	GBNWY_001773-T1
OG0002178	GBNWX_001558-T1	GBNWY_001774-T1
OG0002179	GBNWX_001559-T1	GBNWY_001775-T1
OG0002180	GBNWX_001560-T1	GBNWY_001776-T1
OG0002181	GBNWX_001561-T1	GBNWY_001777-T1
OG0002182	GBNWX_001562-T1	GBNWY_001778-T1
OG0002183	GBNWX_001565-T1	GBNWY_001781-T1
OG0002184	GBNWX_001567-T1	GBNWY_001783-T1
OG0002185	GBNWX_001568-T1	GBNWY_001784-T1
OG0002186	GBNWX_001569-T1	GBNWY_001785-T1
OG0002187	GBNWX_001570-T1	GBNWY_001786-T1
OG0002188	GBNWX_001571-T1	GBNWY_001787-T1
OG0002189	GBNWX_001572-T1	GBNWY_009111-T1
OG0002190	GBNWX_001573-T1	GBNWY_009110-T1
OG0002191	GBNWX_001574-T1	GBNWY_009109-T1
OG0002192	GBNWX_001575-T1	GBNWY_009108-T1
OG0002193	GBNWX_001576-T1	GBNWY_002867-T1
OG0002194	GBNWX_001577-T1	GBNWY_002868-T1
OG0002195	GBNWX_001578-T1	GBNWY_002869-T1
OG0002196	GBNWX_001579-T1	GBNWY_002870-T1
OG0002197	GBNWX_001580-T1	GBNWY_002871-T1
OG0002198	GBNWX_001581-T1	GBNWY_002872-T1
OG0002199	GBNWX_001582-T1	GBNWY_002873-T1
OG0002200	GBNWX_001583-T1	GBNWY_002874-T1
OG0002201	GBNWX_001584-T1	GBNWY_002875-T1
OG0002202	GBNWX_001585-T1	GBNWY_002876-T1
OG0002203	GBNWX_001587-T1	GBNWY_002878-T1
OG0002204	GBNWX_001588-T1	GBNWY_002879-T1
OG0002205	GBNWX_001591-T1	GBNWY_002882-T1
OG0002206	GBNWX_001592-T1	GBNWY_002883-T1
OG0002207	GBNWX_001594-T1	GBNWY_002885-T1
OG0002208	GBNWX_001596-T1	GBNWY_010984-T1
OG0002209	GBNWX_001597-T1	GBNWY_010983-T1
OG0002210	GBNWX_001599-T1	GBNWY_010981-T1
OG0002211	GBNWX_001600-T1	GBNWY_010980-T1
OG0002212	GBNWX_001601-T1	GBNWY_010979-T1
OG0002213	GBNWX_001604-T1	GBNWY_010976-T1
OG0002214	GBNWX_001605-T1	GBNWY_010975-T1
OG0002215	GBNWX_001606-T1	GBNWY_010974-T1
OG0002216	GBNWX_001607-T1	GBNWY_010973-T1
OG0002217	GBNWX_001608-T1	GBNWY_010972-T1
OG0002218	GBNWX_001610-T1	GBNWY_010970-T1
OG0002219	GBNWX_001611-T1	GBNWY_010969-T1
OG0002220	GBNWX_001612-T1	GBNWY_010968-T1
OG0002221	GBNWX_001613-T1	GBNWY_010967-T1
OG0002222	GBNWX_001614-T1	GBNWY_010966-T1
OG0002223	GBNWX_001615-T1	GBNWY_010965-T1
OG0002224	GBNWX_001616-T1	GBNWY_010964-T1
OG0002225	GBNWX_001618-T1	GBNWY_010962-T1
OG0002226	GBNWX_001619-T1	GBNWY_010961-T1
OG0002227	GBNWX_001620-T1	GBNWY_010960-T1
OG0002228	GBNWX_001622-T1	GBNWY_001863-T1
OG0002229	GBNWX_001623-T1	GBNWY_001862-T1
OG0002230	GBNWX_001624-T1	GBNWY_001861-T1
OG0002231	GBNWX_001625-T1	GBNWY_001860-T1
OG0002232	GBNWX_001626-T1	GBNWY_001859-T1
OG0002233	GBNWX_001627-T1	GBNWY_001858-T1
OG0002234	GBNWX_001628-T1	GBNWY_001857-T1
OG0002235	GBNWX_001629-T1	GBNWY_001856-T1
OG0002236	GBNWX_001630-T1	GBNWY_001855-T1
OG0002237	GBNWX_001631-T1	GBNWY_001854-T1
OG0002238	GBNWX_001632-T1	GBNWY_001853-T1
OG0002239	GBNWX_001633-T1	GBNWY_001852-T1
OG0002240	GBNWX_001634-T1	GBNWY_001851-T1
OG0002241	GBNWX_001636-T1	GBNWY_001849-T1
OG0002242	GBNWX_001638-T1	GBNWY_001847-T1
OG0002243	GBNWX_001639-T1	GBNWY_001846-T1
OG0002244	GBNWX_001640-T1	GBNWY_001845-T1
OG0002245	GBNWX_001641-T1	GBNWY_001844-T1
OG0002246	GBNWX_001642-T1	GBNWY_001843-T1
OG0002247	GBNWX_001643-T1	GBNWY_001842-T1
OG0002248	GBNWX_001645-T1	GBNWY_001840-T1
OG0002249	GBNWX_001646-T1	GBNWY_001839-T1
OG0002250	GBNWX_001647-T1	GBNWY_010070-T1
OG0002251	GBNWX_001648-T1	GBNWY_010071-T1
OG0002252	GBNWX_001649-T1	GBNWY_010072-T1
OG0002253	GBNWX_001650-T1	GBNWY_010073-T1
OG0002254	GBNWX_001652-T1	GBNWY_010075-T1
OG0002255	GBNWX_001653-T1	GBNWY_010076-T1
OG0002256	GBNWX_001655-T1	GBNWY_010078-T1
OG0002257	GBNWX_001656-T1	GBNWY_010080-T1
OG0002258	GBNWX_001657-T1	GBNWY_010081-T1
OG0002259	GBNWX_001658-T1	GBNWY_010082-T1
OG0002260	GBNWX_001659-T1	GBNWY_010083-T1
OG0002261	GBNWX_001660-T1	GBNWY_010084-T1
OG0002262	GBNWX_001661-T1	GBNWY_010085-T1
OG0002263	GBNWX_001662-T1	GBNWY_010086-T1
OG0002264	GBNWX_001663-T1	GBNWY_010087-T1
OG0002265	GBNWX_001664-T1	GBNWY_010088-T1
OG0002266	GBNWX_001665-T1	GBNWY_010089-T1
OG0002267	GBNWX_001666-T1	GBNWY_010090-T1
OG0002268	GBNWX_001667-T1	GBNWY_010091-T1
OG0002269	GBNWX_001668-T1	GBNWY_010092-T1
OG0002270	GBNWX_001669-T1	GBNWY_010093-T1
OG0002271	GBNWX_001670-T1	GBNWY_010094-T1
OG0002272	GBNWX_001671-T1	GBNWY_010095-T1
OG0002273	GBNWX_001672-T1	GBNWY_010096-T1
OG0002274	GBNWX_001673-T1	GBNWY_010097-T1
OG0002275	GBNWX_001674-T1	GBNWY_001978-T1
OG0002276	GBNWX_001675-T1	GBNWY_001979-T1
OG0002277	GBNWX_001676-T1	GBNWY_001980-T1
OG0002278	GBNWX_001677-T1	GBNWY_001981-T1
OG0002279	GBNWX_001678-T1	GBNWY_001982-T1
OG0002280	GBNWX_001679-T1	GBNWY_001983-T1
OG0002281	GBNWX_001680-T1	GBNWY_001984-T1
OG0002282	GBNWX_001681-T1	GBNWY_001985-T1
OG0002283	GBNWX_001682-T1	GBNWY_001986-T1
OG0002284	GBNWX_001683-T1	GBNWY_001987-T1
OG0002285	GBNWX_001684-T1	GBNWY_001988-T1
OG0002286	GBNWX_001689-T1	GBNWY_001993-T1
OG0002287	GBNWX_001690-T1	GBNWY_001994-T1
OG0002288	GBNWX_001691-T1	GBNWY_001995-T1
OG0002289	GBNWX_001693-T1	GBNWY_001997-T1
OG0002290	GBNWX_001694-T1	GBNWY_001998-T1
OG0002291	GBNWX_001697-T1	GBNWY_000255-T1
OG0002292	GBNWX_001699-T1	GBNWY_000257-T1
OG0002293	GBNWX_001700-T1	GBNWY_000258-T1
OG0002294	GBNWX_001701-T1	GBNWY_000259-T1
OG0002295	GBNWX_001702-T1	GBNWY_000260-T1
OG0002296	GBNWX_001703-T1	GBNWY_000261-T1
OG0002297	GBNWX_001704-T1	GBNWY_000262-T1
OG0002298	GBNWX_001706-T1	GBNWY_000264-T1
OG0002299	GBNWX_001707-T1	GBNWY_000265-T1
OG0002300	GBNWX_001708-T1	GBNWY_000266-T1
OG0002301	GBNWX_001710-T1	GBNWY_000268-T1
OG0002302	GBNWX_001712-T1	GBNWY_000270-T1
OG0002303	GBNWX_001715-T1	GBNWY_000272-T1
OG0002304	GBNWX_001716-T1	GBNWY_000273-T1
OG0002305	GBNWX_001718-T1	GBNWY_000275-T1
OG0002306	GBNWX_001719-T1	GBNWY_000276-T1
OG0002307	GBNWX_001720-T1	GBNWY_000277-T1
OG0002308	GBNWX_001722-T1	GBNWY_000279-T1
OG0002309	GBNWX_001723-T1	GBNWY_002107-T1
OG0002310	GBNWX_001724-T1	GBNWY_002108-T1
OG0002311	GBNWX_001725-T1	GBNWY_002109-T1
OG0002312	GBNWX_001726-T1	GBNWY_002110-T1
OG0002313	GBNWX_001727-T1	GBNWY_002111-T1
OG0002314	GBNWX_001729-T1	GBNWY_002113-T1
OG0002315	GBNWX_001730-T1	GBNWY_002114-T1
OG0002316	GBNWX_001731-T1	GBNWY_002115-T1
OG0002317	GBNWX_001732-T1	GBNWY_002116-T1
OG0002318	GBNWX_001734-T1	GBNWY_002118-T1
OG0002319	GBNWX_001735-T1	GBNWY_002119-T1
OG0002320	GBNWX_001736-T1	GBNWY_002120-T1
OG0002321	GBNWX_001737-T1	GBNWY_002121-T1
OG0002322	GBNWX_001738-T1	GBNWY_002122-T1
OG0002323	GBNWX_001739-T1	GBNWY_002123-T1
OG0002324	GBNWX_001742-T1	GBNWY_002126-T1
OG0002325	GBNWX_001743-T1	GBNWY_002127-T1
OG0002326	GBNWX_001744-T1	GBNWY_002079-T1
OG0002327	GBNWX_001745-T1	GBNWY_002080-T1
OG0002328	GBNWX_001746-T1	GBNWY_002081-T1
OG0002329	GBNWX_001747-T1	GBNWY_002082-T1
OG0002330	GBNWX_001748-T1	GBNWY_002083-T1
OG0002331	GBNWX_001749-T1	GBNWY_002084-T1
OG0002332	GBNWX_001750-T1	GBNWY_002085-T1
OG0002333	GBNWX_001752-T1	GBNWY_002087-T1
OG0002334	GBNWX_001754-T1	GBNWY_002089-T1
OG0002335	GBNWX_001755-T1	GBNWY_002090-T1
OG0002336	GBNWX_001756-T1	GBNWY_002091-T1
OG0002337	GBNWX_001757-T1	GBNWY_002092-T1
OG0002338	GBNWX_001758-T1	GBNWY_002093-T1
OG0002339	GBNWX_001759-T1	GBNWY_002094-T1
OG0002340	GBNWX_001760-T1	GBNWY_002095-T1
OG0002341	GBNWX_001762-T1	GBNWY_002098-T1
OG0002342	GBNWX_001763-T1	GBNWY_002099-T1
OG0002343	GBNWX_001764-T1	GBNWY_002100-T1
OG0002344	GBNWX_001765-T1	GBNWY_002101-T1
OG0002345	GBNWX_001766-T1	GBNWY_002102-T1
OG0002346	GBNWX_001768-T1	GBNWY_002104-T1
OG0002347	GBNWX_001769-T1	GBNWY_002105-T1
OG0002348	GBNWX_001770-T1	GBNWY_002106-T1
OG0002349	GBNWX_001771-T1	GBNWY_005143-T1
OG0002350	GBNWX_001772-T1	GBNWY_005144-T1
OG0002351	GBNWX_001773-T1	GBNWY_005145-T1
OG0002352	GBNWX_001774-T1	GBNWY_005146-T1
OG0002353	GBNWX_001776-T1	GBNWY_005148-T1
OG0002354	GBNWX_001777-T1	GBNWY_005149-T1
OG0002355	GBNWX_001779-T1	GBNWY_005151-T1
OG0002356	GBNWX_001782-T1	GBNWY_005154-T1
OG0002357	GBNWX_001783-T1	GBNWY_005155-T1
OG0002358	GBNWX_001784-T1	GBNWY_005156-T1
OG0002359	GBNWX_001785-T1	GBNWY_005157-T1
OG0002360	GBNWX_001787-T1	GBNWY_005160-T1
OG0002361	GBNWX_001788-T1	GBNWY_005161-T1
OG0002362	GBNWX_001791-T1	GBNWY_005164-T1
OG0002363	GBNWX_001792-T1	GBNWY_005165-T1
OG0002364	GBNWX_001793-T1	GBNWY_005166-T1
OG0002365	GBNWX_001794-T1	GBNWY_005167-T1
OG0002366	GBNWX_001795-T1	GBNWY_005168-T1
OG0002367	GBNWX_001801-T1	GBNWY_005174-T1
OG0002368	GBNWX_001802-T1	GBNWY_005175-T1
OG0002369	GBNWX_001803-T1	GBNWY_005176-T1
OG0002370	GBNWX_001804-T1	GBNWY_005177-T1
OG0002371	GBNWX_001805-T1	GBNWY_005178-T1
OG0002372	GBNWX_001806-T1	GBNWY_005179-T1
OG0002373	GBNWX_001807-T1	GBNWY_005180-T1
OG0002374	GBNWX_001809-T1	GBNWY_005182-T1
OG0002375	GBNWX_001810-T1	GBNWY_005183-T1
OG0002376	GBNWX_001811-T1	GBNWY_005184-T1
OG0002377	GBNWX_001812-T1	GBNWY_005185-T1
OG0002378	GBNWX_001813-T1	GBNWY_005186-T1
OG0002379	GBNWX_001814-T1	GBNWY_005187-T1
OG0002380	GBNWX_001815-T1	GBNWY_005188-T1
OG0002381	GBNWX_001818-T1	GBNWY_007271-T1
OG0002382	GBNWX_001819-T1	GBNWY_007270-T1
OG0002383	GBNWX_001820-T1	GBNWY_007269-T1
OG0002384	GBNWX_001821-T1	GBNWY_007268-T1
OG0002385	GBNWX_001822-T1	GBNWY_007267-T1
OG0002386	GBNWX_001823-T1	GBNWY_007266-T1
OG0002387	GBNWX_001824-T1	GBNWY_007265-T1
OG0002388	GBNWX_001827-T1	GBNWY_007262-T1
OG0002389	GBNWX_001828-T1	GBNWY_007261-T1
OG0002390	GBNWX_001831-T1	GBNWY_008800-T1
OG0002391	GBNWX_001832-T1	GBNWY_008799-T1
OG0002392	GBNWX_001833-T1	GBNWY_008798-T1
OG0002393	GBNWX_001834-T1	GBNWY_008797-T1
OG0002394	GBNWX_001836-T1	GBNWY_003005-T1
OG0002395	GBNWX_001837-T1	GBNWY_003004-T1
OG0002396	GBNWX_001838-T1	GBNWY_003003-T1
OG0002397	GBNWX_001839-T1	GBNWY_003002-T1
OG0002398	GBNWX_001840-T1	GBNWY_003001-T1
OG0002399	GBNWX_001843-T1	GBNWY_002998-T1
OG0002400	GBNWX_001844-T1	GBNWY_002997-T1
OG0002401	GBNWX_001845-T1	GBNWY_002996-T1
OG0002402	GBNWX_001846-T1	GBNWY_002995-T1
OG0002403	GBNWX_001847-T1	GBNWY_002994-T1
OG0002404	GBNWX_001851-T1	GBNWY_002128-T1
OG0002405	GBNWX_001852-T1	GBNWY_002129-T1
OG0002406	GBNWX_001853-T1	GBNWY_002130-T1
OG0002407	GBNWX_001854-T1	GBNWY_002131-T1
OG0002408	GBNWX_001855-T1	GBNWY_002132-T1
OG0002409	GBNWX_001856-T1	GBNWY_002133-T1
OG0002410	GBNWX_001857-T1	GBNWY_002134-T1
OG0002411	GBNWX_001858-T1	GBNWY_002135-T1
OG0002412	GBNWX_001860-T1	GBNWY_002137-T1
OG0002413	GBNWX_001861-T1	GBNWY_002138-T1
OG0002414	GBNWX_001862-T1	GBNWY_002139-T1
OG0002415	GBNWX_001863-T1	GBNWY_002140-T1
OG0002416	GBNWX_001864-T1	GBNWY_002141-T1
OG0002417	GBNWX_001866-T1	GBNWY_002143-T1
OG0002418	GBNWX_001867-T1	GBNWY_002144-T1
OG0002419	GBNWX_001868-T1	GBNWY_002145-T1
OG0002420	GBNWX_001869-T1	GBNWY_002146-T1
OG0002421	GBNWX_001870-T1	GBNWY_002147-T1
OG0002422	GBNWX_001873-T1	GBNWY_002150-T1
OG0002423	GBNWX_001874-T1	GBNWY_002047-T1
OG0002424	GBNWX_001876-T1	GBNWY_002045-T1
OG0002425	GBNWX_001878-T1	GBNWY_002043-T1
OG0002426	GBNWX_001880-T1	GBNWY_002041-T1
OG0002427	GBNWX_001885-T1	GBNWY_002036-T1
OG0002428	GBNWX_001886-T1	GBNWY_002035-T1
OG0002429	GBNWX_001888-T1	GBNWY_002033-T1
OG0002430	GBNWX_001890-T1	GBNWY_002031-T1
OG0002431	GBNWX_001891-T1	GBNWY_002030-T1
OG0002432	GBNWX_001892-T1	GBNWY_002029-T1
OG0002433	GBNWX_001893-T1	GBNWY_010478-T1
OG0002434	GBNWX_001894-T1	GBNWY_010477-T1
OG0002435	GBNWX_001895-T1	GBNWY_010476-T1
OG0002436	GBNWX_001897-T1	GBNWY_010475-T1
OG0002437	GBNWX_001898-T1	GBNWY_010474-T1
OG0002438	GBNWX_001899-T1	GBNWY_010473-T1
OG0002439	GBNWX_001900-T1	GBNWY_010472-T1
OG0002440	GBNWX_001901-T1	GBNWY_010471-T1
OG0002441	GBNWX_001902-T1	GBNWY_010470-T1
OG0002442	GBNWX_001903-T1	GBNWY_010469-T1
OG0002443	GBNWX_001904-T1	GBNWY_010468-T1
OG0002444	GBNWX_001905-T1	GBNWY_010467-T1
OG0002445	GBNWX_001906-T1	GBNWY_010466-T1
OG0002446	GBNWX_001907-T1	GBNWY_010465-T1
OG0002447	GBNWX_001910-T1	GBNWY_010462-T1
OG0002448	GBNWX_001911-T1	GBNWY_010461-T1
OG0002449	GBNWX_001912-T1	GBNWY_010460-T1
OG0002450	GBNWX_001913-T1	GBNWY_010459-T1
OG0002451	GBNWX_001916-T1	GBNWY_010456-T1
OG0002452	GBNWX_001918-T1	GBNWY_010455-T1
OG0002453	GBNWX_001919-T1	GBNWY_010454-T1
OG0002454	GBNWX_001920-T1	GBNWY_010453-T1
OG0002455	GBNWX_001922-T1	GBNWY_010451-T1
OG0002456	GBNWX_001923-T1	GBNWY_010450-T1
OG0002457	GBNWX_001925-T1	GBNWY_010448-T1
OG0002458	GBNWX_001928-T1	GBNWY_000977-T1
OG0002459	GBNWX_001929-T1	GBNWY_000976-T1
OG0002460	GBNWX_001931-T1	GBNWY_000974-T1
OG0002461	GBNWX_001932-T1	GBNWY_000973-T1
OG0002462	GBNWX_001933-T1	GBNWY_000972-T1
OG0002463	GBNWX_001934-T1	GBNWY_000971-T1
OG0002464	GBNWX_001935-T1	GBNWY_000970-T1
OG0002465	GBNWX_001936-T1	GBNWY_000969-T1
OG0002466	GBNWX_001937-T1	GBNWY_000968-T1
OG0002467	GBNWX_001938-T1	GBNWY_000967-T1
OG0002468	GBNWX_001940-T1	GBNWY_000965-T1
OG0002469	GBNWX_001941-T1	GBNWY_000964-T1
OG0002470	GBNWX_001943-T1	GBNWY_000962-T1
OG0002471	GBNWX_001944-T1	GBNWY_000961-T1
OG0002472	GBNWX_001946-T1	GBNWY_000959-T1
OG0002473	GBNWX_001947-T1	GBNWY_000958-T1
OG0002474	GBNWX_001948-T1	GBNWY_000957-T1
OG0002475	GBNWX_001949-T1	GBNWY_000956-T1
OG0002476	GBNWX_001952-T1	GBNWY_002151-T1
OG0002477	GBNWX_001953-T1	GBNWY_002152-T1
OG0002478	GBNWX_001954-T1	GBNWY_002153-T1
OG0002479	GBNWX_001956-T1	GBNWY_002155-T1
OG0002480	GBNWX_001957-T1	GBNWY_002156-T1
OG0002481	GBNWX_001958-T1	GBNWY_002157-T1
OG0002482	GBNWX_001959-T1	GBNWY_002158-T1
OG0002483	GBNWX_001961-T1	GBNWY_002160-T1
OG0002484	GBNWX_001963-T1	GBNWY_002162-T1
OG0002485	GBNWX_001964-T1	GBNWY_002163-T1
OG0002486	GBNWX_001966-T1	GBNWY_002165-T1
OG0002487	GBNWX_001967-T1	GBNWY_002166-T1
OG0002488	GBNWX_001968-T1	GBNWY_002167-T1
OG0002489	GBNWX_001969-T1	GBNWY_002169-T1
OG0002490	GBNWX_001970-T1	GBNWY_002170-T1
OG0002491	GBNWX_001971-T1	GBNWY_002171-T1
OG0002492	GBNWX_001973-T1	GBNWY_002173-T1
OG0002493	GBNWX_001974-T1	GBNWY_002174-T1
OG0002494	GBNWX_001975-T1	GBNWY_002175-T1
OG0002495	GBNWX_001981-T1	GBNWY_002336-T1
OG0002496	GBNWX_001982-T1	GBNWY_002335-T1
OG0002497	GBNWX_001983-T1	GBNWY_002334-T1
OG0002498	GBNWX_001984-T1	GBNWY_002333-T1
OG0002499	GBNWX_001985-T1	GBNWY_002332-T1
OG0002500	GBNWX_001989-T1	GBNWY_002328-T1
OG0002501	GBNWX_001990-T1	GBNWY_002327-T1
OG0002502	GBNWX_001991-T1	GBNWY_002326-T1
OG0002503	GBNWX_001994-T1	GBNWY_002323-T1
OG0002504	GBNWX_001996-T1	GBNWY_002321-T1
OG0002505	GBNWX_001997-T1	GBNWY_002320-T1
OG0002506	GBNWX_001998-T1	GBNWY_002319-T1
OG0002507	GBNWX_001999-T1	GBNWY_007865-T1
OG0002508	GBNWX_002000-T1	GBNWY_007866-T1
OG0002509	GBNWX_002001-T1	GBNWY_007867-T1
OG0002510	GBNWX_002003-T1	GBNWY_007870-T1
OG0002511	GBNWX_002004-T1	GBNWY_007871-T1
OG0002512	GBNWX_002005-T1	GBNWY_007873-T1
OG0002513	GBNWX_002006-T1	GBNWY_007874-T1
OG0002514	GBNWX_002007-T1	GBNWY_007875-T1
OG0002515	GBNWX_002008-T1	GBNWY_007876-T1
OG0002516	GBNWX_002009-T1	GBNWY_001890-T1
OG0002517	GBNWX_002010-T1	GBNWY_001889-T1
OG0002518	GBNWX_002012-T1	GBNWY_001887-T1
OG0002519	GBNWX_002014-T1	GBNWY_001885-T1
OG0002520	GBNWX_002015-T1	GBNWY_001884-T1
OG0002521	GBNWX_002016-T1	GBNWY_001883-T1
OG0002522	GBNWX_002017-T1	GBNWY_001882-T1
OG0002523	GBNWX_002019-T1	GBNWY_001880-T1
OG0002524	GBNWX_002020-T1	GBNWY_001879-T1
OG0002525	GBNWX_002021-T1	GBNWY_001878-T1
OG0002526	GBNWX_002022-T1	GBNWY_001877-T1
OG0002527	GBNWX_002023-T1	GBNWY_001876-T1
OG0002528	GBNWX_002024-T1	GBNWY_001875-T1
OG0002529	GBNWX_002025-T1	GBNWY_001874-T1
OG0002530	GBNWX_002026-T1	GBNWY_001873-T1
OG0002531	GBNWX_002027-T1	GBNWY_001872-T1
OG0002532	GBNWX_002028-T1	GBNWY_001871-T1
OG0002533	GBNWX_002029-T1	GBNWY_001870-T1
OG0002534	GBNWX_002030-T1	GBNWY_001869-T1
OG0002535	GBNWX_002031-T1	GBNWY_001867-T1
OG0002536	GBNWX_002032-T1	GBNWY_001866-T1
OG0002537	GBNWX_002033-T1	GBNWY_001865-T1
OG0002538	GBNWX_002034-T1	GBNWY_002429-T1
OG0002539	GBNWX_002035-T1	GBNWY_002430-T1
OG0002540	GBNWX_002036-T1	GBNWY_002431-T1
OG0002541	GBNWX_002037-T1	GBNWY_002432-T1
OG0002542	GBNWX_002038-T1	GBNWY_002433-T1
OG0002543	GBNWX_002039-T1	GBNWY_002434-T1
OG0002544	GBNWX_002040-T1	GBNWY_002435-T1
OG0002545	GBNWX_002042-T1	GBNWY_002436-T1
OG0002546	GBNWX_002043-T1	GBNWY_002437-T1
OG0002547	GBNWX_002044-T1	GBNWY_002438-T1
OG0002548	GBNWX_002045-T1	GBNWY_002439-T1
OG0002549	GBNWX_002046-T1	GBNWY_002440-T1
OG0002550	GBNWX_002047-T1	GBNWY_002441-T1
OG0002551	GBNWX_002049-T1	GBNWY_002442-T1
OG0002552	GBNWX_002050-T1	GBNWY_002443-T1
OG0002553	GBNWX_002052-T1	GBNWY_002445-T1
OG0002554	GBNWX_002053-T1	GBNWY_002446-T1
OG0002555	GBNWX_002054-T1	GBNWY_002447-T1
OG0002556	GBNWX_002056-T1	GBNWY_008376-T1
OG0002557	GBNWX_002059-T1	GBNWY_008379-T1
OG0002558	GBNWX_002061-T1	GBNWY_008381-T1
OG0002559	GBNWX_002062-T1	GBNWY_008382-T1
OG0002560	GBNWX_002063-T1	GBNWY_008383-T1
OG0002561	GBNWX_002064-T1	GBNWY_008384-T1
OG0002562	GBNWX_002065-T1	GBNWY_008385-T1
OG0002563	GBNWX_002066-T1	GBNWY_008386-T1
OG0002564	GBNWX_002067-T1	GBNWY_008387-T1
OG0002565	GBNWX_002069-T1	GBNWY_008389-T1
OG0002566	GBNWX_002070-T1	GBNWY_008390-T1
OG0002567	GBNWX_002072-T1	GBNWY_008392-T1
OG0002568	GBNWX_002073-T1	GBNWY_008393-T1
OG0002569	GBNWX_002076-T1	GBNWY_008396-T1
OG0002570	GBNWX_002077-T1	GBNWY_008397-T1
OG0002571	GBNWX_002078-T1	GBNWY_008398-T1
OG0002572	GBNWX_002079-T1	GBNWY_008399-T1
OG0002573	GBNWX_002080-T1	GBNWY_008400-T1
OG0002574	GBNWX_002082-T1	GBNWY_008402-T1
OG0002575	GBNWX_002085-T1	GBNWY_008405-T1
OG0002576	GBNWX_002086-T1	GBNWY_008406-T1
OG0002577	GBNWX_002087-T1	GBNWY_008407-T1
OG0002578	GBNWX_002088-T1	GBNWY_008408-T1
OG0002579	GBNWX_002089-T1	GBNWY_008409-T1
OG0002580	GBNWX_002090-T1	GBNWY_008410-T1
OG0002581	GBNWX_002092-T1	GBNWY_008412-T1
OG0002582	GBNWX_002093-T1	GBNWY_008413-T1
OG0002583	GBNWX_002094-T1	GBNWY_008414-T1
OG0002584	GBNWX_002096-T1	GBNWY_006608-T1
OG0002585	GBNWX_002097-T1	GBNWY_006609-T1
OG0002586	GBNWX_002098-T1	GBNWY_006610-T1
OG0002587	GBNWX_002099-T1	GBNWY_006611-T1
OG0002588	GBNWX_002100-T1	GBNWY_006612-T1
OG0002589	GBNWX_002101-T1	GBNWY_006613-T1
OG0002590	GBNWX_002102-T1	GBNWY_006614-T1
OG0002591	GBNWX_002103-T1	GBNWY_006615-T1
OG0002592	GBNWX_002104-T1	GBNWY_009214-T1
OG0002593	GBNWX_002105-T1	GBNWY_009215-T1
OG0002594	GBNWX_002107-T1	GBNWY_009217-T1
OG0002595	GBNWX_002108-T1	GBNWY_009218-T1
OG0002596	GBNWX_002110-T1	GBNWY_009220-T1
OG0002597	GBNWX_002111-T1	GBNWY_009221-T1
OG0002598	GBNWX_002112-T1	GBNWY_009222-T1
OG0002599	GBNWX_002113-T1	GBNWY_009223-T1
OG0002600	GBNWX_002114-T1	GBNWY_009224-T1
OG0002601	GBNWX_002116-T1	GBNWY_009225-T1
OG0002602	GBNWX_002117-T1	GBNWY_009226-T1
OG0002603	GBNWX_002118-T1	GBNWY_009227-T1
OG0002604	GBNWX_002119-T1	GBNWY_009228-T1
OG0002605	GBNWX_002120-T1	GBNWY_009229-T1
OG0002606	GBNWX_002121-T1	GBNWY_009230-T1
OG0002607	GBNWX_002126-T1	GBNWY_009235-T1
OG0002608	GBNWX_002127-T1	GBNWY_009236-T1
OG0002609	GBNWX_002128-T1	GBNWY_002380-T1
OG0002610	GBNWX_002129-T1	GBNWY_002381-T1
OG0002611	GBNWX_002130-T1	GBNWY_002382-T1
OG0002612	GBNWX_002131-T1	GBNWY_002383-T1
OG0002613	GBNWX_002132-T1	GBNWY_002384-T1
OG0002614	GBNWX_002133-T1	GBNWY_002385-T1
OG0002615	GBNWX_002134-T1	GBNWY_002386-T1
OG0002616	GBNWX_002135-T1	GBNWY_002387-T1
OG0002617	GBNWX_002136-T1	GBNWY_002388-T1
OG0002618	GBNWX_002137-T1	GBNWY_002389-T1
OG0002619	GBNWX_002138-T1	GBNWY_002390-T1
OG0002620	GBNWX_002139-T1	GBNWY_002391-T1
OG0002621	GBNWX_002140-T1	GBNWY_002392-T1
OG0002622	GBNWX_002141-T1	GBNWY_002393-T1
OG0002623	GBNWX_002143-T1	GBNWY_002395-T1
OG0002624	GBNWX_002144-T1	GBNWY_002396-T1
OG0002625	GBNWX_002145-T1	GBNWY_002397-T1
OG0002626	GBNWX_002146-T1	GBNWY_002398-T1
OG0002627	GBNWX_002147-T1	GBNWY_002399-T1
OG0002628	GBNWX_002148-T1	GBNWY_002400-T1
OG0002629	GBNWX_002149-T1	GBNWY_002401-T1
OG0002630	GBNWX_002150-T1	GBNWY_002569-T1
OG0002631	GBNWX_002151-T1	GBNWY_002570-T1
OG0002632	GBNWX_002152-T1	GBNWY_002571-T1
OG0002633	GBNWX_002154-T1	GBNWY_002573-T1
OG0002634	GBNWX_002155-T1	GBNWY_002574-T1
OG0002635	GBNWX_002156-T1	GBNWY_002575-T1
OG0002636	GBNWX_002157-T1	GBNWY_002576-T1
OG0002637	GBNWX_002159-T1	GBNWY_002578-T1
OG0002638	GBNWX_002160-T1	GBNWY_002579-T1
OG0002639	GBNWX_002162-T1	GBNWY_002581-T1
OG0002640	GBNWX_002163-T1	GBNWY_002582-T1
