	Gilbertella_persicariavar.persicaria_CBS_190.32-T.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0000816	GBNWN_005570-T1, GBNWN_007076-T1	GBNWO_002495-T1, GBNWO_006243-T1
OG0000817	GBNWN_005574-T1, GBNWN_007232-T1	GBNWO_000677-T1, GBNWO_002499-T1
OG0000818	GBNWN_005591-T1, GBNWN_009456-T1	GBNWO_000537-T1, GBNWO_007895-T1
OG0000819	GBNWN_005593-T1, GBNWN_006343-T1	GBNWO_001907-T1, GBNWO_008712-T1
OG0000820	GBNWN_005606-T1, GBNWN_007562-T1	GBNWO_002252-T1, GBNWO_009500-T1
OG0000821	GBNWN_005630-T1, GBNWN_008967-T1	GBNWO_005567-T1, GBNWO_009351-T1
OG0000822	GBNWN_005693-T1, GBNWN_008454-T1	GBNWO_000131-T1, GBNWO_003671-T1
OG0000823	GBNWN_005695-T1, GBNWN_006419-T1	GBNWO_003667-T1, GBNWO_008854-T1
OG0000824	GBNWN_005698-T1, GBNWN_007437-T1	GBNWO_008967-T1, GBNWO_009134-T1
OG0000825	GBNWN_005713-T1, GBNWN_008063-T1	GBNWO_003431-T1, GBNWO_005949-T1
OG0000826	GBNWN_005716-T1, GBNWN_006826-T1	GBNWO_001488-T1, GBNWO_003642-T1
OG0000827	GBNWN_005717-T1, GBNWN_006825-T1	GBNWO_001489-T1, GBNWO_003643-T1
OG0000828	GBNWN_005812-T1, GBNWN_005971-T1	GBNWO_000751-T1, GBNWO_007406-T1
OG0000829	GBNWN_005823-T1, GBNWN_007646-T1	GBNWO_002239-T1, GBNWO_009280-T1
OG0000830	GBNWN_005936-T1, GBNWN_007462-T1	GBNWO_008351-T1, GBNWO_008978-T1
OG0000831	GBNWN_005941-T1, GBNWN_007374-T1	GBNWO_000739-T1, GBNWO_001249-T1
OG0000832	GBNWN_005962-T1, GBNWN_007103-T1	GBNWO_000865-T1, GBNWO_008114-T1
OG0000833	GBNWN_006000-T1, GBNWN_007165-T1	GBNWO_003203-T1, GBNWO_006944-T1
OG0000834	GBNWN_006027-T1, GBNWN_006902-T1	GBNWO_000724-T1, GBNWO_006859-T1
OG0000835	GBNWN_006028-T1, GBNWN_006901-T1	GBNWO_000725-T1, GBNWO_006860-T1
OG0000836	GBNWN_006034-T1, GBNWN_008774-T1	GBNWO_001555-T1, GBNWO_003779-T1
OG0000837	GBNWN_006040-T1, GBNWN_007867-T1	GBNWO_007652-T1, GBNWO_008065-T1
OG0000838	GBNWN_006067-T1, GBNWN_007310-T1	GBNWO_006804-T1, GBNWO_007986-T1
OG0000839	GBNWN_006103-T1, GBNWN_006848-T1	GBNWO_006550-T1, GBNWO_009298-T1
OG0000840	GBNWN_006125-T1, GBNWN_007325-T1	GBNWO_001860-T1, GBNWO_007246-T1
OG0000841	GBNWN_006129-T1, GBNWN_008321-T1	GBNWO_001864-T1, GBNWO_007783-T1
OG0000842	GBNWN_006159-T1, GBNWN_008577-T1	GBNWO_003946-T1, GBNWO_007873-T1
OG0000843	GBNWN_006213-T1, GBNWN_009000-T1	GBNWO_006364-T1, GBNWO_007426-T1
OG0000844	GBNWN_006283-T1, GBNWN_006385-T1	GBNWO_003167-T1, GBNWO_003428-T1
OG0000845	GBNWN_006303-T1, GBNWN_006844-T1	GBNWO_003578-T1, GBNWO_007440-T1
OG0000846	GBNWN_006305-T1, GBNWN_008745-T1	GBNWO_000154-T1, GBNWO_007438-T1
OG0000847	GBNWN_006319-T1, GBNWN_008056-T1	GBNWO_005942-T1, GBNWO_006079-T1
OG0000848	GBNWN_006386-T1, GBNWN_007631-T1	GBNWO_001676-T1, GBNWO_006360-T1
OG0000849	GBNWN_006420-T1, GBNWN_007750-T1	GBNWO_000293-T1, GBNWO_006878-T1
OG0000850	GBNWN_006456-T1, GBNWN_008547-T1	GBNWO_007298-T1, GBNWO_007841-T1
OG0000851	GBNWN_006479-T1, GBNWN_008693-T1	GBNWO_001239-T1, GBNWO_004529-T1
OG0000852	GBNWN_006524-T1, GBNWN_008502-T1	GBNWO_003811-T1, GBNWO_008200-T1
OG0000853	GBNWN_006527-T1, GBNWN_009138-T1	GBNWO_000461-T1, GBNWO_001680-T1
OG0000854	GBNWN_006538-T1, GBNWN_009134-T1	GBNWO_000465-T1, GBNWO_000558-T1
OG0000855	GBNWN_006562-T1, GBNWN_007896-T1	GBNWO_004849-T1, GBNWO_008403-T1
OG0000856	GBNWN_006567-T1, GBNWN_008335-T1	GBNWO_004953-T1, GBNWO_005184-T1
OG0000857	GBNWN_006633-T1, GBNWN_008044-T1	GBNWO_000367-T1, GBNWO_002987-T1
OG0000858	GBNWN_006638-T1, GBNWN_008875-T1	GBNWO_000622-T1, GBNWO_001500-T1
OG0000859	GBNWN_006656-T1, GBNWN_006777-T1	GBNWO_005172-T1, GBNWO_007275-T1
OG0000860	GBNWN_006672-T1, GBNWN_009359-T1	GBNWO_001205-T1, GBNWO_007483-T1
OG0000861	GBNWN_006696-T1, GBNWN_008528-T1	GBNWO_007002-T1, GBNWO_007353-T1
OG0000862	GBNWN_006747-T1, GBNWN_008862-T1	GBNWO_000308-T1, GBNWO_000312-T1
OG0000863	GBNWN_006780-T1, GBNWN_007928-T1	GBNWO_003275-T1, GBNWO_007272-T1
OG0000864	GBNWN_006799-T1, GBNWN_007578-T1	GBNWO_006584-T1, GBNWO_008223-T1
OG0000865	GBNWN_006895-T1, GBNWN_008426-T1	GBNWO_002761-T1, GBNWO_006776-T1
OG0000866	GBNWN_006905-T1, GBNWN_007506-T1	GBNWO_000508-T1, GBNWO_006855-T1
OG0000867	GBNWN_006997-T1, GBNWN_009029-T1	GBNWO_000415-T1, GBNWO_008795-T1
OG0000868	GBNWN_007036-T1, GBNWN_007145-T1	GBNWO_004167-T1, GBNWO_006115-T1
OG0000869	GBNWN_007057-T1, GBNWN_007065-T1	GBNWO_006255-T1, GBNWO_006263-T1
OG0000870	GBNWN_007070-T1, GBNWN_008712-T1	GBNWO_004704-T1, GBNWO_006249-T1
OG0000871	GBNWN_007086-T1, GBNWN_009561-T1	GBNWO_001829-T1, GBNWO_007101-T1
OG0000872	GBNWN_007122-T1, GBNWN_007292-T1	GBNWO_002734-T1, GBNWO_002768-T1
OG0000873	GBNWN_007126-T1, GBNWN_009098-T1	GBNWO_002764-T1, GBNWO_006495-T1
OG0000874	GBNWN_007133-T1, GBNWN_007934-T1	GBNWO_000320-T1, GBNWO_009383-T1
OG0000875	GBNWN_007141-T1, GBNWN_009512-T1	GBNWO_004352-T1, GBNWO_006117-T1
OG0000876	GBNWN_007155-T1, GBNWN_007198-T1	GBNWO_001140-T1, GBNWO_004546-T1
OG0000877	GBNWN_007159-T1, GBNWN_007762-T1	GBNWO_008399-T1, GBNWO_008758-T1
OG0000878	GBNWN_007235-T1, GBNWN_007930-T1	GBNWO_002021-T1, GBNWO_008093-T1
OG0000879	GBNWN_007289-T1, GBNWN_007290-T1	GBNWO_004256-T1, GBNWO_004257-T1
OG0000880	GBNWN_007359-T1, GBNWN_009519-T1	GBNWO_001806-T1, GBNWO_002413-T1
OG0000881	GBNWN_007422-T1, GBNWN_009290-T1	GBNWO_006834-T1, GBNWO_007587-T1
OG0000882	GBNWN_007483-T1, GBNWN_009382-T1	GBNWO_000929-T1, GBNWO_003226-T1
OG0000883	GBNWN_007492-T1, GBNWN_008828-T1	GBNWO_004196-T1, GBNWO_005660-T1
OG0000884	GBNWN_007540-T1, GBNWN_008644-T1	GBNWO_000037-T1, GBNWO_004661-T1
OG0000885	GBNWN_007670-T1, GBNWN_008441-T1	GBNWO_001340-T1, GBNWO_006657-T1
OG0000886	GBNWN_007726-T1, GBNWN_008585-T1	GBNWO_006454-T1, GBNWO_007270-T1
OG0000887	GBNWN_007764-T1, GBNWN_008910-T1	GBNWO_000608-T1, GBNWO_008401-T1
OG0000888	GBNWN_007784-T1, GBNWN_007824-T1	GBNWO_000522-T1, GBNWO_007166-T1
OG0000889	GBNWN_007795-T1, GBNWN_008772-T1	GBNWO_007087-T1, GBNWO_007217-T1
OG0000890	GBNWN_007842-T1, GBNWN_008847-T1	GBNWO_008535-T1, GBNWO_008687-T1
OG0000891	GBNWN_007860-T1, GBNWN_009356-T1	GBNWO_002546-T1, GBNWO_004195-T1
OG0000892	GBNWN_007880-T1, GBNWN_008066-T1	GBNWO_000574-T1, GBNWO_002054-T1
OG0000893	GBNWN_007883-T1, GBNWN_008062-T1	GBNWO_004324-T1, GBNWO_005948-T1
OG0000894	GBNWN_007950-T1, GBNWN_008689-T1	GBNWO_003551-T1, GBNWO_009342-T1
OG0000895	GBNWN_007963-T1, GBNWN_008555-T1	GBNWO_005155-T1, GBNWO_007467-T1
OG0000896	GBNWN_008081-T1, GBNWN_008837-T1	GBNWO_008522-T1, GBNWO_009287-T1
OG0000897	GBNWN_008122-T1, GBNWN_008533-T1	GBNWO_005916-T1, GBNWO_008920-T1
OG0000898	GBNWN_008187-T1, GBNWN_009108-T1, GBNWN_009111-T1	GBNWO_004878-T1
OG0000899	GBNWN_008189-T1, GBNWN_008370-T1	GBNWO_000098-T1, GBNWO_005252-T1
OG0000900	GBNWN_008256-T1, GBNWN_008343-T1, GBNWN_008393-T1	GBNWO_004083-T1
OG0000901	GBNWN_008269-T1, GBNWN_008274-T1	GBNWO_001135-T1, GBNWO_003794-T1
OG0000902	GBNWN_008367-T1, GBNWN_009262-T1	GBNWO_004220-T1, GBNWO_005255-T1
OG0000903	GBNWN_008372-T1, GBNWN_008388-T1	GBNWO_001596-T1, GBNWO_005250-T1
OG0000904	GBNWN_008386-T1, GBNWN_008839-T1	GBNWO_001575-T1, GBNWO_003754-T1
OG0000905	GBNWN_008695-T1, GBNWN_008835-T1	GBNWO_000497-T1, GBNWO_009180-T1
OG0000906	GBNWN_008790-T1, GBNWN_009367-T1	GBNWO_001165-T1, GBNWO_008214-T1
OG0000907	GBNWN_009469-T1, GBNWN_009579-T1	GBNWO_004475-T1, GBNWO_004864-T1
OG0000908	GBNWN_009545-T1, GBNWN_009565-T1	GBNWO_001833-T1, GBNWO_006020-T1
OG0000909	GBNWN_000023-T1, GBNWN_008227-T1	GBNWO_006603-T1
OG0000910	GBNWN_000138-T1, GBNWN_006765-T1	GBNWO_005073-T1
OG0000911	GBNWN_000161-T1, GBNWN_000705-T1	GBNWO_001443-T1
OG0000912	GBNWN_000177-T1	GBNWO_004273-T1, GBNWO_004456-T1
OG0000913	GBNWN_000217-T1, GBNWN_003900-T1	GBNWO_000918-T1
OG0000914	GBNWN_000227-T1, GBNWN_001663-T1	GBNWO_007915-T1
OG0000915	GBNWN_000249-T1, GBNWN_009039-T1	GBNWO_009246-T1
OG0000916	GBNWN_000278-T1, GBNWN_007527-T1	GBNWO_001087-T1
OG0000917	GBNWN_000284-T1, GBNWN_003140-T1	GBNWO_000903-T1
OG0000918	GBNWN_000298-T1	GBNWO_000922-T1, GBNWO_006918-T1
OG0000919	GBNWN_000355-T1, GBNWN_006076-T1	GBNWO_008365-T1
OG0000920	GBNWN_000384-T1, GBNWN_009535-T1	GBNWO_006010-T1
OG0000921	GBNWN_000395-T1, GBNWN_006498-T1	GBNWO_008781-T1
OG0000922	GBNWN_000466-T1, GBNWN_007433-T1	GBNWO_006322-T1
OG0000923	GBNWN_000521-T1	GBNWO_002692-T1, GBNWO_007248-T1
OG0000924	GBNWN_000537-T1, GBNWN_008177-T1	GBNWO_002108-T1
OG0000925	GBNWN_000548-T1	GBNWO_004279-T1, GBNWO_007609-T1
OG0000926	GBNWN_000550-T1, GBNWN_004211-T1	GBNWO_001734-T1
OG0000927	GBNWN_000659-T1, GBNWN_006530-T1	GBNWO_004758-T1
OG0000928	GBNWN_000669-T1	GBNWO_004125-T1, GBNWO_005616-T1
OG0000929	GBNWN_000751-T1, GBNWN_007776-T1	GBNWO_003312-T1
OG0000930	GBNWN_000848-T1	GBNWO_001788-T1, GBNWO_004906-T1
OG0000931	GBNWN_000896-T1, GBNWN_008621-T1	GBNWO_006650-T1
OG0000932	GBNWN_000918-T1, GBNWN_009112-T1	GBNWO_002977-T1
OG0000933	GBNWN_001004-T1, GBNWN_002018-T1	GBNWO_001720-T1
OG0000934	GBNWN_001024-T1, GBNWN_005478-T1	GBNWO_003581-T1
OG0000935	GBNWN_001069-T1	GBNWO_001786-T1, GBNWO_008213-T1
OG0000936	GBNWN_001103-T1, GBNWN_005284-T1	GBNWO_004568-T1
OG0000937	GBNWN_001105-T1, GBNWN_009308-T1	GBNWO_003320-T1
OG0000938	GBNWN_001111-T1	GBNWO_003394-T1, GBNWO_009269-T1
OG0000939	GBNWN_001115-T1, GBNWN_001116-T1	GBNWO_003391-T1
OG0000940	GBNWN_001122-T1, GBNWN_006569-T1	GBNWO_003384-T1
OG0000941	GBNWN_001141-T1, GBNWN_008896-T1	GBNWO_000006-T1
OG0000942	GBNWN_001173-T1	GBNWO_002154-T1, GBNWO_004552-T1
OG0000943	GBNWN_001204-T1	GBNWO_004008-T1, GBNWO_004761-T1
OG0000944	GBNWN_001312-T1, GBNWN_009148-T1	GBNWO_000995-T1
OG0000945	GBNWN_001324-T1	GBNWO_000376-T1, GBNWO_000377-T1
OG0000946	GBNWN_001426-T1, GBNWN_004040-T1	GBNWO_006511-T1
OG0000947	GBNWN_001521-T1, GBNWN_002974-T1	GBNWO_005385-T1
OG0000948	GBNWN_001523-T1, GBNWN_005457-T1	GBNWO_002056-T1
OG0000949	GBNWN_001556-T1, GBNWN_002418-T1	GBNWO_009452-T1
OG0000950	GBNWN_001638-T1	GBNWO_003676-T1, GBNWO_008544-T1
OG0000951	GBNWN_001657-T1, GBNWN_008800-T1	GBNWO_006388-T1
OG0000952	GBNWN_001743-T1, GBNWN_005348-T1	GBNWO_003854-T1
OG0000953	GBNWN_001756-T1, GBNWN_006519-T1	GBNWO_006725-T1
OG0000954	GBNWN_001885-T1, GBNWN_008362-T1	GBNWO_002958-T1
OG0000955	GBNWN_001916-T1, GBNWN_007436-T1	GBNWO_008111-T1
OG0000956	GBNWN_001979-T1	GBNWO_000091-T1, GBNWO_001936-T1
OG0000957	GBNWN_001988-T1, GBNWN_004248-T1	GBNWO_001291-T1
OG0000958	GBNWN_001995-T1, GBNWN_005770-T1	GBNWO_004957-T1
OG0000959	GBNWN_002060-T1, GBNWN_008277-T1	GBNWO_003791-T1
OG0000960	GBNWN_002099-T1, GBNWN_006280-T1	GBNWO_000270-T1
OG0000961	GBNWN_002157-T1, GBNWN_003308-T1	GBNWO_000101-T1
OG0000962	GBNWN_002199-T1, GBNWN_009171-T1	GBNWO_002466-T1
OG0000963	GBNWN_002214-T1	GBNWO_001714-T1, GBNWO_002589-T1
OG0000964	GBNWN_002226-T1, GBNWN_006138-T1	GBNWO_001916-T1
OG0000965	GBNWN_002259-T1	GBNWO_004870-T1, GBNWO_007923-T1
OG0000966	GBNWN_002301-T1, GBNWN_004912-T1	GBNWO_003437-T1
OG0000967	GBNWN_002375-T1, GBNWN_007261-T1	GBNWO_002019-T1
OG0000968	GBNWN_002442-T1, GBNWN_009232-T1	GBNWO_002866-T1
OG0000969	GBNWN_002574-T1, GBNWN_009143-T1	GBNWO_004919-T1
OG0000970	GBNWN_002582-T1, GBNWN_006142-T1	GBNWO_006312-T1
OG0000971	GBNWN_002818-T1	GBNWO_009325-T1, GBNWO_009326-T1
OG0000972	GBNWN_002822-T1	GBNWO_004040-T1, GBNWO_004084-T1
OG0000973	GBNWN_002823-T1, GBNWN_009182-T1	GBNWO_005360-T1
OG0000974	GBNWN_002879-T1, GBNWN_005834-T1	GBNWO_001753-T1
OG0000975	GBNWN_002900-T1	GBNWO_001623-T1, GBNWO_007347-T1
OG0000976	GBNWN_002919-T1, GBNWN_006703-T1	GBNWO_004826-T1
OG0000977	GBNWN_002934-T1, GBNWN_005559-T1	GBNWO_001975-T1
OG0000978	GBNWN_002978-T1, GBNWN_002979-T1	GBNWO_007967-T1
OG0000979	GBNWN_002992-T1	GBNWO_002180-T1, GBNWO_007617-T1
OG0000980	GBNWN_003011-T1, GBNWN_009272-T1	GBNWO_004230-T1
OG0000981	GBNWN_003013-T1, GBNWN_009275-T1	GBNWO_009425-T1
OG0000982	GBNWN_003073-T1, GBNWN_008013-T1	GBNWO_005781-T1
OG0000983	GBNWN_003126-T1	GBNWO_005557-T1, GBNWO_008056-T1
OG0000984	GBNWN_003159-T1, GBNWN_009162-T1	GBNWO_006896-T1
OG0000985	GBNWN_003249-T1, GBNWN_007780-T1	GBNWO_004588-T1
OG0000986	GBNWN_003523-T1, GBNWN_008664-T1	GBNWO_008784-T1
OG0000987	GBNWN_003571-T1, GBNWN_007073-T1	GBNWO_006246-T1
OG0000988	GBNWN_003610-T1, GBNWN_008646-T1	GBNWO_000035-T1
OG0000989	GBNWN_003645-T1, GBNWN_008740-T1	GBNWO_004887-T1
OG0000990	GBNWN_003699-T1	GBNWO_006517-T1, GBNWO_007949-T1
OG0000991	GBNWN_003928-T1, GBNWN_007465-T1	GBNWO_000935-T1
OG0000992	GBNWN_003955-T1	GBNWO_001713-T1, GBNWO_005891-T1
OG0000993	GBNWN_003960-T1, GBNWN_007857-T1	GBNWO_003958-T1
OG0000994	GBNWN_004017-T1, GBNWN_004799-T1	GBNWO_003081-T1
OG0000995	GBNWN_004204-T1	GBNWO_002596-T1, GBNWO_008590-T1
OG0000996	GBNWN_004342-T1	GBNWO_001468-T1, GBNWO_009321-T1
OG0000997	GBNWN_004403-T1, GBNWN_006045-T1	GBNWO_004542-T1
OG0000998	GBNWN_004415-T1, GBNWN_006297-T1	GBNWO_009155-T1
OG0000999	GBNWN_004432-T1, GBNWN_007153-T1	GBNWO_007205-T1
OG0001000	GBNWN_004587-T1	GBNWO_000854-T1, GBNWO_004259-T1
OG0001001	GBNWN_004649-T1, GBNWN_009365-T1	GBNWO_004829-T1
OG0001002	GBNWN_004685-T1, GBNWN_008724-T1	GBNWO_001635-T1
OG0001003	GBNWN_004702-T1, GBNWN_005708-T1	GBNWO_007826-T1
OG0001004	GBNWN_004707-T1	GBNWO_007155-T1, GBNWO_007830-T1
OG0001005	GBNWN_004714-T1	GBNWO_004143-T1, GBNWO_007775-T1
OG0001006	GBNWN_004865-T1, GBNWN_006285-T1	GBNWO_004600-T1
OG0001007	GBNWN_004926-T1	GBNWO_001181-T1, GBNWO_007295-T1
OG0001008	GBNWN_005027-T1, GBNWN_005721-T1	GBNWO_003951-T1
OG0001009	GBNWN_005124-T1, GBNWN_007925-T1	GBNWO_003123-T1
OG0001010	GBNWN_005137-T1	GBNWO_004088-T1, GBNWO_004938-T1
OG0001011	GBNWN_005163-T1, GBNWN_005166-T1	GBNWO_000285-T1
OG0001012	GBNWN_005180-T1	GBNWO_009034-T1, GBNWO_009397-T1
OG0001013	GBNWN_005651-T1, GBNWN_009099-T1	GBNWO_006180-T1
OG0001014	GBNWN_005681-T1, GBNWN_009413-T1	GBNWO_004177-T1
OG0001015	GBNWN_005711-T1, GBNWN_009180-T1	GBNWO_004718-T1
OG0001016	GBNWN_005731-T1, GBNWN_009554-T1	GBNWO_005307-T1
OG0001017	GBNWN_005817-T1	GBNWO_002621-T1, GBNWO_003873-T1
OG0001018	GBNWN_005860-T1, GBNWN_008900-T1	GBNWO_002159-T1
OG0001019	GBNWN_005873-T1, GBNWN_007140-T1	GBNWO_002612-T1
OG0001020	GBNWN_005935-T1, GBNWN_008888-T1	GBNWO_008977-T1
OG0001021	GBNWN_006043-T1	GBNWO_004587-T1, GBNWO_008062-T1
OG0001022	GBNWN_006090-T1	GBNWO_006354-T1, GBNWO_006606-T1
OG0001023	GBNWN_006098-T1, GBNWN_008474-T1	GBNWO_006346-T1
OG0001024	GBNWN_006370-T1, GBNWN_006465-T1	GBNWO_004937-T1
OG0001025	GBNWN_006474-T1, GBNWN_008429-T1	GBNWO_004658-T1
OG0001026	GBNWN_006540-T1, GBNWN_009284-T1	GBNWO_007593-T1
OG0001027	GBNWN_006620-T1	GBNWO_005763-T1, GBNWO_008472-T1
OG0001028	GBNWN_006723-T1	GBNWO_004416-T1, GBNWO_005038-T1
OG0001029	GBNWN_006760-T1, GBNWN_007463-T1	GBNWO_003567-T1
OG0001030	GBNWN_006764-T1, GBNWN_009432-T1	GBNWO_006986-T1
OG0001031	GBNWN_006791-T1, GBNWN_007413-T1	GBNWO_003305-T1
OG0001032	GBNWN_006852-T1, GBNWN_007732-T1	GBNWO_000056-T1
OG0001033	GBNWN_006860-T1, GBNWN_009276-T1	GBNWO_002103-T1
OG0001034	GBNWN_007006-T1, GBNWN_007229-T1	GBNWO_003375-T1
OG0001035	GBNWN_007056-T1, GBNWN_007633-T1	GBNWO_007658-T1
OG0001036	GBNWN_007169-T1	GBNWO_006948-T1, GBNWO_008885-T1
OG0001037	GBNWN_007202-T1	GBNWO_001602-T1, GBNWO_006661-T1
OG0001038	GBNWN_007257-T1, GBNWN_007600-T1	GBNWO_000084-T1
OG0001039	GBNWN_007582-T1	GBNWO_002115-T1, GBNWO_006515-T1
OG0001040	GBNWN_007632-T1	GBNWO_003217-T1, GBNWO_007659-T1
OG0001041	GBNWN_007680-T1	GBNWO_000454-T1, GBNWO_006139-T1
OG0001042	GBNWN_007718-T1, GBNWN_009188-T1	GBNWO_009369-T1
OG0001043	GBNWN_007739-T1	GBNWO_000049-T1, GBNWO_005851-T1
OG0001044	GBNWN_007849-T1	GBNWO_003295-T1, GBNWO_004284-T1
OG0001045	GBNWN_008038-T1	GBNWO_000282-T1, GBNWO_005581-T1
OG0001046	GBNWN_008154-T1	GBNWO_003554-T1, GBNWO_003786-T1
OG0001047	GBNWN_008193-T1	GBNWO_006542-T1, GBNWO_006758-T1
OG0001048	GBNWN_008298-T1	GBNWO_003485-T1, GBNWO_005582-T1
OG0001049	GBNWN_008310-T1	GBNWO_000429-T1, GBNWO_006247-T1
OG0001050	GBNWN_008352-T1	GBNWO_002610-T1, GBNWO_008299-T1
OG0001051	GBNWN_008516-T1	GBNWO_003572-T1, GBNWO_003615-T1
OG0001052	GBNWN_008523-T1, GBNWN_008823-T1	GBNWO_002049-T1
OG0001053	GBNWN_008645-T1	GBNWO_000036-T1, GBNWO_002658-T1
OG0001054	GBNWN_009009-T1, GBNWN_009521-T1	GBNWO_005051-T1
OG0001055	GBNWN_009077-T1, GBNWN_009399-T1	GBNWO_002385-T1
OG0001056	GBNWN_009260-T1	GBNWO_004218-T1, GBNWO_004677-T1
OG0001057	GBNWN_009321-T1	GBNWO_005797-T1, GBNWO_007922-T1
OG0001058	GBNWN_000004-T1	GBNWO_002257-T1
OG0001059	GBNWN_000006-T1	GBNWO_009018-T1
OG0001060	GBNWN_000008-T1	GBNWO_009020-T1
OG0001061	GBNWN_000010-T1	GBNWO_009022-T1
OG0001062	GBNWN_000012-T1	GBNWO_002998-T1
OG0001063	GBNWN_000013-T1	GBNWO_003064-T1
OG0001064	GBNWN_000015-T1	GBNWO_009433-T1
OG0001065	GBNWN_000016-T1	GBNWO_009434-T1
OG0001066	GBNWN_000017-T1	GBNWO_003302-T1
OG0001067	GBNWN_000019-T1	GBNWO_008876-T1
OG0001068	GBNWN_000020-T1	GBNWO_003909-T1
OG0001069	GBNWN_000021-T1	GBNWO_006601-T1
OG0001070	GBNWN_000025-T1	GBNWO_005823-T1
OG0001071	GBNWN_000026-T1	GBNWO_005824-T1
OG0001072	GBNWN_000027-T1	GBNWO_005825-T1
OG0001073	GBNWN_000028-T1	GBNWO_005826-T1
OG0001074	GBNWN_000029-T1	GBNWO_005827-T1
OG0001075	GBNWN_000031-T1	GBNWO_007640-T1
OG0001076	GBNWN_000032-T1	GBNWO_007639-T1
OG0001077	GBNWN_000033-T1	GBNWO_007638-T1
OG0001078	GBNWN_000034-T1	GBNWO_007637-T1
OG0001079	GBNWN_000035-T1	GBNWO_007636-T1
OG0001080	GBNWN_000037-T1	GBNWO_007635-T1
OG0001081	GBNWN_000038-T1	GBNWO_007634-T1
OG0001082	GBNWN_000039-T1	GBNWO_006541-T1
OG0001083	GBNWN_000040-T1	GBNWO_006540-T1
OG0001084	GBNWN_000041-T1	GBNWO_006539-T1
OG0001085	GBNWN_000042-T1	GBNWO_006538-T1
OG0001086	GBNWN_000044-T1	GBNWO_006536-T1
OG0001087	GBNWN_000045-T1	GBNWO_004455-T1
OG0001088	GBNWN_000046-T1	GBNWO_004737-T1
OG0001089	GBNWN_000047-T1	GBNWO_004739-T1
OG0001090	GBNWN_000048-T1	GBNWO_004740-T1
OG0001091	GBNWN_000049-T1	GBNWO_000243-T1
OG0001092	GBNWN_000050-T1	GBNWO_000244-T1
OG0001093	GBNWN_000052-T1	GBNWO_004146-T1
OG0001094	GBNWN_000053-T1	GBNWO_006613-T1
OG0001095	GBNWN_000054-T1	GBNWO_006612-T1
OG0001096	GBNWN_000055-T1	GBNWO_006611-T1
OG0001097	GBNWN_000056-T1	GBNWO_006610-T1
OG0001098	GBNWN_000057-T1	GBNWO_006608-T1
OG0001099	GBNWN_000058-T1	GBNWO_006607-T1
OG0001100	GBNWN_000060-T1	GBNWO_007200-T1
OG0001101	GBNWN_000061-T1	GBNWO_007199-T1
OG0001102	GBNWN_000062-T1	GBNWO_007198-T1
OG0001103	GBNWN_000063-T1	GBNWO_007197-T1
OG0001104	GBNWN_000064-T1	GBNWO_009465-T1
OG0001105	GBNWN_000066-T1	GBNWO_009467-T1
OG0001106	GBNWN_000067-T1	GBNWO_002803-T1
OG0001107	GBNWN_000068-T1	GBNWO_002802-T1
OG0001108	GBNWN_000069-T1	GBNWO_006212-T1
OG0001109	GBNWN_000070-T1	GBNWO_006211-T1
OG0001110	GBNWN_000072-T1	GBNWO_006210-T1
OG0001111	GBNWN_000075-T1	GBNWO_002096-T1
OG0001112	GBNWN_000077-T1	GBNWO_001726-T1
OG0001113	GBNWN_000078-T1	GBNWO_001725-T1
OG0001114	GBNWN_000080-T1	GBNWO_001542-T1
OG0001115	GBNWN_000082-T1	GBNWO_009438-T1
OG0001116	GBNWN_000083-T1	GBNWO_009439-T1
OG0001117	GBNWN_000084-T1	GBNWO_009441-T1
OG0001118	GBNWN_000085-T1	GBNWO_004234-T1
OG0001119	GBNWN_000086-T1	GBNWO_004236-T1
OG0001120	GBNWN_000088-T1	GBNWO_004238-T1
OG0001121	GBNWN_000089-T1	GBNWO_004239-T1
OG0001122	GBNWN_000090-T1	GBNWO_004240-T1
OG0001123	GBNWN_000093-T1	GBNWO_002827-T1
OG0001124	GBNWN_000095-T1	GBNWO_004149-T1
OG0001125	GBNWN_000096-T1	GBNWO_004150-T1
OG0001126	GBNWN_000097-T1	GBNWO_004151-T1
OG0001127	GBNWN_000098-T1	GBNWO_004152-T1
OG0001128	GBNWN_000099-T1	GBNWO_004153-T1
OG0001129	GBNWN_000100-T1	GBNWO_004154-T1
OG0001130	GBNWN_000101-T1	GBNWO_002241-T1
OG0001131	GBNWN_000102-T1	GBNWO_002242-T1
OG0001132	GBNWN_000103-T1	GBNWO_002243-T1
OG0001133	GBNWN_000105-T1	GBNWO_001192-T1
OG0001134	GBNWN_000106-T1	GBNWO_001193-T1
OG0001135	GBNWN_000107-T1	GBNWO_001194-T1
OG0001136	GBNWN_000109-T1	GBNWO_001197-T1
OG0001137	GBNWN_000111-T1	GBNWO_001199-T1
OG0001138	GBNWN_000113-T1	GBNWO_002620-T1
OG0001139	GBNWN_000115-T1	GBNWO_006935-T1
OG0001140	GBNWN_000117-T1	GBNWO_006938-T1
OG0001141	GBNWN_000118-T1	GBNWO_001186-T1
OG0001142	GBNWN_000119-T1	GBNWO_001187-T1
OG0001143	GBNWN_000120-T1	GBNWO_003688-T1
OG0001144	GBNWN_000123-T1	GBNWO_005057-T1
OG0001145	GBNWN_000125-T1	GBNWO_005059-T1
