	Backusella_lamprospora_NRRL_1401.aa	Backusella_lamprospora_NRRL_6044_Plus.aa
OG0014061		GBNWB_011587-T1
OG0014062		GBNWB_011593-T1
OG0014063		GBNWB_011595-T1
OG0014064		GBNWB_011601-T1
OG0014065		GBNWB_011603-T1
OG0014066		GBNWB_011619-T1
OG0014067		GBNWB_011626-T1
OG0014068		GBNWB_011632-T1
OG0014069		GBNWB_011642-T1
OG0014070		GBNWB_011650-T1
OG0014071		GBNWB_011658-T1
OG0014072		GBNWB_011668-T1
OG0014073		GBNWB_011677-T1
OG0014074		GBNWB_011680-T1
OG0014075		GBNWB_011683-T1
OG0014076		GBNWB_011686-T1
OG0014077		GBNWB_011697-T1
OG0014078		GBNWB_011699-T1
OG0014079		GBNWB_011700-T1
OG0014080		GBNWB_011711-T1
OG0014081		GBNWB_011712-T1
OG0014082		GBNWB_011722-T1
OG0014083		GBNWB_011723-T1
OG0014084		GBNWB_011728-T1
OG0014085		GBNWB_011729-T1
OG0014086		GBNWB_011733-T1
OG0014087		GBNWB_011735-T1
OG0014088		GBNWB_011739-T1
OG0014089		GBNWB_011753-T1
OG0014090		GBNWB_011764-T1
OG0014091		GBNWB_011769-T1
OG0014092		GBNWB_011770-T1
OG0014093		GBNWB_011772-T1
OG0014094		GBNWB_011779-T1
OG0014095		GBNWB_011783-T1
OG0014096		GBNWB_011791-T1
OG0014097		GBNWB_011793-T1
OG0014098		GBNWB_011794-T1
OG0014099		GBNWB_011799-T1
OG0014100		GBNWB_011802-T1
OG0014101		GBNWB_011805-T1
OG0014102		GBNWB_011806-T1
OG0014103		GBNWB_011822-T1
OG0014104		GBNWB_011826-T1
OG0014105		GBNWB_011827-T1
OG0014106		GBNWB_011837-T1
OG0014107		GBNWB_011841-T1
OG0014108		GBNWB_011844-T1
OG0014109		GBNWB_011850-T1
OG0014110		GBNWB_011851-T1
OG0014111		GBNWB_011852-T1
OG0014112		GBNWB_011854-T1
OG0014113		GBNWB_011863-T1
OG0014114		GBNWB_011867-T1
OG0014115		GBNWB_011869-T1
OG0014116		GBNWB_011876-T1
OG0014117		GBNWB_011882-T1
OG0014118		GBNWB_011885-T1
OG0014119		GBNWB_011886-T1
OG0014120		GBNWB_011891-T1
OG0014121		GBNWB_011902-T1
OG0014122		GBNWB_011913-T1
OG0014123		GBNWB_011922-T1
OG0014124		GBNWB_011926-T1
OG0014125		GBNWB_011928-T1
OG0014126		GBNWB_011929-T1
OG0014127		GBNWB_011969-T1
OG0014128		GBNWB_011970-T1
OG0014129		GBNWB_011972-T1
OG0014130		GBNWB_011983-T1
OG0014131		GBNWB_011989-T1
OG0014132		GBNWB_011996-T1
OG0014133		GBNWB_011998-T1
OG0014134		GBNWB_012007-T1
OG0014135		GBNWB_012018-T1
OG0014136		GBNWB_012031-T1
OG0014137		GBNWB_012039-T1
OG0014138		GBNWB_012041-T1
OG0014139		GBNWB_012050-T1
OG0014140		GBNWB_012051-T1
OG0014141		GBNWB_012052-T1
OG0014142		GBNWB_012073-T1
OG0014143		GBNWB_012074-T1
OG0014144		GBNWB_012076-T1
OG0014145		GBNWB_012077-T1
OG0014146		GBNWB_012078-T1
OG0014147		GBNWB_012079-T1
OG0014148		GBNWB_012080-T1
OG0014149		GBNWB_012081-T1
OG0014150		GBNWB_012082-T1
OG0014151		GBNWB_012083-T1
OG0014152		GBNWB_012093-T1
OG0014153		GBNWB_012100-T1
OG0014154		GBNWB_012128-T1
OG0014155		GBNWB_012173-T1
OG0014156		GBNWB_012174-T1
OG0014157		GBNWB_012175-T1
OG0014158		GBNWB_012179-T1
OG0014159		GBNWB_012204-T1
OG0014160		GBNWB_012218-T1
OG0014161		GBNWB_012225-T1
OG0014162		GBNWB_012253-T1
OG0014163		GBNWB_012264-T1
OG0014164		GBNWB_012269-T1
OG0014165		GBNWB_012273-T1
OG0014166		GBNWB_012289-T1
OG0014167		GBNWB_012295-T1
OG0014168		GBNWB_012296-T1
OG0014169		GBNWB_012297-T1
OG0014170		GBNWB_012308-T1
OG0014171		GBNWB_012343-T1
OG0014172		GBNWB_012354-T1
OG0014173		GBNWB_012363-T1
OG0014174		GBNWB_012369-T1
OG0014175		GBNWB_012381-T1
OG0014176		GBNWB_012389-T1
OG0014177		GBNWB_012409-T1
OG0014178		GBNWB_012417-T1
OG0014179		GBNWB_012425-T1
OG0014180		GBNWB_012429-T1
OG0014181		GBNWB_012436-T1
OG0014182		GBNWB_012471-T1
OG0014183		GBNWB_012474-T1
OG0014184		GBNWB_012475-T1
OG0014185		GBNWB_012480-T1
OG0014186		GBNWB_012481-T1
OG0014187		GBNWB_012485-T1
OG0014188		GBNWB_012488-T1
OG0014189		GBNWB_012509-T1
OG0014190		GBNWB_012516-T1
OG0014191		GBNWB_012552-T1
OG0014192		GBNWB_012556-T1
OG0014193		GBNWB_012559-T1
OG0014194		GBNWB_012572-T1
OG0014195		GBNWB_012585-T1
OG0014196		GBNWB_012587-T1
OG0014197		GBNWB_012604-T1
OG0014198		GBNWB_012608-T1
OG0014199		GBNWB_012624-T1
OG0014200		GBNWB_012657-T1
OG0014201		GBNWB_012661-T1
OG0014202		GBNWB_012663-T1
OG0014203		GBNWB_012664-T1
OG0014204		GBNWB_012670-T1
OG0014205		GBNWB_012683-T1
OG0014206		GBNWB_012684-T1
OG0014207		GBNWB_012685-T1
OG0014208		GBNWB_012687-T1
OG0014209		GBNWB_012688-T1
OG0014210		GBNWB_012689-T1
OG0014211		GBNWB_012690-T1
OG0014212		GBNWB_012691-T1
OG0014213		GBNWB_012694-T1
OG0014214		GBNWB_012701-T1
OG0014215		GBNWB_012709-T1
OG0014216		GBNWB_012710-T1
OG0014217		GBNWB_012747-T1
OG0014218		GBNWB_012748-T1
OG0014219		GBNWB_012754-T1
OG0014220		GBNWB_012756-T1
OG0014221		GBNWB_012760-T1
OG0014222		GBNWB_012761-T1
OG0014223		GBNWB_012765-T1
OG0014224		GBNWB_012772-T1
OG0014225		GBNWB_012778-T1
OG0014226		GBNWB_012788-T1
OG0014227		GBNWB_012792-T1
OG0014228		GBNWB_012801-T1
OG0014229		GBNWB_012809-T1
OG0014230		GBNWB_012820-T1
OG0014231		GBNWB_012821-T1
OG0014232		GBNWB_012826-T1
OG0014233		GBNWB_012834-T1
OG0014234		GBNWB_012835-T1
OG0014235		GBNWB_012843-T1
OG0014236		GBNWB_012844-T1
OG0014237		GBNWB_012845-T1
OG0014238		GBNWB_012848-T1
OG0014239		GBNWB_012853-T1
OG0014240		GBNWB_012857-T1
OG0014241		GBNWB_012861-T1
OG0014242		GBNWB_012868-T1
OG0014243		GBNWB_012869-T1
OG0014244		GBNWB_012870-T1
OG0014245		GBNWB_012871-T1
OG0014246		GBNWB_012872-T1
OG0014247		GBNWB_012873-T1
OG0014248		GBNWB_012875-T1
OG0014249		GBNWB_012887-T1
OG0014250		GBNWB_012900-T1
OG0014251		GBNWB_012901-T1
OG0014252		GBNWB_012903-T1
OG0014253		GBNWB_012904-T1
OG0014254		GBNWB_012906-T1
OG0014255		GBNWB_012913-T1
OG0014256		GBNWB_012920-T1
OG0014257		GBNWB_012922-T1
OG0014258		GBNWB_012931-T1
OG0014259		GBNWB_012947-T1
OG0014260		GBNWB_012951-T1
OG0014261		GBNWB_012962-T1
OG0014262		GBNWB_012972-T1
OG0014263		GBNWB_012975-T1
OG0014264		GBNWB_012980-T1
OG0014265		GBNWB_012986-T1
OG0014266		GBNWB_012988-T1
OG0014267		GBNWB_013028-T1
OG0014268		GBNWB_013038-T1
OG0014269		GBNWB_013062-T1
OG0014270		GBNWB_013066-T1
OG0014271		GBNWB_013075-T1
OG0014272		GBNWB_013078-T1
OG0014273		GBNWB_013079-T1
OG0014274		GBNWB_013082-T1
OG0014275		GBNWB_013087-T1
OG0014276		GBNWB_013089-T1
OG0014277		GBNWB_013105-T1
OG0014278		GBNWB_013132-T1
OG0014279		GBNWB_013136-T1
OG0014280		GBNWB_013139-T1
OG0014281		GBNWB_013142-T1
OG0014282		GBNWB_013146-T1
OG0014283		GBNWB_013147-T1
OG0014284		GBNWB_013153-T1
OG0014285		GBNWB_013159-T1
OG0014286		GBNWB_013168-T1
OG0014287		GBNWB_013169-T1
OG0014288		GBNWB_013170-T1
OG0014289		GBNWB_013172-T1
OG0014290		GBNWB_013192-T1
OG0014291		GBNWB_013195-T1
OG0014292		GBNWB_013221-T1
OG0014293		GBNWB_013226-T1
OG0014294		GBNWB_013227-T1
OG0014295		GBNWB_013236-T1
OG0014296		GBNWB_013237-T1
OG0014297		GBNWB_013257-T1
OG0014298		GBNWB_013266-T1
OG0014299		GBNWB_013272-T1
OG0014300		GBNWB_013276-T1
OG0014301		GBNWB_013288-T1
OG0014302		GBNWB_013290-T1
OG0014303		GBNWB_013299-T1
OG0014304		GBNWB_013300-T1
OG0014305		GBNWB_013305-T1
OG0014306		GBNWB_013315-T1
OG0014307		GBNWB_013316-T1
OG0014308		GBNWB_013317-T1
OG0014309		GBNWB_013330-T1
OG0014310		GBNWB_013332-T1
OG0014311		GBNWB_013333-T1
OG0014312		GBNWB_013344-T1
OG0014313		GBNWB_013356-T1
OG0014314		GBNWB_013361-T1
OG0014315		GBNWB_013365-T1
OG0014316		GBNWB_013394-T1
OG0014317		GBNWB_013398-T1
OG0014318		GBNWB_013408-T1
OG0014319		GBNWB_013413-T1
OG0014320		GBNWB_013430-T1
OG0014321		GBNWB_013439-T1
OG0014322		GBNWB_013441-T1
OG0014323		GBNWB_013444-T1
OG0014324		GBNWB_013451-T1
OG0014325		GBNWB_013467-T1
OG0014326		GBNWB_013468-T1
OG0014327		GBNWB_013473-T1
OG0014328		GBNWB_013477-T1
OG0014329		GBNWB_013483-T1
OG0014330		GBNWB_013485-T1
OG0014331		GBNWB_013496-T1
OG0014332		GBNWB_013499-T1
OG0014333		GBNWB_013504-T1
OG0014334		GBNWB_013509-T1
OG0014335		GBNWB_013528-T1
OG0014336		GBNWB_013532-T1
OG0014337		GBNWB_013538-T1
OG0014338		GBNWB_013542-T1
OG0014339		GBNWB_013546-T1
OG0014340		GBNWB_013573-T1
OG0014341		GBNWB_013574-T1
OG0014342		GBNWB_013578-T1
OG0014343		GBNWB_013584-T1
OG0014344		GBNWB_013588-T1
OG0014345		GBNWB_013595-T1
OG0014346		GBNWB_013609-T1
OG0014347		GBNWB_013625-T1
OG0014348		GBNWB_013629-T1
OG0014349		GBNWB_013631-T1
OG0014350		GBNWB_013645-T1
OG0014351		GBNWB_013657-T1
OG0014352		GBNWB_013659-T1
OG0014353		GBNWB_013660-T1
OG0014354		GBNWB_013661-T1
OG0014355		GBNWB_013672-T1
OG0014356		GBNWB_013675-T1
OG0014357		GBNWB_013676-T1
OG0014358		GBNWB_013680-T1
OG0014359		GBNWB_013693-T1
OG0014360		GBNWB_013697-T1
OG0014361		GBNWB_013699-T1
OG0014362		GBNWB_013704-T1
OG0014363		GBNWB_013728-T1
OG0014364		GBNWB_013746-T1
OG0014365		GBNWB_013755-T1
OG0014366		GBNWB_013766-T1
OG0014367		GBNWB_013767-T1
OG0014368		GBNWB_013773-T1
OG0014369		GBNWB_013774-T1
OG0014370		GBNWB_013776-T1
OG0014371		GBNWB_013778-T1
OG0014372		GBNWB_013786-T1
OG0014373		GBNWB_013797-T1
OG0014374		GBNWB_013798-T1
OG0014375		GBNWB_013810-T1
OG0014376		GBNWB_013811-T1
OG0014377		GBNWB_013821-T1
OG0014378		GBNWB_013826-T1
OG0014379		GBNWB_013836-T1
OG0014380		GBNWB_013840-T1
OG0014381		GBNWB_013845-T1
OG0014382		GBNWB_013851-T1
OG0014383		GBNWB_013862-T1
OG0014384		GBNWB_013873-T1
OG0014385		GBNWB_013876-T1
OG0014386		GBNWB_013880-T1
OG0014387		GBNWB_013881-T1
OG0014388		GBNWB_013882-T1
OG0014389		GBNWB_013883-T1
OG0014390		GBNWB_013884-T1
OG0014391		GBNWB_013893-T1
OG0014392		GBNWB_013899-T1
OG0014393		GBNWB_013912-T1
OG0014394		GBNWB_013922-T1
OG0014395		GBNWB_013934-T1
OG0014396		GBNWB_013950-T1
OG0014397		GBNWB_013957-T1
OG0014398		GBNWB_013962-T1
OG0014399		GBNWB_013965-T1
OG0014400		GBNWB_013972-T1
OG0014401		GBNWB_013978-T1
OG0014402		GBNWB_013988-T1
OG0014403		GBNWB_014009-T1
OG0014404		GBNWB_014024-T1
OG0014405		GBNWB_014026-T1
OG0014406		GBNWB_014027-T1
OG0014407		GBNWB_014028-T1
OG0014408		GBNWB_014035-T1
OG0014409		GBNWB_014036-T1
OG0014410		GBNWB_014037-T1
OG0014411		GBNWB_014048-T1
OG0014412		GBNWB_014050-T1
OG0014413		GBNWB_014054-T1
OG0014414		GBNWB_014086-T1
OG0014415		GBNWB_014107-T1
OG0014416		GBNWB_014109-T1
OG0014417		GBNWB_014119-T1
OG0014418		GBNWB_014120-T1
OG0014419		GBNWB_014122-T1
OG0014420		GBNWB_014123-T1
OG0014421		GBNWB_014125-T1
OG0014422		GBNWB_014128-T1
OG0014423		GBNWB_014129-T1
OG0014424		GBNWB_014136-T1
OG0014425		GBNWB_014151-T1
OG0014426		GBNWB_014152-T1
OG0014427		GBNWB_014156-T1
OG0014428		GBNWB_014163-T1
OG0014429		GBNWB_014167-T1
OG0014430		GBNWB_014170-T1
OG0014431		GBNWB_014171-T1
OG0014432		GBNWB_014172-T1
OG0014433		GBNWB_014181-T1
OG0014434		GBNWB_014182-T1
OG0014435		GBNWB_014189-T1
OG0014436		GBNWB_014190-T1
OG0014437		GBNWB_014191-T1
OG0014438		GBNWB_014207-T1
OG0014439		GBNWB_014210-T1
OG0014440		GBNWB_014212-T1
OG0014441		GBNWB_014217-T1
OG0014442		GBNWB_014218-T1
OG0014443		GBNWB_014219-T1
OG0014444		GBNWB_014225-T1
OG0014445		GBNWB_014228-T1
OG0014446		GBNWB_014231-T1
OG0014447		GBNWB_014245-T1
OG0014448		GBNWB_014254-T1
OG0014449		GBNWB_014258-T1
OG0014450		GBNWB_014269-T1
OG0014451		GBNWB_014272-T1
OG0014452		GBNWB_014277-T1
OG0014453		GBNWB_014283-T1
OG0014454		GBNWB_014291-T1
OG0014455		GBNWB_014296-T1
OG0014456		GBNWB_014298-T1
OG0014457		GBNWB_014300-T1
OG0014458		GBNWB_014322-T1
OG0014459		GBNWB_014332-T1
OG0014460		GBNWB_014334-T1
OG0014461		GBNWB_014339-T1
OG0014462		GBNWB_014343-T1
OG0014463		GBNWB_014350-T1
OG0014464		GBNWB_014354-T1
OG0014465		GBNWB_014355-T1
OG0014466		GBNWB_014356-T1
OG0014467		GBNWB_014358-T1
OG0014468		GBNWB_014359-T1
OG0014469		GBNWB_014364-T1
OG0014470		GBNWB_014368-T1
OG0014471		GBNWB_014374-T1
OG0014472		GBNWB_014397-T1
OG0014473		GBNWB_014410-T1
OG0014474		GBNWB_014413-T1
OG0014475		GBNWB_014415-T1
OG0014476		GBNWB_014418-T1
OG0014477		GBNWB_014420-T1
OG0014478		GBNWB_014422-T1
OG0014479		GBNWB_014438-T1
OG0014480		GBNWB_014451-T1
OG0014481		GBNWB_014457-T1
OG0014482		GBNWB_014459-T1
OG0014483		GBNWB_014461-T1
OG0014484		GBNWB_014481-T1
OG0014485		GBNWB_014489-T1
OG0014486		GBNWB_014492-T1
OG0014487		GBNWB_014493-T1
OG0014488		GBNWB_014497-T1
OG0014489		GBNWB_014529-T1
OG0014490		GBNWB_014540-T1
OG0014491		GBNWB_014543-T1
OG0014492		GBNWB_014545-T1
OG0014493		GBNWB_014546-T1
OG0014494		GBNWB_014547-T1
OG0014495		GBNWB_014548-T1
OG0014496		GBNWB_014549-T1
OG0014497		GBNWB_014550-T1
OG0014498		GBNWB_014553-T1
OG0014499		GBNWB_014569-T1
OG0014500		GBNWB_014577-T1
OG0014501		GBNWB_014579-T1
OG0014502		GBNWB_014580-T1
OG0014503		GBNWB_014581-T1
OG0014504		GBNWB_014586-T1
OG0014505		GBNWB_014591-T1
OG0014506		GBNWB_014599-T1
OG0014507		GBNWB_014601-T1
OG0014508		GBNWB_014610-T1
OG0014509		GBNWB_014612-T1
OG0014510		GBNWB_014614-T1
OG0014511		GBNWB_014617-T1
OG0014512		GBNWB_014661-T1
OG0014513		GBNWB_014665-T1
OG0014514		GBNWB_014668-T1
OG0014515		GBNWB_014674-T1
OG0014516		GBNWB_014678-T1
OG0014517		GBNWB_014691-T1
OG0014518		GBNWB_014701-T1
OG0014519		GBNWB_014715-T1
OG0014520		GBNWB_014718-T1
OG0014521		GBNWB_014720-T1
OG0014522		GBNWB_014723-T1
OG0014523		GBNWB_014729-T1
OG0014524		GBNWB_014733-T1
OG0014525		GBNWB_014734-T1
OG0014526		GBNWB_014746-T1
OG0014527		GBNWB_014749-T1
OG0014528		GBNWB_014762-T1
OG0014529		GBNWB_014763-T1
OG0014530		GBNWB_014798-T1
OG0014531		GBNWB_014806-T1
OG0014532		GBNWB_014808-T1
OG0014533		GBNWB_014817-T1
OG0014534		GBNWB_014835-T1
OG0014535		GBNWB_014843-T1
OG0014536		GBNWB_014848-T1
OG0014537		GBNWB_014850-T1
OG0014538		GBNWB_014852-T1
OG0014539		GBNWB_014854-T1
OG0014540		GBNWB_014855-T1
OG0014541		GBNWB_014856-T1
OG0014542		GBNWB_014878-T1
OG0014543		GBNWB_014884-T1
OG0014544		GBNWB_014885-T1
OG0014545		GBNWB_014896-T1
OG0014546		GBNWB_014897-T1
OG0014547		GBNWB_014899-T1
OG0014548		GBNWB_014904-T1
OG0014549		GBNWB_014908-T1
OG0014550		GBNWB_014931-T1
OG0014551		GBNWB_014932-T1
OG0014552		GBNWB_014938-T1
OG0014553		GBNWB_014945-T1
OG0014554		GBNWB_014948-T1
OG0014555		GBNWB_014962-T1
OG0014556		GBNWB_014983-T1
OG0014557		GBNWB_014992-T1
OG0014558		GBNWB_014994-T1
OG0014559		GBNWB_015001-T1
OG0014560		GBNWB_015004-T1
OG0014561		GBNWB_015011-T1
OG0014562		GBNWB_015053-T1
OG0014563		GBNWB_015055-T1
OG0014564		GBNWB_015060-T1
OG0014565		GBNWB_015063-T1
OG0014566		GBNWB_015079-T1
OG0014567		GBNWB_015090-T1
OG0014568		GBNWB_015094-T1
OG0014569		GBNWB_015097-T1
OG0014570		GBNWB_015102-T1
OG0014571		GBNWB_015107-T1
OG0014572		GBNWB_015110-T1
OG0014573		GBNWB_015112-T1
OG0014574		GBNWB_015113-T1
OG0014575		GBNWB_015114-T1
OG0014576		GBNWB_015116-T1
OG0014577		GBNWB_015121-T1
OG0014578		GBNWB_015138-T1
OG0014579		GBNWB_015145-T1
OG0014580		GBNWB_015153-T1
OG0014581		GBNWB_015156-T1
OG0014582		GBNWB_015160-T1
OG0014583		GBNWB_015164-T1
OG0014584		GBNWB_015165-T1
OG0014585		GBNWB_015166-T1
OG0014586		GBNWB_015181-T1
OG0014587		GBNWB_015184-T1
OG0014588		GBNWB_015185-T1
OG0014589		GBNWB_015190-T1
OG0014590		GBNWB_015191-T1
OG0014591		GBNWB_015194-T1
OG0014592		GBNWB_015198-T1
OG0014593		GBNWB_015210-T1
OG0014594		GBNWB_015212-T1
OG0014595		GBNWB_015213-T1
OG0014596		GBNWB_015215-T1
OG0014597		GBNWB_015220-T1
OG0014598		GBNWB_015229-T1
OG0014599		GBNWB_015234-T1
OG0014600		GBNWB_015247-T1
OG0014601		GBNWB_015248-T1
OG0014602		GBNWB_015253-T1
OG0014603		GBNWB_015254-T1
OG0014604		GBNWB_015260-T1
OG0014605		GBNWB_015261-T1
OG0014606		GBNWB_015271-T1
OG0014607		GBNWB_015272-T1
OG0014608		GBNWB_015280-T1
OG0014609		GBNWB_015284-T1
OG0014610		GBNWB_015300-T1
